"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FC","2025-07-11","88.8","1.33","5.89","Holton, Tyler",641598,663947,"field_out","hit_into_play",,,,,4,"Mitch Garver pops out to shortstop Javier Báez in foul territory.","R","R","L","DET","SEA","X",6,"popup",0,1,2025,"-0.42","0.53","-0.55","2.31",,,,2,8,"Top",73.44,158.68,,,,,-3.7407931607076166,-129.46032615264656,-3.924963285365246,-4.140044185478952,22.692578975481823,-25.682493683822834,"3.51","1.59",185,"95.4",61,"89.9",2437,"6.5",777161,693307,679529,650402,656716,595879,682985,678009,672761,"54.02",0.014,0.015,"0",1,0,0,3,61,2,"Cutter",3,5,5,3,5,3,5,3,"Standard","Standard",180,"0.006","-0.215","75.2","7.8",0.023,"0.215","95.4",-2,2,"0.15","0.85",29,34,29,34,1,3,3,5,2,2,"2.32","-0.42","0.42","43.2",22.11522346530528,-20.332182970599522,32.35928064169976,31.449266995261464,42.039779866552855
"FF","2025-07-11","95.3","2.86","5.36","Zerpa, Angel",643446,672582,,"ball",,,,,2,"Jeff McNeil strikes out swinging.","R","L","L","KC","NYM","B",,,0,0,2025,"0.52","0.9","-0.12","3.64",,,,0,7,"Top",,,,,,,-8.852640365036041,-138.62558585910892,-0.9509088612984327,8.556209995751022,28.348264285682525,-20.46838275846327,"3.6","1.77",,,,"94",2133,"5.4",777151,521692,686469,679845,672580,677951,670231,664728,695506,"55.13",,,,,,,,50,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",133,"0","0.038",,,,"-0.038",,0,0,"0.5","0.5",25,33,26,33,1,2,3,1,1,1,"1.59","0.52","0.52","29.4",,,,,
"CH","2025-07-11","76.4","1.08","6.46","Anderson, Tyler",545341,542881,,"called_strike",,,,,5,"Randal Grichuk homers (6) on a fly ball to left center field. Josh Naylor scores.","R","R","L","LAA","AZ","S",,,1,0,2025,"1.07","0.91","0.05","2.71",,,647304,1,2,"Top",,,,,,,-4.067341738194158,-111.22166372767734,-2.4560169646101837,9.655418543978987,21.602860803929875,-24.391879920620905,"3.31","1.5",,,,"75.7",1810,"5.9",777150,681351,694384,650859,660162,687263,621493,666176,672569,"54.56",,,,,,,,15,2,"Changeup",4,0,0,4,0,4,0,4,"Standard","Standard",139,"0","-0.047",,,,"0.047",,4,-4,"0.85","0.15",35,33,36,34,1,0,5,1,10,1,"3.02","1.07","-1.07","63.8",,,,,
"SI","2025-07-11","91.7","3.01","4.35","Backhus, Kyle",518595,679775,,"ball",,,,,13,"Travis d'Arnaud singles on a line drive to left fielder Lourdes Gurriel Jr. Logan O'Hoppe scores. Luis Rengifo to 2nd.","R","R","L","LAA","AZ","B",,,1,2,2025,"1.5","0.17","-0.91","1.63",,681351,650859,1,9,"Bot",,,,,,,-13.245727762000081,-132.92067296135556,-1.3605659444003542,20.515633191379848,27.41278747004163,-30.0596140272185,"3.45","1.57",,,,"92.5",2268,"6.9",777150,645444,647304,677942,553993,672695,666971,677950,545341,"53.62",,,,,,,,84,4,"Sinker",5,5,5,5,5,5,5,5,"Standard","Standard",105,"0","0.035",,,,"-0.035",,0,0,"0.703","0.703",27,36,27,36,1,0,4,2,8,1,"2.55","1.5","-1.5","10.0",,,,,
"CU","2025-07-11","78.2","2.44","5.49","Hall, DL",669743,669084,"strikeout","swinging_strike",,,,,8,"Alex Call strikes out swinging.","R","R","L","MIL","WSH","S",2,,1,2,2025,"-1.12","-1.1","0.19","2.2",,682928,695578,2,1,"Top",,,,,,,-2.820345342566453,-113.78824742465301,1.8974425933993633,-9.08665366244677,22.641534809055496,-42.26028893822939,"3.49","1.74",,,,"78.8",2750,"6.9",777149,661388,683734,668930,702332,687401,686555,694192,686217,"53.58",,0,"0",1,0,0,,5,5,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",317,"0.042","-0.189","49.6","5.4",,"0.189",,0,0,"0.505","0.495",26,30,27,31,1,0,6,2,9,1,"4.85","-1.12","1.12","47.8",-15.147297326040277,32.531590707502666,45.52767828854308,34.97845178363259,10.32263066715183
"SI","2025-07-11","92.2","3.54","5.64","Hurter, Brant",668227,676428,,"called_strike",,,,,9,"Randy Arozarena walks.","R","R","L","DET","SEA","S",,,2,0,2025,"1.43","-0.02","0.3","1.99",,,,0,9,"Top",,,,,,,-11.26083002273541,-133.83789640022968,-3.388869154645193,19.562104203326836,28.770332398245532,-31.818431843899347,"3.48","1.75",,,,"91.7",2147,"6.1",777161,693307,679529,650402,656716,595879,682985,678009,663330,"54.37",,,,,,,,72,3,"Sinker",3,12,12,3,12,3,12,3,"Infield shade","Standard",127,"0","-0.065",,,,"0.065",,-9,9,"0","1",26,30,27,30,1,4,2,1,8,1,"2.71","1.43","-1.43","24.3",,,,,
"FF","2025-07-11","91.1","1.72","5.7","Alexander, Tyler",682177,641302,,"called_strike",,,,,3,"Daniel Schneemann strikes out swinging.","R","L","L","CWS","CLE","S",,,0,0,2025,"0.74","1.15","0.59","3.35",,,,2,6,"Top",,,,,,,-4.408915891738842,-132.79651127152243,-2.5537552009506093,9.650990873165393,25.01491602392383,-18.127716892365275,"3.54","1.7",,,,"91.4",2240,"6.1",777164,700337,678246,672820,695657,805367,572191,673357,596103,"54.42",,,,,,,,41,1,"4-Seam Fastball",2,4,4,2,4,2,4,2,"Infield shade","Standard",146,"0","-0.041",,,,"0.041",,-2,2,"0.24","0.76",30,28,31,28,1,2,4,3,7,0,"1.56","0.74","0.74","37.4",,,,,
"SI","2025-07-11","93.5","0.71","6.6","Liberatore, Matthew",686948,669461,,"called_strike",,,,,4,"Drake Baldwin singles on a line drive to left fielder Lars Nootbaar.","R","L","L","STL","ATL","S",,,0,0,2025,"1.06","1.21","-0.74","2.52",,,,2,1,"Top",,,,,,,-6.099019159810985,-135.93278934418586,-7.475075490191914,14.44267378267068,30.013775740774136,-15.678572327326304,"3.43","1.89",,,,"94",2188,"6.7",777147,686780,575929,680977,571448,691026,663457,687363,676475,"53.84",,,,,,,,6,1,"Sinker",0,3,3,0,3,0,3,0,"Infield shade","Standard",158,"0","-0.041",,,,"0.041",,-3,3,"0.249","0.751",25,24,26,24,1,0,6,1,15,1,"1.4","1.06","1.06","48.2",,,,,
"ST","2025-07-11","81","0.27","6.12","Thielbar, Caleb",665862,573204,,"foul",,,,,6,"Jazz Chisholm Jr. grounds out, shortstop Dansby Swanson to first baseman Michael Busch.","R","L","L","NYY","CHC","S",,,0,0,2025,"-0.85","0.09","0.41","2.78",,,,2,5,"Bot",,,,,,,1.9368791343770422,-118.03201027352398,-1.0214277670057235,-8.291765390330958,22.9753006406445,-31.314097057959394,"3.81","1.72",182,"66.8",50,"81",2585,"6.3",777153,608348,683737,663538,542932,621020,673548,691718,663656,"54.22",,,,,,,,41,1,"Sweeper",5,0,5,0,0,5,5,0,"Infield shade","Standard",297,"0","-0.041","73.2","7.4",,"0.041","88.0",5,5,"0.96","0.96",38,27,38,27,1,2,3,1,7,1,"3.38","-0.85","-0.85","55.3",12.089793990807921,-1.3749870631829595,39.0741664033317,29.953554082180197,27.406203277671693
"SL","2025-07-11","84.6","3.16","4.9","Bernardino, Brennan",666018,657514,"single","hit_into_play",,,,,6,"Jonathan Aranda singles on a ground ball to left fielder Jarren Duran, deflected by shortstop Trevor Story.","R","L","L","BOS","TB","X",6,"ground_ball",0,1,2025,"-0.07","0.2","0.72","2.6",,,,1,4,"Top",100.42,107.53,,,,,-5.468817488858028,-123.17533817690364,0.5410200991976495,0.35524355505728694,24.293053362645008,-30.4962263073745,"3.38","1.58",141,"86.4",10,"83.6",2373,"5.5",777155,665966,647351,691785,608324,596115,680776,678882,677800,"54.95",0.494,0.471,"0.9",1,1,0,4,33,2,"Slider",1,4,4,1,4,1,4,1,"Infield shade","Standard",288,"-0.013","0.458","64.7","6.1",0.569,"-0.458","88.0",-3,3,"0.188","0.812",33,27,33,27,1,2,4,1,7,2,"2.98","-0.07","-0.07","12.7",2.95313537083198,8.703192451133598,34.66875325075835,29.05866572146767,22.579613719409444
"SL","2025-07-11","87.5","1.8","5.62","Banda, Anthony",642086,607455,,"swinging_strike",,,,,13,"Dominic Smith pops out to third baseman Tommy Edman.","R","L","L","SF","LAD","S",,,0,1,2025,"-0.58","-0.5","-1.14","1.48",,808982,669477,2,5,"Bot",,,,,,,-5.869268650776843,-127.35924421813488,-2.7734355163330466,-5.01567216930676,28.128096887551614,-37.173157030623834,"3.23","1.59",,,,"87",2566,"6.1",777143,669257,518692,808975,669242,605141,624424,681624,606192,"54.39",,,,,,,,45,2,"Slider",8,2,8,2,2,8,8,2,"Standard","Standard",269,"0","-0.046","59.1","7.4",,"0.046",,6,6,"0.98","0.98",31,30,32,30,1,2,4,2,7,1,"3.49","-0.58","-0.58","32.4",16.830446973086275,-8.72864968136873,31.903179861387652,47.93244826799234,37.71223416136293
"FF","2025-07-11","95","1.31","6.23","Detmers, Reid",645444,672282,,"called_strike",,,,,8,"Jose Herrera flies out to left fielder Taylor Ward.","R","R","L","LAA","AZ","S",,,0,0,2025,"0.47","1.53","0.01","1.97",,,677950,2,8,"Top",,,,,,,-4.4276878362992464,-138.06010097387738,-8.911714402408341,6.9603777109602945,31.71821003950116,-10.76384988437614,"3.31","1.47",,,,"94.8",2084,"6.3",777150,681351,694384,650859,660162,687263,621493,666176,672569,"54.18",,,,,,,,72,1,"4-Seam Fastball",5,5,5,5,5,5,5,5,"Infield shade","Standard",156,"0","-0.047",,,,"0.047",,0,0,"0.554","0.446",25,28,26,28,1,3,2,1,1,2,"1.01","0.47","-0.47","49.9",,,,,
"SI","2025-07-11","91.4","2.33","5.75","Suárez, Ranger",657757,624133,"field_out","hit_into_play",,,,,12,"Gavin Sheets grounds out, first baseman Bryce Harper to pitcher Ranger Suárez.","R","L","L","SD","PHI","X",3,"ground_ball",0,1,2025,"1.14","0.38","1.36","2.88",,665487,,2,1,"Bot",144.54,166.91,,,,,-4.883140830400751,-132.87415124496152,-2.0972610417748188,14.550620878709672,32.15111074273407,-27.422147144233715,"3.46","1.7",5,"53.1",-30,"90.9",1988,"6.3",777139,592663,547180,681082,664761,607208,596146,669016,592206,"54.19",0.123,0.108,"0",1,0,0,1,7,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",139,"-0.033","-0.26","70.2","6.4",0.138,"0.26","88.0",0,0,"0.533","0.533",29,29,30,29,1,0,6,1,9,1,"2.38","1.14","1.14","35.2",-4.330224497261912,6.704672129276286,28.57434579750037,23.105227872833957,26.603756522090528
"SL","2025-07-11","84","3.89","5.07","Eisert, Brandon",680757,685126,,"foul",,,,,7,"Steven Kwan flies out to center fielder Luis Robert Jr.","R","L","L","CWS","CLE","S",,,1,2,2025,"-0.32","0.16","-0.62","1.37",,,,2,8,"Top",,,,,,,-9.958779642768716,-121.93536317473742,-2.496209000980214,-1.2245649862956824,23.5972655175258,-30.304636067832238,"3.14","1.45",164,"61.8",39,"85.3",2383,"7.3",777146,691019,678246,672820,668942,695657,596103,673357,643565,"53.24",,,,,,,,68,4,"Slider",3,4,4,3,4,3,4,3,"Strategic","Standard",253,"0","0","60.5","7.3",,"0","88.0",-1,1,"0.285","0.715",27,27,27,28,1,4,4,0,2,1,"3.08","-0.32","-0.32","31.8",9.857077142826997,-17.437614038936506,37.881591583271735,35.741565371565684,39.02702346067674
"SL","2025-07-11","87.1","2.41","6.29","Rodón, Carlos",691718,607074,,"ball",,,,,13,"Pete Crow-Armstrong strikes out swinging.","R","L","L","NYY","CHC","B",,,1,2,2025,"-0.43","-0.2","-1.61","1.21",,,,0,2,"Top",,,,,,,-8.702048784908143,-126.4636093845511,-5.55929159887945,-2.8310639538823126,25.993612019470536,-33.36550174721989,"3.03","1.51",,,,"86.4",2586,"6",777153,641555,502671,665862,672724,683011,691176,641355,592450,"54.5",,,,,,,,9,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",299,"0","0.04",,,,"-0.04",,0,0,"0.5","0.5",32,23,33,23,1,0,6,1,10,1,"3.22","-0.43","-0.43","40.9",,,,,
"CH","2025-07-11","85.2","1.32","5.91","Gibson, Cade",657656,806188,,"ball",,,,,13,"Ramón Laureano singles on a line drive to right fielder Jesús Sánchez. Jordan Westburg scores. Gunnar Henderson to 3rd.","R","R","L","BAL","MIA","B",,,1,0,2025,"1.4","0.16","-0.93","1.19",,676059,683002,2,7,"Bot",,,,,,,-8.047939019911883,-123.78238503764557,-5.07155657575399,16.023083847156382,24.829005714775956,-29.66716100705693,"3.54","1.57",,,,"84.6",2038,"6",777157,682663,676572,669364,681393,672640,669065,691594,660821,"54.49",,,,,,,,57,2,"Changeup",4,0,4,0,0,4,4,0,"Standard","Standard",119,"0","0.044",,,,"-0.044",,4,4,"0.973","0.973",27,30,27,31,1,3,3,1,9,1,"2.99","1.4","-1.4","37.5",,,,,
"CH","2025-07-11","82.2","4.46","3.95","Milner, Hoby",514888,571948,"single","hit_into_play",,,,,9,"Jose Altuve singles on a ground ball to left fielder Wyatt Langford.","R","R","L","HOU","TEX","X",7,"ground_ball",3,2,2025,"1.47","-0.43","0.38","1.6",,,,0,8,"Bot",84.08,128.77,,,,,-12.127776284966485,-118.98262421704665,2.17692276448169,16.340541537117144,24.339267499614756,-36.956071904755504,"2.87","1.31",14,"96.9",-6,"82.3",1576,"6.8",777154,543309,677649,543760,669701,608369,694671,694497,666969,"53.74",0.254,0.254,"0.9",1,1,0,2,69,8,"Changeup",3,7,3,7,7,3,3,7,"Standard","Standard",91,"0.027","0.369","73.4","7.9",0.294,"-0.369","96.9",-4,-4,"0.039","0.039",34,35,34,35,1,3,4,2,1,1,"3.85","1.47","-1.47","-10.9",14.183040372846389,2.2631052264585994,33.21937961376172,45.54828284176194,24.350638362862796
"FF","2025-07-11","94.2","1.42","6.17","Parker, Mitchell",592885,680730,"field_out","hit_into_play",,,,,3,"Christian Yelich grounds out, third baseman Brady House to first baseman Nathaniel Lowe.","R","L","L","MIL","WSH","X",5,"ground_ball",0,1,2025,"0.56","1.28","0.57","3.18",,,686217,2,1,"Bot",98.61,163.84,,,,,-3.476456500201423,-137.0751372561281,-4.9605986739372385,7.771463481660335,30.29928798423718,-15.110467413661596,"3.35","1.73",17,"82",-9,"95.2",2254,"6.9",777149,656180,663993,671277,691781,682928,695578,669743,695734,"53.64",0.077,0.094,"0",1,0,0,2,9,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",164,"-0.022","-0.224","62.1","5.8",0.079,"0.224","88.0",0,0,"0.522","0.522",25,33,26,34,1,0,6,2,8,1,"1.29","0.56","0.56","62.2",-4.801288536623931,34.187792396314876,36.8597098717457,30.720492547410416,13.896705861205852
"FF","2025-07-11","94","1.21","6.1","Sabrowski, Erik",643565,681870,,"ball",,,,,12,"Mike Tauchman walks.","R","L","L","CWS","CLE","B",,,2,2,2025,"0.75","1.74","0.25","3.99",,,,0,7,"Bot",,,,,,,-4.2098181140515,-136.8147331972469,-3.6084558545124783,10.355882521149468,32.124432492955336,-9.74921257707381,"3.47","1.67",,,,"94.6",2669,"6.8",777146,666310,700932,682177,669717,677587,680757,682657,666134,"53.74",,,,,,,,62,7,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Infield shade","Standard",151,"0","0.107",,,,"-0.107",,-1,-1,"0.354","0.354",27,34,28,35,1,3,3,0,1,1,"0.85","0.75","0.75","51.4",,,,,
"CH","2025-07-11","90","1.82","5.9","Skubal, Tarik",593871,669373,,"ball",,,,,14,"Jorge Polanco singles on a line drive to left fielder Riley Greene.","R","R","L","DET","SEA","B",,,0,2,2025,"1.2","0.56","0.61","-0.77",,,,2,2,"Top",,,,,,,-5.5328052359345445,-130.57132126115363,-11.78470784932871,14.829888571282675,24.861904387421408,-23.631051884102565,"3.26","1.55",,,,"90.2",1902,"6.4",777161,693307,679529,650402,656716,595879,682985,678009,672761,"54.12",,,,,,,,9,3,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",128,"0","0.023",,,,"-0.023",,0,0,"0.54","0.46",28,31,29,32,1,0,5,1,9,1,"2.25","1.2","-1.2","43.7",,,,,
"SL","2025-07-11","86.8","2.06","6.22","Wicks, Jordan",641355,696136,,"called_strike",,,,,7,"Cody Bellinger lines out to right fielder Kyle Tucker.","R","L","L","NYY","CHC","S",,,1,0,2025,"-0.08","-0.04","-0.42","1.8",,,,0,7,"Bot",,,,,,,-5.779993501398855,-126.3256108708771,-4.300433796613201,0.3013842836505903,26.02284664401745,-31.876349765104024,"3.86","1.87",,,,"86.8",2554,"6.3",777153,608348,683737,663538,542932,621020,673548,691718,663656,"54.19",,,,,,,,54,2,"Slider",6,0,6,0,0,6,6,0,"Infield shade","Standard",254,"0","-0.049",,,,"0.049",,6,6,"0.994","0.994",25,29,26,30,1,3,5,1,,1,"3.06","-0.08","-0.08","65.4",,,,,
"FF","2025-07-11","89","2.5","5.46","Allen, Logan",700337,671106,,"called_strike",,,,,6,"Edgar Quero grounds out, second baseman Daniel Schneemann to first baseman Carlos Santana.","R","R","L","CWS","CLE","S",,,0,0,2025,"0.72","1.26","0.66","2.66",,,,0,2,"Bot",,,,,,,-6.010026922911214,-129.60458162537427,-3.5275814898843083,9.289875116511059,24.85002044320318,-17.435533708742923,"3.29","1.52",,,,"89.1",2194,"6.1",777164,595978,467793,682177,608070,677587,680757,682657,666134,"54.4",,,,,,,,12,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",152,"0","-0.037",,,,"0.037",,-2,-2,"0.331","0.331",26,22,27,22,1,0,6,2,8,0,"1.6","0.72","-0.72","38.4",,,,,
"KC","2025-07-11","86.5","1.86","6.36","Little, Brendon",701762,663893,"strikeout","swinging_strike",,,,,13,"Nick Kurtz strikes out swinging.","R","L","L","ATH","TOR","S",2,,3,2,2025,"-0.15","-0.57","-0.1","1.49",,,,0,8,"Bot",,,,,,,-4.312489924048223,-125.88434982014655,-4.178895540503251,-0.7391724473775222,26.359557848601412,-37.54140719582402,"3.71","1.67",,,,"85.5",1465,"5.7",777152,672386,665489,676391,695238,666182,664770,664702,680718,"54.82",,0,"0",1,0,0,,72,6,"Knuckle Curve",3,7,3,7,7,3,3,7,"Strategic","Standard",346,"-0.014","-0.333","73.1","8.4",,"0.333",,-4,-4,"0.039","0.039",28,22,29,22,1,3,2,1,2,1,"3.62","-0.15","-0.15","49.2",21.574465485298255,-11.894412082890192,39.90148263002862,39.5636218035668,34.53713458991976
"CH","2025-07-11","85.7","2.8","5.2","Hall, DL",669743,669084,,"foul",,,,,14,"Alex Call strikes out swinging.","R","R","L","MIL","WSH","S",,,1,2,2025,"1.1","0.39","1.13","1.09",,682928,695578,2,1,"Top",,,,,,,-6.268556790024499,-124.55572290431249,-4.24359074539254,12.729157675357827,26.690000324766014,-27.38303630452565,"3.49","1.74",50,"30.8",31,"86.8",2119,"7.2",777149,661388,683734,668930,702332,687401,686555,694192,686217,"53.29",,,,,,,,5,4,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",109,"0","0","52.7","7.7",,"0","88.0",0,0,"0.505","0.495",26,30,27,31,1,0,6,2,9,1,"2.73","1.1","-1.1","42.3",18.933990022580886,1.279111011627825,35.84972897076537,48.70519090107531,30.804229844363874
"SI","2025-07-11","90.8","3.11","4.98","Bernardino, Brennan",666018,657514,,"called_strike",,,,,8,"Jonathan Aranda singles on a ground ball to left fielder Jarren Duran, deflected by shortstop Trevor Story.","R","L","L","BOS","TB","S",,,0,0,2025,"1.41","-0.25","0.01","1.63",,,,1,4,"Top",,,,,,,-10.59848981362012,-131.69446368926046,-1.833092850944555,18.7411554315576,30.757666419310123,-34.85097464085777,"3.3","1.58",,,,"89",2049,"5.6",777155,665966,647351,691785,608324,596115,680776,678882,677800,"54.91",,,,,,,,33,1,"Sinker",1,4,4,1,4,1,4,1,"Infield shade","Standard",117,"0","-0.037",,,,"0.037",,-3,3,"0.188","0.812",33,27,33,27,1,2,4,1,7,2,"3.06","1.41","1.41","16.4",,,,,
"SL","2025-07-11","90.4","1.02","6.32","Wilson, Justin",676609,458677,"truncated_pa","called_strike",,,,,8,"Josh Lowe caught stealing 3rd base, catcher Carlos Narváez to third baseman Alex Bregman.","R","R","L","BOS","TB","S",2,,0,0,2025,"-0.1","0.31","-0.04","1.94",,666139,670764,2,7,"Top",,,,,,,-2.4134499723336416,-131.61035893989276,-5.689730434903539,-0.7156952329303814,25.53838806884851,-27.632577117766008,"3.07","1.5",,,,"90.7",2098,"6.3",777155,665966,647351,691785,608324,596115,680776,678882,677800,"54.24",,,"0",0,0,0,,60,1,"Slider",3,4,4,3,4,3,4,3,"Infield shade","Standard",166,"0.047","-0.28",,,,"0.28",,-1,1,"0.307","0.693",37,28,38,29,1,3,5,3,2,1,"2.46","-0.1","0.1","55.0",,,,,
"SI","2025-07-11","96.5","1.63","5.74","Banda, Anthony",642086,607455,,"called_strike",,,,,2,"Dominic Smith pops out to third baseman Tommy Edman.","R","L","L","SF","LAD","S",,,0,0,2025,"1.34","0.86","-0.2","2.85",,808982,669477,2,5,"Bot",,,,,,,-7.888953681934787,-140.2880056532811,-4.083932723304301,19.433967566633328,30.047427918011525,-20.114401769419096,"3.36","1.6",,,,"96.4",2154,"6.1",777143,669257,518692,808975,669242,605141,624424,681624,606192,"54.35",,,,,,,,45,1,"Sinker",8,2,8,2,2,8,8,2,"Standard","Standard",136,"0","-0.048",,,,"0.048",,6,6,"0.98","0.98",31,30,32,30,1,2,4,2,7,1,"1.59","1.34","1.34","34.4",,,,,
"SL","2025-07-11","87.9","0.25","6.12","Thielbar, Caleb",700250,573204,"field_out","hit_into_play",,,,,12,"Ben Rice flies out to first baseman Michael Busch.","R","L","L","NYY","CHC","X",3,"fly_ball",1,1,2025,"-0.23","0.4","0.84","3.34",,,,1,5,"Bot",167,158.6,,,,,1.9161238858037886,-128.0453542512144,-1.4588435431399427,-2.9695464791606403,26.67317338968201,-27.72186216667562,"3.78","1.76",146,"68.2",60,"87.7",2396,"6.1",777153,608348,683737,663538,542932,621020,673548,691718,663656,"54.38",0.009,0.008,"0",1,0,0,3,40,3,"Slider",5,0,5,0,0,5,5,0,"Infield shade","Standard",216,"-0.002","-0.243","71.0","7.0",0.009,"0.243","88.0",5,5,"0.962","0.962",38,26,38,26,1,2,3,1,7,2,"2.55","-0.23","-0.23","55.4",9.36225186663163,-13.174158035778731,31.372627815328382,27.789370830545167,28.65350409830682
"SL","2025-07-11","85.6","2.87","5.19","Zerpa, Angel",668901,672582,"field_out","hit_into_play",,,,,7,"Mark Vientos grounds out sharply, third baseman Maikel Garcia to first baseman Vinnie Pasquantino.","R","R","L","KC","NYM","X",5,"ground_ball",2,1,2025,"-0.58","-0.63","-0.33","1.69",,,,2,6,"Top",98.12,161.79,,,,,-6.323634987919805,-124.59527403502062,-0.7485319685107498,-4.853253337950148,23.780579178353126,-38.78798296097686,"3.6","1.65",30,"103",-2,"84.9",2694,"5.7",777151,521692,686469,679845,672580,677951,670231,664728,695506,"54.77",0.397,0.363,"0",1,0,0,4,44,4,"Slider",0,1,1,0,1,0,1,0,"Strategic","Standard",305,"0.012","-0.303","72.0","8.2",0.432,"0.303","103.0",-1,1,"0.375","0.625",25,25,26,26,1,2,3,1,1,1,"3.72","-0.58","0.58","27.9",12.55676067698807,-10.699165705421585,35.21259856858379,35.709622063539875,31.220609882074072
"SL","2025-07-11","87.5","1","6.52","Liberatore, Matthew",595777,669461,"field_out","hit_into_play",,,,,8,"Jurickson Profar lines out to center fielder Victor Scott II.","R","R","L","STL","ATL","X",8,"line_drive",3,2,2025,"-0.25","0.31","-0.26","1.77",,,,1,1,"Top",140.93,71.29,,,,,-2.5159720470050964,-127.41670622324304,-6.03417312720085,-2.3177979166510267,22.84582824973582,-27.89384092684188,"3.38","1.62",320,"86.6",25,"88.1",2730,"6.3",777147,686780,575929,680977,571448,691026,663457,687363,676475,"54.17",0.08,0.072,"0",1,0,0,3,5,6,"Slider",0,3,3,0,3,0,3,0,"Standard","Standard",247,"0.009","-0.332","76.5","7.8",0.124,"0.332","88.0",-3,3,"0.24","0.76",25,32,26,32,1,0,6,1,15,1,"2.63","-0.25","0.25","45.1",8.408667356461185,-2.300857948026337,38.58573094186379,34.342390615075594,29.546326178001195
"FF","2025-07-11","97.8","1.61","6","Skubal, Tarik",593871,669373,,"foul",,,,,1,"Jorge Polanco singles on a line drive to left fielder Riley Greene.","R","R","L","DET","SEA","S",,,0,1,2025,"0.24","1.02","-0.59","2.76",,,,2,2,"Top",,,,,,,-6.495841340121243,-142.33538801160398,-5.641505488843705,4.623515570593609,29.868162929994185,-17.250792776738688,"3.29","1.57",3,,-40,"98.5",2244,"6.5",777161,693307,679529,650402,656716,595879,682985,678009,672761,"54.04",,,,,,,,9,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",153,"0","-0.058","66.1","6.5",,"0.058",,0,0,"0.54","0.46",28,31,29,32,1,0,5,1,9,1,"1.35","0.24","-0.24","50.0",7.684946685828702,-12.127117392570645,28.465174120640143,26.554462306163487,26.60187679091337
"SI","2025-07-11","91.7","2.41","5.75","Suárez, Ranger",657757,624133,,"called_strike",,,,,9,"Gavin Sheets grounds out, first baseman Bryce Harper to pitcher Ranger Suárez.","R","L","L","SD","PHI","S",,,0,0,2025,"1.25","0.5","0.79","2.13",,665487,,2,1,"Bot",,,,,,,-6.83711847922184,-133.19959539179808,-4.305093808896189,16.453350453160283,32.19088194028012,-25.405571418580646,"3.64","1.72",,,,"91.3",1917,"6.4",777139,592663,547180,681082,664761,607208,596146,669016,592206,"54.06",,,,,,,,7,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",140,"0","-0.04",,,,"0.04",,0,0,"0.533","0.533",29,29,30,29,1,0,6,1,9,1,"2.24","1.25","1.25","38.1",,,,,
