"pitcher","pitcher_name","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
678226,"Hernández, Daysbel","R",577,144,"40.5",-2.059273800982034,5.91313691507799,-0.29647927568065197,4.407404106309295
678316,"Cruz, Omar","L",81,135,"49.0",1.3651895316539153,5.929382716049383,-0.1729109735701239,4.156594548975595
678368,"Bellozo, Valente","R",898,146,"47.5",-1.3912509050370967,6.066124721603564,0.07955842752164644,4.462600467666314
678394,"Bello, Brayan","R",1780,111,"31.6",-2.180511056124893,5.266915730337079,-0.20846430681567826,4.052048447245088
678495,"Rodríguez, Randy","R",684,137,"39.6",-1.7549481336503494,5.5300292397660815,-0.13567428294816067,4.189794712605935
678606,"Ferrer, Jose A.","L",806,120,"31.6",2.3446444223925518,5.794305210918114,0.40664044277986405,4.603278569043227
678692,"Henriquez, Ronny","R",834,146,"41.8",-1.4216673926900383,5.243932853717026,0.03799701479458144,3.9406142301132356
678821,"Peralta, Luis","L",192,115,"30.3",2.145111537870342,5.238333333333333,0.1567602890114379,4.074504356524807
679358,"Orze, Eric","R",616,139,"45.3",-1.2081167637469987,5.86237012987013,0.4314137823517837,4.20125695216103
679775,"Backhus, Kyle","L",214,109,"7.8",3.0058448546385863,4.2308878504672895,0.7142172851383544,3.919292355106869
679885,"Martinez, Justin","R",268,109,"37.9",-2.0450667665198345,6.126455223880597,-0.1979021011253891,4.689927634887062
679922,"Duran, Carlos","R",27,133,"22.5",-2.580469423102198,5.812592592592592,-0.23887181620122797,4.8430849970291145
680573,"Woods Richardson, Simeon","R",1376,142,"46.7",-1.3386443747539727,6.42640988372093,0.24989209882684574,4.743642410575489
680604,"Castaño, Blas","R",50,136,"26.6",-1.8710388465444463,4.759,0.002671336898395715,3.8165371069518716
680684,"Hoglund, Gunnar","R",547,133,"48.9",-1.338356683215872,6.181937842778793,0.11843146868187195,4.50872909745916
680689,"Richardson, Lyon","R",601,113,"31.4",-2.0834750695642987,5.521647254575707,-0.17109634165873278,4.353829760856089
680704,"Sandlin, Nick","R",289,141,"11.8",-2.512037547150152,4.282560553633218,-0.49055278358591,3.857907136909498
680729,"McDaniels, Garrett","L",191,108,"48.0",1.3396850105814389,6.1672774869109945,-0.22230836856398914,4.429949618295677
680730,"Parker, Mitchell","L",1832,120,"60.5",1.0030540701599604,6.253990174672489,-0.17725213495084416,4.1595085691878975
680732,"Burke, Sean","R",1819,145,"42.4",-1.525579613712418,6.255112699285322,0.1388303273820898,4.735915366418445
680735,"Cox, Austin","L",139,144,"52.5",1.153813158449601,6.28410071942446,-0.24421932892188922,4.464423066466613
680736,"Wrobleski, Justin","L",670,119,"36.6",1.7680359613447136,5.468507462686567,0.05055944422273659,4.190123368983957
680742,"Bowlan, Jonathan","R",439,118,"41.3",-1.9264211155078335,6.121480637813212,-0.16326983055802566,4.573366416340817
680755,"Fisher, Braydon","R",509,141,"48.5",-1.0559540237735725,6.4337721021611,0.5137737719270599,4.661247073882241
680767,"Vodnik, Victor","R",599,115,"39.1",-1.641389609610742,5.256911519198664,0.12970535622353357,3.8138501565294507
680880,"Holman, Grant","R",374,133,"39.7",-2.026820187776964,6.003342245989304,-0.11324855753190921,4.413944642874164
680885,"Schwellenbach, Spencer","R",1573,144,"35.8",-2.11176229527981,5.394787031150668,-0.4166659443052491,4.171142626689467
680951,"Nikhazy, Doug","L",108,114,"44.8",1.5813225405589264,5.4682407407407405,0.04338055390506369,3.943808445566779
681006,"Simpson, Josh","L",249,146,"27.1",2.2238746366485307,5.23718875502008,0.25312993292242053,4.229051044463057
681146,"Bride, Jonah","R",26,142,"23.1",-2.2436305000941505,5.893461538461539,-0.21479085424379543,5.025967509941039
681190,"Vásquez, Randy","R",1681,135,"36.5",-1.9211254947027685,5.987388459250446,-0.04478418075142014,4.5981770799997035
681293,"Arrighetti, Spencer","R",157,117,"21.4",-2.3019249040938057,4.95968152866242,-0.2109243985376432,4.142295562405622
681343,"Smith, Shane","R",1421,145,"33.0",-2.1101982515156994,5.821935256861365,-0.145785460516495,4.5471968813857835
681347,"Burrows, Mike","R",952,134,"49.2",-1.2935566604900715,6.199863445378151,0.2333341520431702,4.425275361842598
681432,"Little, Luke","L",34,112,"23.2",2.601366025414511,5.412058823529412,0.25981480811575963,4.406388408304498
681517,"Leahy, Kyle","R",868,138,"45.2",-1.5352561277293675,5.788387096774193,0.1006997298479509,4.139250020330713
681676,"Fernandez, Ryan","R",158,138,"55.9",-0.9608036225884297,5.8188607594936705,0.33419553690290843,3.9053663936460663
681751,"Estrada, Lazaro","R",119,141,"48.6",-1.358801868682029,5.580672268907563,0.1924404424871553,3.820094456178193
681799,"Roberts, Ethan","R",144,112,"31.3",-1.8020787002643848,5.1159027777777775,-0.07432585474846504,4.067767380917013
681810,"Warren, Austin","R",88,121,"28.0",-2.395020755136973,4.973977272727272,-0.3657891042780749,3.891466458029493
681857,"Olson, Reese","R",1159,116,"36.5",-1.9743606130641076,5.982424503882657,-0.05271097833124936,4.557587025587551
681867,"Criswell, Cooper","R",192,111,"9.2",-2.842982616002978,4.763333333333334,-0.43239548379010695,4.370622279318924
681869,"Dubin, Shawn","R",303,117,"36.5",-1.9327335160952153,5.826930693069307,-0.08741680344505039,4.461920147014702
681870,"Sabrowski, Erik","L",172,114,"48.7",1.3219379323354392,6.061337209302326,-0.27059288023877626,4.246071773825809
681882,"Selby, Colin","R",172,110,"48.9",-1.3048110831136386,5.713662790697675,0.2824799076607387,3.8964219396426647
681892,"Funderburk, Kody","L",314,142,"33.0",2.2437261827667374,5.768917197452229,0.18680632202504627,4.430622540788174
681895,"Sisk, Evan","L",120,118,"12.4",2.5489023037638905,4.651916666666667,0.4755945179738562,4.19981572563874
681911,"Vesia, Alex","L",747,119,"64.3",0.5871544473505875,6.017349397590362,-0.4170710036819888,3.9319518217850606
681916,"Smith, Dylan","R",165,116,"48.6",-1.4789562184096032,5.981575757575758,0.00601109058499433,4.297756191325015
681962,"Capra, Vinny","R",1,145,"51.8",-1.2263982022817435,6.74,-0.04168333333333335,5.230499999999999
681982,"Anderson, Grant","R",874,158,"3.1",-3.0801854316297788,4.325778032036613,-0.9521829223721942,4.2135369722259615
681987,"Eaton, Nate","R",8,111,"46.7",-1.588672573102362,6.0125,-0.17784308155080214,4.51608444741533
682052,"Lopez, Jacob","L",1202,133,"20.2",2.8424454472687377,5.198327787021631,0.5778242029772127,4.3674169558460205
682120,"Herrin, Tim","L",539,114,"30.0",2.4807381078596697,5.748497217068645,0.41995160212845467,4.557786705260617
682144,"Sandridge, Jayvien","L",31,147,"40.3",2.0169022917542407,6.226451612903226,0.06553590937841414,4.57293715715025
682171,"Murfee, Penn","R",232,145,"-2.8",-3.2295084986189866,4.082025862068965,-0.9691463077785973,4.192404644569426
682243,"Miller, Bryce","R",871,136,"45.4",-1.4608698779137415,5.765361653272101,0.19240405428636334,4.086668639116225
682254,"Montgomery, Mason","L",608,139,"53.7",1.214078182586931,5.823289473684211,-0.09273401043132563,4.043116257974481
682274,"Hiraldo, Yaramil","R",62,110,"61.0",-1.0650511528679192,6.355322580645161,0.11369921942383993,4.227177120349606
682515,"Porter, Logan","R",15,137,"57.8",-1.4376883630447792,6.967333333333333,-0.2456662210338681,5.074808342245989
682610,"Muñoz, Roddery","R",132,138,"39.1",-1.7529085979469492,5.691363636363636,0.13990790323016258,4.1529199947334305
682790,"González, Wikelman","R",100,145,"28.1",-1.9921042163064249,5.1405,-0.09320820409982175,4.124717311942959
682825,"Mey, Luis","R",291,113,"35.1",-2.0813049520751594,5.856082474226804,-0.1346413002064306,4.486075676718673
682842,"Uribe, Abner","R",798,158,"38.4",-2.0918552399721406,5.863345864661654,-0.021843822457212538,4.220460675306805
682847,"Ortiz, Luis L.","R",1500,114,"21.9",-2.243207705012551,5.055746666666667,-0.14272032525252526,4.2127036178847295
682989,"Mederos, Victor","R",79,108,"27.2",-2.328839256644248,5.411012658227848,-0.34645445294343286,4.392312408899118
682990,"Priester, Quinn","R",1679,158,"47.2",-1.4561954960385146,6.080244192972007,0.17398159655978912,4.317983891183849
683004,"Leiter, Jack","R",1576,140,"45.9",-1.5913068186529007,5.6330710659898475,-0.10826733545517885,4.102336618122099
683021,"Stefanic, Michael","R",7,141,"54.4",-1.4019597226589404,6.602857142857143,-0.07156222307104658,4.741832263814617
683155,"Estes, Joey","R",146,133,"39.0",-1.7849228770408476,5.810821917808219,-0.04785444106658853,4.406015412790272
683175,"Phillips, Connor","R",78,113,"47.2",-1.3856399386111806,5.978717948717948,0.032068802276155224,4.451535010740893
683232,"Mears, Nick","R",617,158,"56.0",-0.8720089447481886,6.274846029173419,0.405922090819531,4.3831973620271745
683409,"Chivilli, Angel","R",636,115,"34.4",-2.157595527041432,5.774952830188679,-0.1513841541104721,4.39881164979428
683618,"Henriquez, Edgardo","R",22,119,"41.6",-1.7189619740361894,5.927727272727273,0.028007729703451625,4.3749476057365095
683627,"Molina, Anthony","R",140,115,"47.9",-1.3463913414416584,6.112071428571428,0.15171995607333844,4.4564265578049405
683766,"Koss, Christian","R",7,137,"31.9",-2.288717843208564,5.927142857142857,-0.430241265597148,4.770479118920296
683769,"Gaddis, Hunter","R",707,114,"37.0",-1.957856791164854,6.228274398868458,-0.058087976738850355,4.7948047743850015
684007,"Imanaga, Shota","L",1294,112,"36.2",2.0121987459924684,5.382480680061824,0.22920764986899636,4.077662220325815
684320,"Rodríguez, Yariel","R",815,141,"36.3",-2.077294662925414,5.696466257668711,-0.22714549916341328,4.339613308290411
684974,"Yoho, Craig","R",166,158,"18.7",-2.2413881487287437,4.990783132530121,0.049261219208384326,4.212477728561304
685107,"Veneziano, Anthony","L",410,146,"34.2",2.18338847222899,6.156585365853658,0.18898169383939828,4.80198564649363
685126,"Eisert, Brandon","L",781,145,"32.9",2.3957907470230304,5.105160051216389,0.6345149481559589,3.9665254049495484
685299,"Gordon, Tanner","R",410,115,"43.1",-1.799723663120059,6.134878048780488,-0.02508455371505589,4.473456721881657
685314,"Saalfrank, Andrew","L",119,109,"49.3",1.4268376474184772,6.22655462184874,-0.11863258137479593,4.432986517922677
685801,"Bigge, Hunter","R",227,139,"53.7",-1.212679111277698,5.733127753303965,0.04963153195599425,4.010845314769881
686218,"Sheehan, Emmet","R",415,119,"35.5",-2.0421298438188966,5.567951807228916,-0.13004806369864483,4.2031939518501815
686228,"Burgos, Juan","R",97,136,"33.8",-1.8824219628598642,5.121855670103093,-0.06017487457963504,3.8998116994689163
686249,"Wiles, Nathan","R",24,144,"43.7",-1.7550432199533588,6.431666666666667,-0.004592966428995847,4.758301905080214
686563,"Cannon, Jonathan","R",1590,145,"26.5",-2.584908253640173,5.858943396226415,-0.44946502595320575,4.7939470916714315
686580,"Slaten, Justin","R",333,111,"51.0",-1.655428519080816,5.92042042042042,-0.1499117328558505,4.058904564725153
686613,"Brown, Hunter","R",1995,117,"56.3",-1.0419639106344363,6.159187969924812,0.18026100076394194,4.319028901799954
686642,"Ellard, Fraser","L",123,145,"29.7",2.141424680891129,5.813577235772358,0.17490631494282857,4.689269754938191
686654,"Adcock, Ty","R",82,121,"47.0",-1.5657546275579746,6.040731707317073,-0.020106114951523847,4.380077689013521
686701,"Bergert, Ryan","R",615,135,"49.8",-1.2428963826647734,5.922617886178862,0.1310983193484341,4.2987175473530135
686730,"Spiers, Carson","R",245,113,"27.8",-2.026315197864198,5.3342857142857145,-0.06924299938157082,4.3033332012805126
686747,"La Sorsa, Joe","L",68,113,"24.9",2.501065434685317,5.425294117647058,0.36716820672119116,4.432519311628394
686751,"Johnson, Seth","R",182,143,"48.6",-1.400615633828748,5.738846153846154,0.1040753996003996,4.026759154570919
686752,"Pepiot, Ryan","R",1986,139,"41.7",-1.73293616519337,5.932870090634441,-0.06447076410991019,4.443863953602131
686753,"Jameson, Drey","R",53,109,"40.3",-1.6663116187590798,5.649433962264151,0.05251601923788383,4.191788965122927
686799,"Kochanowicz, Jack","R",1604,108,"29.6",-2.4201377568932285,5.928865336658354,-0.19031512017638613,4.6633072659816595
686826,"Jarvis, Bryce","R",248,109,"36.6",-1.7349564832303264,5.6332258064516125,-0.038482457161750326,4.37290283228394
686973,"Varland, Louis","R",702,142,"41.9",-1.885811857220328,5.524017094017094,-0.22501442821884,4.029970652477515
686993,"Sterner, Justin","R",692,133,"35.5",-1.900898967539917,5.428959537572254,-0.1272670047551338,4.163917882625988
687064,"Young, Brandon","R",608,110,"48.9",-1.266545511022758,5.986447368421053,0.3185398369335773,4.1703551870778215
687074,"Owens, Tyler","R",66,116,"45.6",-1.4843327198645697,5.506969696969697,0.01806143385728947,3.974498929130881
687134,"Blalock, Bradley","R",536,115,"61.5",-0.8933358239390881,6.339141791044776,0.2542699023266023,4.224799558357943
687223,"Palmquist, Carson","L",591,115,"21.1",2.3771955615403386,4.9924027072758035,0.3476259392974233,4.208352962440167
687287,"Monteverde, Patrick","L",87,146,"41.5",1.5667669895568612,5.934137931034483,-0.06730554018890733,4.48833246870326
687330,"Kelly, Kevin","R",415,139,"3.3",-2.7959063111995857,3.7852289156626506,-0.6769836909133862,3.6626493836307796
687362,"Gillispie, Connor","R",418,146,"42.4",-2.0043729979464864,5.586315789473685,-0.30238332480447594,4.032672187822498
687377,"Ribalta, Orlando","R",142,120,"36.9",-2.102504625053672,6.317042253521127,-0.12558254186437698,4.832260712133765
687396,"Headrick, Brent","L",252,147,"43.8",1.6401367141561722,6.445753968253968,-0.15828945689386867,4.722365269996888
687424,"Maldonado, Anthony","R",129,133,"35.3",-2.1000046483341475,6.236201550387597,-0.19756368541778938,4.88846190772292
687473,"Gusto, Ryan","R",1475,117,"44.4",-1.347766757473399,5.809159322033898,0.41109931647481796,4.087302974893501
687606,"Schultz, Paxton","R",434,141,"35.6",-1.8307792099512292,5.811036866359447,-0.01512022454142948,4.509036573925758
687765,"Spence, Mitch","R",1187,133,"43.7",-1.862391795345339,6.099241786015164,-0.1631957748604535,4.479255555580584
687830,"Gipson-Long, Sawyer","R",321,116,"28.7",-2.5475010036557415,5.323644859813084,-0.46502951588451863,4.182926274010029
687847,"Church, Marc","R",99,140,"61.6",-0.6757978222274893,6.514646464646464,0.398947475647743,4.530891434847584
687849,"Kent, Zak","R",143,114,"51.5",-1.1881320939485893,6.219020979020979,0.2306188593046882,4.431411585206238
687863,"Hodge, Porter","R",433,112,"39.3",-1.861290937014559,5.600115473441108,-0.1701676217411172,4.217583712893093
687888,"Walter, Brandon","L",814,117,"26.9",2.4067423336159193,5.503587223587224,0.320758892180951,4.444144408129569
687911,"King, Bryan","L",715,117,"33.0",1.9870343272011517,5.480265734265735,0.12324056542388094,4.2677436241476885
687922,"Lucas, Easton","L",438,141,"48.2",1.4450659125160676,6.183036529680365,-0.11507827611326805,4.441035431673708
687931,"Whisenhunt, Carson","L",85,137,"49.6",1.3204913063028565,6.365647058823529,-0.12418882667505504,4.668578363216945
688138,"Evans, Logan","R",1048,136,"33.4",-2.1733445926209183,5.933148854961832,-0.03935275450395286,4.524767854992448
688158,"Morgan, David","R",411,135,"35.2",-2.0097435492554823,5.421265206812652,-0.16420827619258277,4.119432094886174
688297,"Roycroft, Chris","R",243,138,"16.6",-2.7264963312095793,4.891152263374486,-0.3098514513324971,4.170797834921474
688642,"Agnos, Zach","R",502,115,"40.1",-1.9327560781451458,5.893685258964143,-0.2290934944713126,4.462395417083893
689017,"Knack, Landon","R",718,119,"54.4",-1.0818005290277437,5.782632311977716,0.22450693958261958,3.956631681388686
689147,"Kerkering, Orion","R",699,143,"31.1",-2.1747969731443075,5.708168812589413,-0.20660905329487758,4.526683425392527
689225,"Brieske, Beau","R",405,116,"49.1",-1.243303103758733,6.085506172839506,0.29557971765586144,4.308420730837789
689254,"Fluharty, Mason","L",637,141,"32.7",1.9962220002223905,5.660470957613815,0.19653181552341217,4.508135639010849
689266,"Dodd, Dylan","L",245,144,"37.6",2.010010631563748,5.839632653061225,0.058734605114773186,4.339288437193059
689690,"Jacob, Alek","R",469,135,"-0.7",-2.4945247291580652,3.860511727078891,-0.31625662995184506,3.887589235069876
689958,"Walters, Andrew","R",29,114,"38.5",-1.7530291229684987,5.8293103448275865,0.023329500891265616,4.416079964964042
690382,"Darrell-Hicks, Michael","R",158,9999,"32.1",-2.231306598132148,5.844683544303797,-0.29774322074054016,4.633075116202983
690544,"Horn, Bailey","L",54,116,"44.4",1.4147567922433089,5.881296296296297,-0.15489052617680069,4.343261873638344
690829,"Joyce, Ben","R",70,108,"31.2",-2.005192857977125,5.2907142857142855,0.03297593710211357,4.055259237331296
690916,"Fitts, Richard","R",667,111,"52.4",-1.2150319116441868,6.015487256371814,0.2277759725752097,4.138412489209941
690925,"Beeter, Clayton","R",85,147,"50.9",-1.3404042638450575,6.024117647058824,0.08486951766802978,4.273150514836951
690928,"Dobbins, Hunter","R",928,111,"49.1",-1.5110961950068782,6.058717672413793,-0.007606232040229888,4.317460893801094
690953,"Abel, Mick","R",454,143,"28.6",-2.1940249594576295,5.702731277533039,-0.1408513343463136,4.58178168017307
690986,"Harrison, Kyle","L",388,137,"27.1",2.377889774038516,4.796572164948453,0.32809357783413273,3.747682440919198
690990,"Horton, Cade","R",1093,112,"48.7",-1.5742275722116155,6.025233302836231,-0.06944896236461816,4.308675201125947
691094,"Wynne, Randy","R",47,113,"32.7",-1.910723195693983,5.506808510638298,-0.026916509272954827,4.299877437706224
691172,"Zulueta, Yosver","R",38,113,"26.0",-2.3056750484921182,5.6802631578947365,-0.17843562951496386,4.641987076648841
691251,"Lara, Andry","R",160,120,"37.7",-1.9907839531738598,6.2768125,-0.13399987689393938,4.841108959447415
691441,"Mena, Cristian","R",100,109,"46.9",-1.418435769745143,6.228,0.09934897682709447,4.605175615864527
691587,"Pérez, Eury","R",762,146,"30.0",-2.3733994672508527,5.8930446194225725,-0.09143604268717746,4.574369867620157
691594,"Sanoja, Javier","R",1,146,"34.5",-2.0892164654972265,5.65,-0.44198333333333334,4.522266666666666
691799,"Taylor, Grant","R",329,145,"56.2",-0.8373828483235508,5.815410334346504,0.4221204086276677,3.9352562610730946
691951,"Aldegheri, Sam","L",113,108,"42.8",1.4943067939105308,6.011061946902655,-0.04727109065669711,4.582700630984494
692024,"Carrillo, Alex","R",84,121,"18.3",-2.747301880756522,5.206785714285714,-0.4940233341821577,4.460789983872337
692230,"Rodriguez, Carlos","R",74,158,"36.4",-1.844551246705246,5.7489189189189185,-0.09656461434696728,4.462486139615551
692285,"Guerrero, Luis","R",288,111,"36.1",-1.9912946204789046,5.884166666666666,-0.08603070440928896,4.496192533484353
693312,"Nicolas, Kyle","R",245,134,"47.6",-1.30335861492312,6.134816326530612,0.259925706282513,4.42453771617738
693313,"Seymour, Carson","R",154,137,"42.1",-1.769553300650736,5.917012987012987,0.05687105875408014,4.264568795865454
693433,"Woo, Bryan","R",1902,136,"25.6",-2.3052336727567773,5.037492113564669,-0.2631295574974087,4.05840196101861
693645,"Schlittler, Cam","R",251,147,"41.6",-1.9167480261279026,6.368525896414343,-0.22158403924409315,4.8640823188529305
693821,"Elder, Bryce","R",1497,144,"50.7",-1.3267307505990895,6.451696726786907,0.14977573786908338,4.644011195593802
693855,"Seymour, Ian","L",173,139,"42.4",1.83587485487812,5.748728323699422,0.15317320793793082,4.208507842622073
694037,"Palencia, Daniel","R",586,112,"34.5",-1.8139252778725259,5.540580204778157,-0.002789236523029932,4.29423126973408
694297,"Pfaadt, Brandon","R",1938,109,"27.6",-2.430410397344552,5.575459236326109,-0.3909856109354334,4.507013016064856
694335,"Svanson, Matt","R",466,138,"31.4",-2.24427891724318,5.698154506437768,-0.25062160018513846,4.478894996863358
694350,"Brzykcy, Zach","R",417,120,"51.5",-1.1700476068119867,5.881798561151079,0.23474088814509889,4.118412777371685
694361,"Klein, Will","R",239,119,"54.2",-1.2579405683137368,5.907280334728034,0.06861676250568695,4.068983317670925
694363,"Shuster, Jared","L",280,145,"31.5",1.9852054711244713,5.364535714285714,0.1300858330150242,4.2250161729691875
694477,"Patrick, Chad","R",1587,158,"34.5",-2.0837520933552947,5.533497164461248,-0.24558397109087088,4.272876305532811
694646,"McDermott, Chayce","R",140,110,"43.8",-1.767534683826813,5.946571428571429,-0.12164795454545455,4.367464386936593
694738,"Roupp, Landen","R",1720,137,"23.3",-2.519362753682639,5.411895348837209,-0.41849650753430334,4.505800347852672
694819,"Misiorowski, Jacob","R",548,158,"29.5",-2.248230127766302,5.222463503649635,-0.16137676659250297,4.041484232080357
694851,"Hoffmann, Andrew","R",103,118,"49.0",-1.311805171211884,5.803495145631068,0.26350703667168546,3.9889164062094387
694918,"Tidwell, Blade","R",309,121,"43.9",-1.987751264819205,6.220323624595469,-0.2494031797126029,4.550108106190402
694973,"Skenes, Paul","R",2086,134,"23.1",-2.8125184661176807,5.579980824544583,-0.613791151134035,4.640713947110266
695243,"Miller, Mason","R",608,133,"34.4",-2.1081823194207674,6.127220394736842,-0.12569404229993433,4.767024747425884
695418,"Lord, Brad","R",1170,120,"19.9",-2.7285356850427447,5.319367521367521,-0.3989018696009872,4.478112544144309
695445,"Lee, Chase","R",600,116,"-4.1",-3.064899656406159,3.75045,-0.9665336675579322,3.901966451426025
695505,"Burns, Chase","R",488,113,"51.6",-0.95972645214558,6.458237704918033,0.48371639873907835,4.639743266378832
695534,"Petty, Chase","R",169,113,"31.3",-1.9476016499156645,5.42207100591716,0.03592913858388972,4.2148720590872175
695549,"Jobe, Jackson","R",877,116,"43.2",-1.3448950213080895,5.814697833523375,0.25452839407557365,4.315026678821212
696131,"Black, Mason","R",74,137,"29.1",-2.071383063378817,5.469594594594595,-0.01503191694368165,4.324645735173676
696136,"Wicks, Jordan","L",145,112,"54.1",1.3920605242366626,6.077241379310345,-0.003081507160858062,4.14230381707542
696147,"Bachman, Sam","R",235,108,"36.0",-2.0812720136821623,5.450297872340426,-0.13701672241817422,4.036401183297303
696270,"Johnson, Ryan","R",274,108,"24.7",-2.4318994026068426,5.79529197080292,-0.15974323613984412,4.747686506108748
697812,"Rock, Joe","L",45,139,"24.2",2.2628174187982957,5.772666666666667,-0.037652222222222226,4.738852028124381
699134,"Rodriguez, Bradgley","R",25,135,"43.7",-1.3073522874415535,5.8116,0.29672209269162214,4.271983062388592
700187,"Taylor, Troy","R",136,136,"31.2",-2.1701721243634573,5.590955882352941,-0.26905150401069516,4.439260147976303
700241,"McGreevy, Michael","R",524,138,"34.0",-2.0996218684434984,5.804045801526717,-0.13201747356819202,4.475433972697337
700249,"Povich, Cade","L",1152,110,"41.1",1.747372558712011,5.947760416666667,-0.039000876798004555,4.389848865802634
700270,"Díaz, Yilber","R",60,109,"45.6",-1.3746356709407825,5.755,0.20307768419489008,4.142457058823529
700363,"Smith-Shawver, AJ","R",711,144,"43.3",-1.5835946325697152,5.689774964838256,0.17605263343286426,4.0278776560592275
700669,"Graceffo, Gordon","R",391,138,"51.4",-1.3563190933399456,6.07537084398977,0.06091731722216903,4.298227766456502
701121,"VanWey, Logan","R",160,117,"18.3",-2.82741514939109,5.058,-0.6883625233957219,4.349528288213013
701487,"Ohl, Pierson","R",71,142,"45.5",-1.4040623853243928,5.946901408450704,0.11614595792222139,4.401936150234742
701519,"Adams, Travis","R",236,142,"40.3",-1.813639127628225,5.846610169491526,-0.17928131136892353,4.459345053475936
701542,"Warren, Will","R",1945,147,"26.7",-2.1394213655416605,5.53601028277635,-0.07226317932080521,4.496741633330125
701552,"Granillo, Andre","R",181,138,"42.6",-1.589495660625659,6.320718232044199,0.1072537812312268,4.7595390477738055
701581,"Festa, David","R",882,142,"49.7",-1.3064826573177426,6.004852607709751,0.2223922759002591,4.205240656767757
701656,"Henderson, Logan","R",334,158,"32.4",-1.8634752682157552,5.211676646706587,-0.1310127557718787,4.111804960400056
702070,"Cameron, Noah","L",1239,118,"57.9",1.100890635940419,6.431081517352704,-0.14041541652099976,4.4508555680001844
702352,"Bivens, Spencer","R",856,137,"37.6",-2.0514265607744298,6.23285046728972,-0.21458860544005198,4.817022896155064
702674,"Dana, Caden","R",119,108,"52.5",-1.2944718358202754,6.1873949579831935,0.07371965352986114,4.406855728066628
702752,"Pintaro, Jonathan","R",29,121,"27.9",-2.366978248184652,5.2,-0.5240393048128342,4.223216715839941
702795,"Loutos, Ryan","R",185,9999,"33.3",-2.439696679192056,5.974702702702703,-0.3536798044033338,4.605014889916655
800049,"Mazur, Adam","R",97,146,"56.5",-0.8083498205000037,6.018247422680412,0.5317151542716431,3.9924641031295365
800311,"Fuentes, Didier","R",293,144,"29.5",-1.9421332430963636,5.11901023890785,-0.17176864387703578,4.1186661498542945
801216,"Montes De Oca, Christian","R",46,109,"46.8",-1.586119682647515,6.337826086956522,0.016765494458653028,4.6304308765403395
801403,"Dollander, Chase","R",1236,115,"26.6",-2.362167028817786,5.4160598705501615,-0.24098812165054312,4.354312377054382
801434,"Gervase, Paul","R",104,139,"30.3",-2.3044132326455506,5.564134615384615,-0.20811406571369806,4.338153954134101
802419,"Harrington, Thomas","R",150,134,"33.9",-1.8456361097899647,5.535666666666667,-0.02278046821152703,4.309145652406417
805123,"Blubaugh, AJ","R",84,117,"43.2",-1.7329216444819737,5.983333333333333,-0.003913035820388753,4.356389715431627
805299,"Garcia, Brandyn","L",81,9999,"15.0",2.593602311593552,5.37074074074074,0.15970151845249883,4.718497733324531
805673,"Matthews, Zebby","R",555,142,"39.8",-1.9107603486278235,5.87254054054054,-0.25000294294294295,4.488020492685199
806185,"Birdsong, Hayden","R",1191,137,"48.2",-1.206868851144648,6.475952980688497,0.3353679859043839,4.75198299067127
806188,"Gibson, Cade","L",529,146,"36.2",1.996776796039874,5.8610018903591685,0.12461526793566714,4.488556531679522
808963,"Sasaki, Roki","R",542,119,"44.1",-1.665663667988846,6.138431734317344,-0.08418319569693022,4.605303332379581
808967,"Yamamoto, Yoshinobu","R",1904,119,"43.8",-1.4574190523185921,5.463755252100841,-0.029236332928893487,4.095718756085322
820862,"Fermin, José","R",387,108,"44.7",-1.549091898415766,6.274987080103359,0.18542793783710337,4.555568119636861
829272,"Ogasawara, Shinnosuke","L",111,120,"47.2",1.338233164723673,5.68018018018018,-0.09514464437699732,4.126622997864175
