"pitcher","pitcher_name","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
661403,"Clase, Emmanuel","R",746,114,"51.3",-1.3414642994287447,5.99328418230563,0.11694180119281444,4.171439041973114
662253,"Muñoz, Andrés","R",680,136,"29.6",-1.8532054569912273,5.304838235294118,0.00614975988256265,4.248608596387753
663158,"Suarez, Robert","R",708,135,"45.4",-1.3461274992627832,6.1725,0.2808489530146933,4.522519351667221
663321,"Hernandez, Nick","R",112,117,"46.2",-1.3788569138840487,5.714553571428572,0.23176788738222562,4.03274293035396
663362,"Waldron, Matt","R",104,135,"32.6",-2.265766540701009,5.7548076923076925,-0.4080862736528178,4.568194235911148
663372,"Feltner, Ryan","R",522,115,"41.0",-1.8539625606745527,5.524272030651341,-0.1482576568593303,4.039076534103715
663399,"Waddell, Brandon","L",454,121,"40.6",2.126076285917643,6.000881057268723,0.37830845642221644,4.499299919118629
663423,"Thornton, Trent","R",637,136,"41.1",-1.769443619449656,5.414960753532182,-0.09426812529207487,3.9524682687060837
663432,"Rainey, Tanner","R",155,134,"43.1",-1.915757391992855,6.135741935483871,-0.18682633028578002,4.518890712437468
663436,"Martin, Davis","R",1423,145,"39.4",-1.9514946281743715,5.995551651440619,-0.19844270176862672,4.5555314327391985
663455,"Pilkington, Konnor","L",79,120,"28.9",2.3270991135135004,5.6940506329113925,0.3107872447483021,4.581189809111216
663460,"Bubic, Kris","L",1766,118,"37.7",1.9885015383390472,5.644071347678369,0.1786385644466785,4.245082602808446
663462,"Campbell, Isaiah","R",24,111,"44.1",-1.9448804151771018,6.22,-0.21742603238265004,4.544006743909685
663465,"Allard, Kolby","L",661,114,"47.0",1.6325650813261645,5.408986384266263,0.1505783410324658,3.8147905391010757
663474,"McKenzie, Triston","R",123,114,"49.2",-1.2659298353193509,6.2473983739837395,0.20141274799646391,4.550326715505123
663485,"Sands, Cole","R",721,142,"24.9",-2.38368735566381,5.649750346740638,-0.2578713132384463,4.660606164319214
663542,"Hudson, Bryan","L",234,158,"13.1",2.8788353587277875,5.016709401709401,0.3978162427441839,4.440809906379024
663546,"Hjelle, Sean","R",254,137,"26.9",-2.306278020343861,6.278346456692914,-0.028362893525341423,5.123316984925681
663554,"Mize, Casey","R",1520,116,"45.2",-1.5586481222361679,5.79958552631579,-0.009406783528004501,4.238320801376771
663559,"Falter, Bailey","L",1698,134,"55.3",0.8727118893864774,5.831831566548881,-0.3321244119641646,4.093186397859283
663562,"Davis, Noah","R",165,9999,"27.2",-2.2040025031052504,5.567515151515152,-0.2597333543996111,4.5675397785340035
663568,"Kolek, Stephen","R",1231,135,"32.8",-2.15694557143722,5.244346060113728,-0.13781069272550614,3.9421265041826494
663574,"Santillan, Tony","R",848,113,"26.9",-2.084915105678538,5.427629716981132,-0.022105114372078162,4.378984287449971
663623,"Irvin, Jake","R",2018,120,"26.9",-2.2885077519340333,5.675366699702676,-0.19918316634248978,4.615701095620698
663671,"Enright, Nic","R",338,114,"54.0",-0.9173525750195182,6.219082840236687,0.4272410804881393,4.364698071913004
663687,"Harris, Hogan","L",781,133,"53.7",1.285846175685164,6.028169014084507,-0.07406429813690113,4.174808435868819
663738,"Lynch IV, Daniel","L",684,118,"36.3",1.6631779217090812,5.813040935672515,-0.2250267654616339,4.426430380429684
663765,"Woodford, Jake","R",191,109,"23.9",-2.5570106373259254,5.0110994764397905,-0.47572095967373146,4.089063844947784
663767,"Shugart, Chase","R",597,134,"34.8",-2.0441964885747677,5.3743551088777215,-0.31217109701806717,4.173082819325385
663773,"Hoeing, Bryan","R",131,135,"31.7",-2.1521866967340224,6.096030534351145,-0.13027455674844537,4.847171163815977
663795,"Hagenman, Justin","R",203,121,"23.2",-2.4841735446146576,5.214827586206897,-0.5163718039566924,4.372283130054529
663804,"Kowar, Jackson","R",183,136,"40.1",-1.713380882865611,5.953606557377049,0.13231022666393932,4.396833890496089
663855,"Hicks, Jordan","R",973,9999,"34.1",-2.2275025084105837,5.624892086330935,-0.30027823470787923,4.318650686540149
663878,"Pearson, Nate","R",211,112,"39.5",-1.8391608689052656,5.575829383886256,0.03569287663363493,4.024785455474736
663893,"Little, Brendon","L",886,141,"33.3",2.1102605586007663,6.045248306997743,0.18178777849535052,4.779821347822938
663903,"Singer, Brady","R",1864,113,"26.0",-2.0492649119585447,5.262215665236051,-0.2197228257231492,4.370130922134753
663941,"Beck, Tristan","R",356,137,"43.9",-1.7382098179663321,5.948960674157304,-0.053272037292955994,4.332649540096938
663947,"Holton, Tyler","L",782,116,"41.2",1.797548969325208,5.859833759590793,0.08037488203837684,4.357047620480417
663969,"Phillips, Tyler","R",787,146,"30.2",-2.0628260152645885,5.884828462515883,0.04343534179526033,4.662467049673052
663978,"Paddack, Chris","R",1920,9999,"47.8",-1.5280178952248002,6.13584375,0.11288653033088235,4.323146967933007
663992,"Lovelady, Richard","L",174,9999,"20.2",2.5488920636917616,5.29,0.5889658291843383,4.5682108667814045
664062,"Gonsolin, Tony","R",609,119,"40.3",-1.8572465377739642,6.110738916256158,-0.11533119034447635,4.633609647474454
664076,"Cleavinger, Garrett","L",572,139,"31.8",2.184167102310406,5.233111888111888,0.2733292001670344,4.0462493789187635
664123,"Effross, Scott","R",156,147,"-5.2",-3.1386192419206953,3.836153846153846,-0.8350252730929202,4.044201152932035
664126,"Fairbanks, Pete","R",679,139,"59.9",-0.8411074104137406,7.005243004418262,0.43723609940696057,4.795990619265513
664129,"Hartlieb, Geoff","R",109,9999,"36.3",-2.1025626041061614,5.911926605504587,-0.13993922549837284,4.470787640844494
664139,"Gibaut, Ian","R",387,113,"49.7",-1.3543319734221992,5.806976744186047,0.13352644041877967,4.046287487736461
664141,"Brubaker, JT","R",214,147,"45.7",-1.5524526047326166,6.294158878504673,0.20026908307928099,4.490797581921469
664192,"Lucchesi, Joey","L",260,137,"47.8",1.6971221960022496,6.085653846153846,0.10211844028520499,4.327463889345948
664199,"Clarke, Taylor","R",481,118,"44.1",-1.6620563687643808,6.039729729729729,0.06664721095015214,4.359421777083542
664208,"Maton, Phil","R",631,138,"25.7",-2.28715597618164,5.164152139461173,-0.22971700933074568,4.17254139653268
664285,"Valdez, Framber","L",1963,117,"41.8",1.8133264924852441,5.991951095262354,0.19880125571740298,4.547910664585382
664351,"Contreras, Luis","R",224,117,"47.6",-1.2251460726624828,5.466696428571429,0.20768928372485357,3.8959979174624393
664747,"Díaz, Alexis","R",168,9999,"14.8",-2.5976029716989415,4.776071428571429,-0.4968170518207283,4.220326531597488
664849,"Young, Danny","L",158,121,"14.8",2.7243752504771024,5.070569620253164,0.4290810764006408,4.464115370946998
664854,"Helsley, Ryan","R",601,138,"62.6",-0.8948745663030476,6.150083194675541,0.19457526552596535,4.045949397023974
664875,"Lawrence, Justin","R",172,134,"-1.9",-3.2002993418279493,4.29889534883721,-0.7766648354267711,4.377448698855864
664948,"Misiewicz, Anthony","L",100,142,"49.5",1.2953072666240801,6.0425,-0.18421269162210338,4.313476628342246
664991,"Wolfram, Grant","L",204,110,"42.8",1.8883991299256175,6.18671568627451,-0.008707515466079478,4.43103185488099
665152,"Kremer, Dean","R",1953,110,"42.9",-1.674514318537739,6.17547363031234,-0.013840993380082569,4.630943351149519
665625,"Peguero, Elvis","R",146,158,"21.9",-2.7671867778803,5.432054794520548,-0.4665254462432545,4.506694180524016
665660,"Alvarado, Elvis","R",341,133,"19.0",-2.66968436146489,5.629208211143695,-0.2949492041337996,4.809482344838762
665795,"Cabrera, Edward","R",1526,146,"35.6",-1.977376261996397,6.02526867627785,0.0032853587723663353,4.605444706022526
666120,"Anderson, Ian","R",203,108,"63.3",-0.7260488846824543,6.133596059113301,0.27815933589736835,4.135854201241625
666142,"Ragans, Cole","L",873,118,"38.5",1.8894925174389314,6.174925544100802,0.036775394331428284,4.700936787115138
666157,"Lodolo, Nick","L",2008,113,"14.9",3.026420750498567,5.392878486055777,0.6052268574543183,4.749825124191292
666168,"Thompson, Mason","R",90,120,"37.9",-1.6969637318958108,5.869888888888889,0.04577185086155675,4.511884930679343
666171,"Zeferjahn, Ryan","R",715,108,"38.0",-1.8483389117055857,5.938503496503497,-0.030812526083542128,4.521163127532005
666200,"Luzardo, Jesús","L",2057,143,"33.4",2.1371329132416705,5.870913952357802,0.19107918814673083,4.583807067731852
666214,"Wentz, Joey","L",938,9999,"49.6",1.2758886824382412,6.220394456289979,-0.3173540921253169,4.350814453325428
666215,"Whitley, Forrest","R",256,9999,"40.1",-1.7771503273340647,6.182421875,0.0367042443042558,4.653407517616421
666277,"Soriano, George","R",386,146,"26.0",-2.1668674375976487,5.373031088082902,-0.06748413108531214,4.3495639051287025
666374,"Brash, Matt","R",447,136,"30.9",-2.019700139893669,5.277852348993289,0.06171748575370762,4.032136540294377
666619,"Santos, Gregory","R",132,136,"36.4",-1.8727429323405889,5.951818181818182,0.14141994476854103,4.4662287919299954
666659,"Lao, Sauryn","R",37,136,"34.4",-2.155100323920714,5.758108108108108,-0.30835951486245605,4.492783983716337
666661,"Morillo, Juan","R",478,109,"45.8",-1.6623546346549258,5.789686192468619,0.021395086478866936,4.056126930391784
666808,"Doval, Camilo","R",757,137,"15.8",-2.287034027334105,5.399656538969617,-0.05425712659268102,4.767046032160913
666974,"Cano, Yennier","R",656,110,"16.6",-2.9657796717739964,5.4973780487804875,-0.5244433543650276,4.769105633722447
667297,"Nance, Tommy","R",90,141,"41.8",-1.8043298316427765,6.152,0.028414861358684883,4.512048105565459
667463,"King, John","L",678,138,"28.7",2.3981587480315816,5.583259587020649,0.416677021253661,4.497207243176166
667755,"Soriano, José","R",2141,108,"37.6",-2.065149952865551,5.927160205511443,-0.18663826376799286,4.482929938031856
668390,"Winn, Cole","R",298,140,"37.0",-2.1095242653710304,5.415738255033557,-0.25663907810836356,4.019647261601407
668670,"Rogers, Jake","R",5,116,"25.9",-2.3180830681462683,5.352,-0.5059470588235294,4.472484705882353
668674,"Erceg, Lucas","R",698,118,"41.3",-1.6555995240105437,5.997005730659025,0.09794125461593858,4.458869267808712
668678,"Gallen, Zac","R",2064,109,"41.8",-1.4535604798736041,5.964011627906976,0.14434261186592323,4.536251524910528
668716,"Murdock, Noah","R",391,133,"16.6",-2.6261113402367786,5.043427109974425,-0.27639625212558866,4.340867401333935
668820,"Kranick, Max","R",528,121,"42.3",-1.5845306824126153,5.86717803030303,-0.03399655343542376,4.457759706186193
668834,"McGee, Easton","R",128,158,"25.7",-2.214130912700875,5.541015625,-0.03070812513926024,4.48813391195967
668881,"Greene, Hunter","R",978,113,"31.5",-2.214803964132151,5.875081799591002,-0.2433001108158452,4.667497371131014
668909,"Williams, Gavin","R",1953,114,"35.6",-2.073169250806756,6.0447363031234,-0.1592188712826284,4.674650416562845
668933,"Ashcraft, Graham","R",735,113,"55.2",-1.1082316001423065,6.506707482993197,0.2600119700001212,4.539129703881553
668941,"Romero, JoJo","L",553,138,"30.8",2.0420876640661687,5.391555153707053,0.09128323792117538,4.227489536412954
668964,"Myers, Tobias","R",412,158,"61.2",-0.7723104280994902,5.986577669902912,0.2934621140733434,4.0509575305453165
668970,"Hollowell, Gavin","R",127,112,"11.5",-3.0166145241839883,5.178425196850394,-0.6383115415385912,4.695185687818435
668984,"Legumina, Casey","R",685,136,"17.5",-2.4172751241055943,4.656978102189781,-0.35203860038773305,4.003819427117894
669020,"Rolison, Ryan","L",474,115,"45.7",1.5552633536341371,5.944704641350211,0.048360283963988365,4.3976906163270835
669022,"Gore, MacKenzie","L",2137,120,"45.1",1.6918883563177705,5.6842583060365,0.08747758752711958,4.072139346060456
669060,"Wilson, Bryse","R",827,145,"39.6",-2.057664644201002,5.803119709794438,-0.24926413976165382,4.306031417166185
669062,"Miller, Erik","L",482,137,"32.0",2.223335824647195,6.243692946058092,0.13843189214576815,4.940271329169163
669084,"Hall, DL","L",421,158,"43.2",1.6965805260896563,5.452232779097387,0.10258128321075784,3.9545513551047713
669093,"Estrada, Jeremiah","R",762,135,"66.3",-0.561197009425122,5.854829396325459,0.3626930521051179,3.735193943838571
669160,"May, Dustin","R",1666,119,"19.6",-2.616019184599672,4.969747899159664,-0.41303668023359075,4.185650574882359
669193,"Little, Jack","R",44,119,"24.9",-2.2006825750880727,4.985681818181818,-0.08716617039377735,4.0028579626478695
669194,"Nelson, Ryne","R",1519,109,"52.1",-1.075957522432319,6.157432521395655,0.29946489710253604,4.388516355222441
669199,"Bachar, Lake","R",728,146,"35.8",-1.9348515400172142,5.634478021978022,-0.018047876633170746,4.24913153782492
669203,"Burnes, Corbin","R",1009,109,"41.1",-1.7011747491384548,5.87378592666006,-0.005263728758464361,4.391749617170952
669211,"Akin, Keegan","L",679,110,"38.0",1.8863353093108548,5.860765832106038,0.07226270086291312,4.437761007720802
669212,"Morgan, Eli","R",132,112,"43.3",-1.334898431074974,5.560681818181818,0.3123543861070599,4.011237247474748
669276,"Lee, Dylan","L",748,144,"46.8",1.4662560882306075,6.527794117647058,-0.13571104192284594,4.821410063913752
669302,"Gilbert, Logan","R",1208,136,"37.5",-1.7895070425559607,5.660314569536424,0.04983762195877749,4.245975398265869
669308,"Reynolds, Sean","R",386,135,"39.6",-1.6688104728115505,6.52979274611399,0.11045986695667433,5.057875056569967
669358,"Baz, Shane","R",1934,139,"36.9",-1.8561323285455682,5.765077559462254,-0.029825269729965877,4.39325393705287
669371,"Henry, Cole","R",685,120,"23.9",-2.641644375795242,5.362992700729927,-0.4428974313335155,4.389579541356025
669372,"Ginn, J.T.","R",715,133,"44.4",-1.6773349883185722,5.583538461538462,-0.023886902883213042,3.9646356627151813
669373,"Skubal, Tarik","L",1941,116,"49.8",1.775082243202083,6.116218444100979,0.15588817546315045,4.201091641756229
669387,"Mlodzinski, Carmen","R",1116,134,"29.1",-2.185946440042485,5.204910394265233,-0.22753788006567893,4.113141489371897
669391,"White, Owen","R",101,145,"40.6",-1.9325119267852706,6.029306930693069,-0.2003496170205256,4.546989093909391
669422,"Sauer, Matt","R",468,119,"44.7",-1.3861152020785916,5.986581196581197,0.20261562476194828,4.416181250666545
669432,"Rogers, Trevor","L",724,110,"23.3",2.330048670724687,5.803756906077348,0.09889302781635005,4.840262017436307
669438,"Englert, Mason","R",460,139,"40.1",-2.090957518688256,5.87145652173913,-0.2790240666899171,4.345589067271177
669449,"Palisch, Jake","L",24,145,"27.7",2.540824327751463,5.864583333333333,0.4235600155971479,4.751913751485443
669450,"Hummel, Cooper","R",17,117,"33.9",-1.970413773698566,5.734705882352941,-0.41095937925972525,4.687251813987627
669461,"Liberatore, Matthew","L",1605,138,"46.5",1.5494279516410412,6.493389408099689,-0.05687229541150928,4.80030280984668
669467,"Pallante, Andre","R",1867,138,"57.6",-1.4143506683596214,6.106004284949116,-0.22123237728747827,4.226466886117548
669622,"Bender, Anthony","R",668,146,"16.7",-2.500776595667367,5.546931137724551,-0.29464061876247505,4.8867123069369285
669674,"Long, Sam","L",393,118,"51.8",1.3843339721162846,5.939898218829517,-0.08768484462950112,4.060719465648855
669684,"Murphy, Chris","L",259,111,"42.7",1.7128816934740116,5.4338223938223935,0.1519010801863743,3.993790826846709
669704,"Strowd, Kade","R",127,110,"44.8",-1.6566999967767624,5.840708661417323,-0.15077424312602636,4.343685296222999
669711,"Weissert, Greg","R",719,111,"16.4",-2.751744120474737,4.941808066759388,-0.4912958730312203,4.275980594458039
669713,"Wesneski, Hayden","R",508,117,"46.2",-1.631525896685981,5.94251968503937,-0.004824409624264879,4.2405918657978585
669717,"Wilson, Will","R",26,114,"35.1",-2.149094281989999,6.355,-0.3629367372823255,5.099017551076375
669721,"Daniel, Davis","R",183,144,"50.8",-1.2038714289702166,5.68,0.09672622025461948,4.085096281036011
669724,"Hanifee, Brenan","R",803,116,"32.3",-2.6410095390334702,5.513536737235367,-0.5816634370220408,4.209811371128322
669854,"Blanco, Ronel","R",793,117,"45.5",-1.5314111558029173,5.966519546027743,0.04614054999966282,4.361648699853666
669920,"Alexander, Jason","R",451,9999,"20.8",-2.3188766644134913,5.426541019955654,-0.1597584723589093,4.604058803767425
669923,"Kirby, George","R",1083,136,"29.2",-2.0682422424686386,5.644506001846722,0.04915351074703364,4.459251016026322
670036,"Festa, Matt","R",450,114,"33.9",-1.944760290265791,5.102622222222222,-0.22577745296098237,3.9457145462467818
670059,"Holderman, Colin","R",279,134,"29.1",-2.28845568728899,5.631146953405018,-0.24917924852573808,4.494034734121736
670102,"Francis, Bowden","R",1141,141,"39.2",-1.9132904642699018,5.955460122699386,-0.1347500851428134,4.50396715862028
670167,"Schreiber, John","R",741,118,"12.1",-2.777552505321526,4.523049932523617,-0.5374081415488536,4.042843426164479
670174,"Winckowski, Josh","R",207,111,"54.3",-0.9572335447151631,6.072995169082126,0.35616203811344477,4.23919360097135
670280,"Bednar, David","R",613,134,"39.0",-1.690216021197952,5.853344208809135,0.0017770027305004752,4.482664669533838
670329,"Garcia, Rico","R",210,9999,"48.6",-1.4720059843837294,5.967095238095238,0.015944415584415582,4.276019513623631
670766,"McCaughan, Darren","R",86,142,"29.7",-2.1277602563847022,5.376395348837209,-0.10557961385399826,4.223634900302616
670810,"Gillaspie, Logan","R",111,135,"45.7",-1.6841819175438877,5.738558558558559,-0.07966987441987441,4.094230884360297
670950,"Richards, Trevor","R",116,9999,"52.3",-1.121249148377002,6.2941379310344825,0.3219238282930727,4.42935853002643
670955,"Uceta, Edwin","R",804,139,"13.8",-2.853809765230342,4.538557213930348,-0.7064816098872837,4.009152631561444
670970,"Morejon, Adrian","L",663,135,"42.5",1.7913970088366205,5.914389140271493,0.13660184651949359,4.394694282860546
670990,"Ramírez, Yohan","R",143,134,"29.7",-2.352735864021439,5.283636363636363,-0.41735913391421414,4.183134783665532
671096,"Abbott, Andrew","L",1649,113,"47.7",1.6882669469117664,6.03582171012735,0.19036837331327042,4.3884832838786325
671106,"Allen, Logan","L",1857,114,"35.9",1.6917543536287236,5.204351103931072,-0.07606687318879184,3.922921481996627
671109,"Eder, Jake","L",302,108,"37.7",2.1202208471799358,5.765298013245033,0.25174197713402036,4.320183203480068
671131,"Rutledge, Jackson","R",914,120,"31.4",-2.2365622382214605,6.009059080962801,-0.26077255067732286,4.804597366670957
671162,"Thomas, Connor","L",119,158,"29.1",2.283029614584383,5.181008403361345,0.32030432451055285,4.08433481253464
671212,"Boyle, Joe","R",371,139,"33.5",-2.0010151011657005,5.8592452830188675,0.02876419442562617,4.516082478342967
671305,"Otañez, Michel","R",121,133,"28.8",-2.29820276166204,5.60305785123967,-0.2687138035680087,4.486624495808842
671737,"Bradley, Taj","R",1710,139,"53.5",-1.3768112660311176,6.245450292397661,-0.013303813313735915,4.400654879600963
671922,"Smith, Cade","R",792,114,"37.4",-1.917447240266137,5.857550505050505,-0.00137132690541781,4.394793298402924
672282,"Detmers, Reid","L",819,108,"46.8",1.3536377181439525,6.058962148962149,-0.16089617996382702,4.446848344901286
672335,"Pérez, Cionel","L",437,110,"38.0",1.9280500252608173,5.554828375286041,0.16716826564201714,4.177710020925367
672391,"Ort, Kaleb","R",519,117,"39.9",-1.7334526616002204,5.810327552986513,0.01019084211719369,4.352924854632692
672456,"Montero, Keider","R",1168,116,"40.9",-1.740711167919188,5.768279109589041,-0.025809665577002913,4.282085815294362
672578,"Hernández, Carlos","R",662,9999,"41.4",-1.5994401505315416,6.022296072507553,0.2712570170336742,4.372399625991567
672582,"Zerpa, Angel","L",761,118,"30.5",1.9602284037559763,5.352378449408673,0.10037616292007186,4.256948840417782
672782,"Gómez, Yoendrys","R",330,9999,"35.5",-1.8825746475326455,5.516212121212122,0.014909309404202454,4.162662006968077
672841,"Vargas, Carlos","R",731,136,"34.4",-2.1066673978183483,5.8180437756497945,-0.2204584430041137,4.526240943961218
673380,"Núñez, Dedniel","R",183,121,"39.2",-1.7625557315527458,5.535136612021858,0.0503856228631542,4.055752180435015
673513,"Matsui, Yuki","L",691,135,"55.8",1.1745713857068003,6.060926193921852,0.004732124256096332,4.336148792083601
673540,"Senga, Kodai","R",1406,121,"45.1",-1.5374287693502091,5.921365576102418,0.07352550845244343,4.302774964247952
673820,"Piña, Robinson","R",61,9999,"29.8",-2.5180283503870613,6.207049180327869,-0.49101802548142953,5.045978377312177
673929,"Leasure, Jordan","R",740,145,"53.2",-1.0834275407754914,5.863891891891892,0.2573301138170256,4.072466452401599
673965,"Freeman, Caleb","R",70,145,"45.8",-1.5602783584430584,5.879,0.02687838808250574,4.24368868347339
674072,"Henry, Tommy","L",107,109,"44.4",1.6541870008170108,5.7776635514018695,-0.11031513069118896,4.050851885818049
674285,"Salazar, Eduardo","R",545,120,"35.1",-1.8602802916250323,5.546,0.0010241281132970278,4.238329901061342
674370,"Bido, Osvaldo","R",949,133,"35.2",-2.04602718510809,5.928587987355111,-0.08737420354289815,4.543863905433809
674384,"Núñez, Eduarniel","R",87,135,"32.5",-2.2430808152499493,5.518965517241379,-0.2830622892208085,4.268152888929866
674444,"Cruz, Steven","R",579,118,"32.8",-2.371304956088591,5.628341968911917,-0.375338713868339,4.340221858173321
674944,"Guenther, Sean","L",154,116,"44.6",1.6470108710090823,5.494935064935065,0.10555868752459666,3.9736058603606734
675512,"Melton, Troy","R",177,116,"36.8",-1.8040337264638253,5.448870056497175,0.017327742529985802,4.086582089589816
675540,"Curry, Xzavion","R",56,146,"61.1",-0.7271357053179691,6.027857142857143,0.3425631923223835,4.0895722545836515
675650,"Mercado, Michael","R",85,143,"35.8",-1.915560941069297,6.0828235294117645,-0.00006848065429380373,4.70294631854881
675848,"Mejia, Juan","R",652,115,"37.2",-2.168499284853168,5.924555214723926,-0.23533139401047645,4.456353721854051
675911,"Strider, Spencer","R",1299,144,"41.8",-1.6431128245862898,5.763864511162432,-0.06585751393846082,4.35369838357766
675989,"Bolton, Cody","R",40,114,"38.5",-1.7752657581576838,5.643,0.06381608065953656,4.178490323083779
676051,"Heuer, Codi","R",20,140,"32.0",-2.226773475786879,5.718,-0.23365216131907307,4.473344095365419
676083,"Junk, Janson","R",858,146,"52.8",-1.1481037071355054,5.780850815850816,0.1814737229348192,4.021082893413776
676092,"Snider, Collin","R",477,136,"18.6",-2.5464466344859122,5.17167714884696,-0.2633873122643378,4.403273434679761
676106,"Hancock, Emerson","R",1246,136,"19.3",-2.529629808731427,5.407247191011236,-0.3316163253248184,4.637201752059353
676130,"Buttó, José","R",782,121,"37.7",-1.9864984852213856,5.491253196930947,-0.06854812446717817,4.0092352431719025
676206,"Tarnok, Freddy","R",31,146,"45.9",-1.3017334915530379,6.501290322580645,0.3907980219653844,4.753096814444253
676254,"Walker, Ryan","R",695,137,"18.4",-2.815909805455373,5.0652805755395685,-0.5502195274368741,4.313021653906821
676263,"Dreyer, Jack","L",815,119,"56.2",0.967856923640687,5.946736196319018,-0.2902533402228711,4.065210802357753
676272,"Miller, Bobby","R",116,119,"45.1",-1.367616519428562,5.986637931034482,0.2975745574405311,4.310646434169279
676282,"Cantillo, Joey","L",929,114,"53.7",1.0772783457337949,5.885446716899892,-0.2500986477514971,4.07940375262151
676395,"Garcia, Robert","L",637,140,"26.1",2.4276577257687597,5.658257456828886,0.29007692895339954,4.613366450636199
676428,"Hurter, Brant","L",884,116,"28.9",2.6680819506656777,5.851990950226244,0.4122323086803623,4.60422089100346
676440,"Bibee, Tanner","R",1994,114,"53.8",-1.2668086674051928,6.310260782347041,0.03293004396433507,4.53207676407118
676467,"Gordon, Colton","L",1049,117,"30.0",2.3108496402309173,5.473126787416587,0.26453463259296267,4.2920454875962
676475,"Burleson, Alec","L",7,138,"54.8",1.2548416080644282,6.61,0.16055044563279858,5.060436554621849
676477,"Whitlock, Garrett","R",862,111,"39.5",-1.807134404089662,5.7771925754060325,-0.12863259354152967,4.392642691311918
676508,"Casparius, Ben","R",1076,119,"46.5",-1.3924874694758846,6.182788104089219,0.18079876274774864,4.527699658072083
676534,"Faucher, Calvin","R",732,146,"42.9",-1.8708579881001597,5.809631147540983,-0.23070363823870332,4.282779812468952
676604,"Zuber, Tyler","R",34,121,"40.9",-1.5569505608626684,5.469117647058823,0.03157749816504141,4.091769206773619
676609,"Caballero, José","R",1,139,"37.8",-1.895019830899579,5.34,-0.2917545454545455,4.09680909090909
676617,"O'Brien, Riley","R",463,138,"28.8",-2.2409091929391476,5.493434125269978,-0.17406467084772256,4.355489648614207
676661,"Lazar, Max","R",381,143,"53.6",-1.0087170815082789,5.901811023622047,0.35198795668589555,4.056477332144979
676664,"Sears, JP","L",1936,133,"24.9",2.218208217730614,4.823388429752066,0.267239907936315,3.9156974667524787
676679,"Vázquez, Luis","R",1,110,"56.9",-1.5827397532460528,7.67,-0.35226818181818187,5.783127272727273
676680,"Cosgrove, Tom","L",64,112,"21.0",2.5300065243119017,5.0796875,0.3350964446858289,4.235418776459447
676684,"Vest, Will","R",766,116,"52.6",-1.2076694913864017,5.643720626631854,0.11394844819722334,3.9145019259947036
676701,"Trejo, Alan","R",3,115,"36.8",-2.118174794062062,6.23,-0.2902489898989899,4.863065656565657
676702,"Stratton, Hunter","R",151,9999,"38.9",-1.673187026183632,5.908278145695364,0.10603698161986047,4.471492709329367
676755,"Mattson, Isaac","R",410,134,"49.7",-1.6075172626659744,6.046487804878049,-0.12816350832572496,4.300622869223077
676760,"Marinaccio, Ron","R",41,135,"29.3",-2.264957259521167,5.124634146341464,-0.2580389613495065,3.999202199904352
676879,"Ashby, Aaron","L",479,158,"49.9",1.149939042024781,6.40089770354906,-0.4342892342930719,4.518847318574422
676961,"Boushley, Caleb","R",572,140,"43.2",-1.9068299180384574,5.906660839160839,-0.1976533068758336,4.2983996801104425
676962,"Brown, Ben","R",1456,112,"44.9",-1.4442917039989829,6.448331043956044,0.16285822088450766,4.845702680897534
676969,"de Geus, Brett","R",47,143,"29.2",-2.2428142095731967,6.045531914893617,-0.1763483407289415,4.892666916979557
676974,"Meyer, Max","R",1039,146,"36.9",-1.758571232368937,5.628488931665062,0.10343396596892322,4.227705240195649
676979,"Crochet, Garrett","L",2180,111,"34.5",2.064333304335654,6.097738532110092,0.0483562708711508,4.712577142757854
677020,"Walker, Josh","L",92,141,"39.8",1.9270719573609831,6.113913043478261,0.05835334030845538,4.555571984228474
677161,"Kelly, Zack","R",380,111,"36.2",-1.8442111218569135,5.510921052631579,-0.03540946664790318,4.18702226404916
677649,"Duran, Ezequiel","R",2,140,"67.3",-1.0385667122572517,6.975,-0.23114318181818178,5.038092424242424
677865,"Bruihl, Justin","L",143,141,"29.6",2.3358588528777915,5.139160839160839,0.49540884160402876,4.093813540381188
677944,"Cecconi, Slade","R",1156,114,"40.1",-1.7230742538738513,5.850717993079585,0.049912753656039324,4.358806710628573
677952,"Ashcraft, Braxton","R",463,134,"41.6",-1.7822061207536004,6.238444924406047,0.11626975587407554,4.551591360883643
677955,"Hill, Jaden","R",104,115,"23.7",-2.3371921479383455,5.62125,-0.22619597473604824,4.694072439325381
677958,"Rocker, Kumar","R",1036,140,"29.7",-2.47712519467987,5.678021235521236,-0.45061401833460657,4.522337285270374
677960,"Weathers, Ryan","L",406,146,"43.7",1.6299352008654442,5.808522167487685,0.01946952025324237,4.264419285582572
677976,"Dobnak, Randy","R",79,142,"22.7",-2.5079637498140706,5.593670886075949,-0.36376030145084504,4.6958998465669355
678020,"Halvorsen, Seth","R",631,115,"44.3",-1.5791152701248004,5.810221870047544,-0.04942452435231404,4.3160620606173605
678022,"Perkins, Jack","R",298,133,"30.1",-2.068304286147067,5.3045637583892615,-0.2908804717127852,4.271481183528933
678024,"Vasil, Mike","R",1099,145,"30.1",-2.253999406353534,5.877088262056415,-0.24883081492006182,4.7134860048593845
678215,"Arias, Luarbert","R",192,146,"36.8",-1.6028439778724297,6.08484375,0.15776576286764707,4.767922342914439
