"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle"
2622,592866,"Williams, Trevor",2622,100,0.3,0.233,0.316,0.533,0.377,0.36,0.281,178,593,87.9,15.4,2066,85.9,86.8,234,1234,1388,0.8999999999999915,6.75,117,148,116,148,306,330,307,"-30.818","30.818","71.1","7.2",657,490,110,32,2,34,111,16.9,51,7.8,2.58409,0.52154,0.46507,-0.1542,"91.6",156,38.57142857142858,10.204081632653061,7.610350076103501,5.01,-2.4,-0.09,2.07,0.357,50,"1.175362319",0.341,0.501,"-1.175362319",0.019,0.01599999999999996,0.032,0.017,19,"18.4"
2620,663776,"Sandoval, Patrick",2620,100,0.256,0.118,0.309,0.374,0.318,0.332,0.26,145,567,86.8,9.4,2130,87.1,86.9,338,1220,1400,-0.19999999999998863,6.16,109,151,114,146,302,327,298,"-6.12","6.12","69.7","7.3",650,445,103,29,1,12,128,19.7,72,11.1,2.36286,0.68215,0.28885,-0.25339,"91.4",143,35.056179775280896,6.96629213483146,4.769230769230769,6.12,1.01,0.02,2.25,0.342,31,"0.233587786",0.349,0.402,"-0.233587786",-0.004,-0.006999999999999951,-0.028,-0.014,27.7,"54.9"
2618,678394,"Bello, Brayan",2618,100,0.27,0.183,0.307,0.453,0.334,0.314,0.253,165,611,89.4,4.8,2004,91.2,91.25,309,1267,1351,0,6.35,109,150,115,149,289,327,290,"-5.022","5.022","70.6","7.3",668,485,103,36,2,24,132,19.8,45,6.7,2.46866,0.30027,0.99491,0.0426,"92.2",131,44.329896907216494,7.010309278350515,5.089820359281437,5.23,-1.89,-0.03,2.2,0.324,34,"0.191825821",0.31,0.41,"-0.191825821",0.017,0.014000000000000012,0.043,0.02,24.4,"29.6"
2612,663903,"Singer, Brady",2612,100,0.287,0.18,0.33,0.467,0.346,0.339,0.276,182,634,90.6,8.7,2294,88.4,89.75,270,1190,1422,1.2999999999999972,6.99,111,148,118,148,294,326,295,"-8.481","8.481","71.1","7.4",702,512,113,44,5,20,133,18.9,49,7,2.4445,0.48171,0.50327,-0.14386,"92.7",144,48.6328125,7.8125,5.698005698005698,5.28,-1.54,0.27,2.03,0.341,40,"0.324693721",0.334,0.452,"-0.324693721",0.011,0.007000000000000006,0.015,0.007,22.7,"30.1"
2603,571760,"Heaney, Andrew",2603,100,0.251,0.188,0.302,0.439,0.335,0.327,0.24,143,569,89.6,14.6,2392,88.4,88.36,332,1255,1348,0,6.46,113,151,118,148,301,328,299,"-9.777","9.777","69.7","7.3",641,420,84,34,2,23,151,23.6,60,9.4,2.20857,0.76123,0.89469,-0.65695,"91.4",157,38.57142857142858,10.238095238095237,6.708268330733229,5.01,2.88,-0.06,2.56,0.332,43,"0.375605071",0.323,0.429,"-0.375605071",0.011,0.009000000000000008,0.01,0.008,26.5,"28.9"
2602,434378,"Verlander, Justin",2602,100,0.226,0.143,0.265,0.369,0.284,0.295,0.229,139,615,89.8,18.6,2478,88.8,88.12,290,1290,1312,-0.7000000000000028,5.98,114,149,118,150,295,326,295,"20.253","-20.253","69.8","7.2",669,475,89,30,2,18,144,21.5,45,6.7,2.27195,0.68106,0.18299,-0.03124,"91.6",166,41.26315789473684,8.210526315789474,5.829596412556054,6.99,-1.47,0.18,2.47,0.283,39,"-0.778362798",0.287,0.392,"0.778362798",-0.003,-0.0040000000000000036,-0.023,-0.011,22.5,"55.1"
2599,672282,"Detmers, Reid",2599,100,0.248,0.153,0.318,0.401,0.322,0.328,0.254,141,568,89.6,15.5,2124,88.2,87.42,344,1268,1331,-0.7999999999999972,5.89,110,150,117,146,302,327,298,"-1.392","1.392","70.3","7.3",641,403,93,28,1,19,167,26.1,58,9,2.58442,0.43217,0.22905,-0.11056,"91.7",157,41.43920595533499,6.20347394540943,3.9001560062402496,6.07,1.38,-0.15,2.44,0.331,25,"0.053559061",0.338,0.398,"-0.053559061",-0.006,-0.007000000000000006,0.003,-0.006,27.1,"38.8"
2577,621107,"Eflin, Zach",2577,100,0.235,0.143,0.296,0.379,0.276,0.27,0.222,158,671,86.5,8.9,2240,87,87.43,310,1285,1292,0.4000000000000057,6.62,107,148,115,149,296,325,299,"23.906","-23.906","69.9","7.3",702,490,104,31,4,19,186,26.5,23,3.3,2.78356,0.27633,0.18826,-0.09609,"91.7",137,35.10204081632653,8.979591836734693,6.267806267806268,5.92,-2.22,-0.03,2.06,0.263,44,"-0.927667831",0.251,0.378,"0.927667831",0.013,0.01200000000000001,0.001,0.006,24.1,"32.8"
2553,686610,"Waldichuk, Ken",2553,100,0.271,0.209,0.313,0.481,0.361,0.332,0.242,149,549,87.7,14.3,2124,88.1,89.14,304,1213,1340,1,6.95,110,148,116,148,299,322,291,"-21.795","21.795","69.0","7.2",637,426,84,39,2,24,131,20.6,70,11,2.21955,0.76436,0.36619,-0.3516,"91.6",169,38.497652582159624,7.746478873239436,5.180533751962323,5.47,2.51,0.11,2.55,0.36,33,"0.853701528",0.336,0.42,"-0.853701528",0.029,0.023999999999999966,0.061,0.029,25.1,"34.4"
2533,592791,"Taillon, Jameson",2533,100,0.258,0.184,0.292,0.442,0.322,0.332,0.259,156,604,88.1,16.4,2474,88.4,89.19,274,1244,1289,0.7999999999999972,6.68,111,150,115,152,301,327,294,"-5.426","5.426","69.4","7.2",655,469,100,28,1,27,140,21.4,41,6.3,2.20921,0.73578,-0.0143,-0.13142,"91.6",165,38.37953091684435,10.660980810234541,7.633587786259542,6.01,-1.31,0.07,2.42,0.308,50,"0.214212396",0.311,0.462,"-0.214212396",-0.001,-0.0030000000000000027,-0.02,-0.01,22,"43.6"
2531,448179,"Hill, Rich",2531,100,0.281,0.206,0.323,0.487,0.359,0.36,0.28,165,587,88.6,13.9,2379,79.9,79.71,222,1148,1383,-0.20000000000000284,6.21,106,150,114,148,300,320,292,"-22.014","22.014","69.2","7.0",660,464,94,44,4,23,129,19.5,58,8.8,3.4591,0.23509,-0.43441,0.21007,"91.7",149,39.87068965517241,10.129310344827585,7.121212121212121,5.62,1.63,-0.11,2.72,0.351,47,"0.869774793",0.352,0.481,"-0.869774793",0.001,-0.0010000000000000009,0.006,-0.001,19.3,"36.8"
2506,502171,"Cobb, Alex",2506,100,0.272,0.163,0.319,0.435,0.325,0.333,0.277,163,600,89.4,1.1,2005,90.4,89.79,244,1126,1380,-0.6000000000000085,5.91,111,149,117,149,299,325,297,"-2.836","2.836","70.1","7.2",646,472,107,33,4,19,131,20.3,37,5.7,2.70396,0.10763,0.8021,-0.06888,"92.7",129,43.43220338983051,6.991525423728813,5.108359133126935,5.77,-2.08,-0.15,2.16,0.319,33,"0.113168396",0.326,0.444,"-0.113168396",-0.005,-0.007000000000000006,-0.009,-0.008,21.7,"40.8"
2479,666129,"Garrett, Braxton",2479,100,0.25,0.17,0.302,0.42,0.307,0.328,0.274,154,617,90.1,7.2,2133,86.4,86.62,297,1171,1308,0.19999999999998863,6.51,108,150,117,149,302,319,293,"6.015","-6.015","70.9","7.4",659,463,93,37,4,20,156,23.7,29,4.4,2.84207,0.24608,0.24131,-0.06239,"93.0",135,45.14038876889849,7.775377969762419,5.462822458270106,6.02,2.62,-0.19,2.05,0.294,36,"-0.242638161",0.318,0.441,"0.242638161",-0.024,-0.02400000000000002,-0.021,-0.021,25.4,"43.0"
2465,453286,"Scherzer, Max",2465,100,0.221,0.186,0.265,0.408,0.298,0.282,0.207,126,569,88.1,19.9,2258,87.9,87.75,359,1256,1209,-0.20000000000000284,6.3,117,149,119,151,297,325,298,"13.867","-13.867","69.6","7.3",620,398,76,22,0,28,173,27.9,45,7.3,2.38074,0.63495,0.37518,-0.05148,"91.4",168,36.93467336683417,8.542713567839195,5.483870967741936,5.45,-3.12,0.08,2.25,0.282,34,"-0.562555781",0.27,0.375,"0.562555781",0.014,0.011999999999999955,0.033,0.016,28.6,"28.8"
2462,669022,"Gore, MacKenzie",2462,100,0.258,0.2,0.31,0.459,0.339,0.347,0.261,134,519,89.4,13.9,2230,91.3,92.66,333,1193,1269,1.4000000000000057,7.06,114,149,116,146,307,332,306,"-8.09","8.09","70.5","7.1",582,373,86,19,2,27,151,25.9,57,9.8,1.88591,0.8691,0.22301,-0.1658,"91.7",171,43.69973190348526,12.064343163538874,7.731958762886598,5.99,1.57,-0.2,2.36,0.33,45,"0.328594639",0.334,0.472,"-0.328594639",-0.003,-0.0040000000000000036,-0.013,-0.008,27.9,"50.4"
2446,593958,"Rodriguez, Eduardo",2446,100,0.227,0.131,0.275,0.359,0.283,0.309,0.247,128,563,87.3,12.6,2109,89.8,89.92,278,1170,1276,0.10000000000000853,6.28,111,149,117,145,301,325,289,"22.026","-22.026","70.2","7.2",620,427,86,25,2,15,143,23.1,47,7.6,1.93662,0.89539,0.54786,-0.34026,"91.5",158,37.00234192037471,7.494145199063232,5.161290322580645,5.81,1.67,0.06,2.19,0.288,32,"-0.900490597",0.31,0.397,"0.900490597",-0.02,-0.02200000000000002,-0.038,-0.026,23.8,"37.8"
2431,542881,"Anderson, Tyler",2431,100,0.266,0.189,0.302,0.455,0.345,0.34,0.259,146,549,86.4,18.9,2148,85.4,85.27,336,1209,1222,-0.10000000000000853,6.23,109,150,115,146,302,328,299,"-11.457","11.457","70.4","7.4",628,439,84,40,2,20,119,18.9,63,10,2.01178,1.14477,0.53792,-0.35214,"91.1",164,32.346241457858774,8.200455580865604,5.7324840764331215,6.28,1.82,0.06,2.34,0.345,36,"0.471287536",0.342,0.434,"-0.471287536",0.007,0.002999999999999947,0.021,0.005,27.8,"50.0"
2430,656629,"Kopech, Michael",2430,100,0.238,0.232,0.265,0.47,0.363,0.363,0.24,115,483,90,17.4,2400,91.3,92.06,275,1024,1406,0.7999999999999972,6.78,111,149,113,147,297,323,298,"-27.653","27.653","69.8","7.1",591,354,63,21,2,29,134,22.7,91,15.4,1.8629,0.90832,0.40713,-0.13983,"92.0",181,42.3728813559322,12.711864406779661,7.614213197969544,5.68,-2.57,-0.01,2.54,0.368,45,"1.137983539",0.371,0.454,"-1.137983539",-0.002,-0.0030000000000000027,0.016,0,26.9,"41.2"
2414,607536,"Freeland, Kyle",2414,100,0.3,0.207,0.312,0.507,0.361,0.361,0.294,187,623,89.5,13.5,2233,85.7,86.66,212,1230,1184,1,6.68,109,149,123,146,304,332,300,"-29.658","29.658","70.8","7.2",676,540,122,30,6,29,93,13.8,42,6.2,2.6194,0.47607,0.46557,-0.31351,"92.5",164,43.51851851851852,8.703703703703704,6.952662721893491,5.71,1.46,-0.03,2.34,0.342,47,"1.228583264",0.338,0.508,"-1.228583264",0.006,0.0040000000000000036,-0.001,0,17.2,"24.5"
2401,592767,"Smyly, Drew",2401,100,0.266,0.214,0.307,0.48,0.349,0.314,0.242,147,552,86.7,18.7,2089,85,84.14,303,1120,1281,-0.9000000000000057,5.69,109,151,114,149,302,325,291,"-16.104","16.104","68.9","7.5",624,423,83,36,2,26,139,22.3,56,9,2.68306,0.52664,0.43395,-0.24483,"91.5",158,33.56973995271868,7.328605200945626,4.967948717948718,6.44,1.93,-0.03,2.3,0.337,31,"0.670720533",0.316,0.402,"-0.670720533",0.024,0.02100000000000002,0.078,0.035,27.1,"46.4"
2393,592351,"Gray, Jon",2393,100,0.256,0.144,0.299,0.4,0.317,0.325,0.26,149,582,88.9,13,2132,90.4,90.9,321,1216,1177,0.5,6.56,114,148,116,149,301,329,300,"6.228","-6.228","69.5","7.2",655,451,110,16,1,22,142,21.7,53,8.1,2.22675,0.59058,0.27085,-0.12091,"91.9",157,39.467849223946786,6.430155210643015,4.427480916030534,5.56,-1.94,0.15,2.22,0.324,29,"-0.260259089",0.329,0.415,"0.260259089",-0.004,-0.0050000000000000044,-0.015,-0.008,26.4,"29.9"
2383,601713,"Pivetta, Nick",2383,100,0.208,0.193,0.269,0.402,0.296,0.308,0.223,110,528,90.4,13.2,2471,88.9,89.57,345,1165,1218,0.6999999999999886,6.85,110,150,116,149,291,327,292,"9.461","-9.461","69.0","7.2",586,347,55,31,1,23,183,31.2,49,8.4,2.3744,0.57937,-0.14878,-0.07024,"91.5",169,43.804034582132566,11.815561959654179,6.996587030716723,6.59,-1.35,0.09,2.45,0.282,41,"-0.397020562",0.296,0.414,"0.397020562",-0.015,-0.014000000000000012,-0.012,-0.012,29.6,"55.5"
2377,607625,"Lugo, Seth",2377,100,0.249,0.163,0.298,0.412,0.306,0.323,0.26,140,563,90.7,9.9,2578,87.7,87.09,241,1100,1276,-0.6000000000000085,5.99,112,149,116,151,295,324,295,"5.74","-5.74","69.6","7.1",604,425,89,29,3,19,140,23.2,36,6,2.75844,0.27042,0.08674,0.05021,"92.2",154,44.23529411764706,9.647058823529411,6.788079470198675,5.62,-1.13,0.06,2.3,0.296,41,"-0.241480858",0.308,0.444,"0.241480858",-0.011,-0.01200000000000001,-0.032,-0.017,21.9,"39.4"
2367,547179,"Lorenzen, Michael",2367,100,0.243,0.155,0.268,0.399,0.304,0.326,0.258,138,567,89.4,13.2,2392,89.1,88.41,254,1169,1198,-0.6999999999999886,5.85,113,147,118,148,293,323,297,"8.247","-8.247","70.4","7.4",624,463,91,26,1,20,111,17.8,47,7.5,2.15832,0.74314,0.68085,-0.32348,"91.9",164,40.17278617710583,7.991360691144708,5.929487179487179,5.74,-1.73,-0.06,2.23,0.302,37,"-0.348415716",0.316,0.442,"0.348415716",-0.015,-0.014000000000000012,-0.043,-0.022,21.7,"41.3"
2355,669194,"Nelson, Ryne",2355,100,0.284,0.231,0.301,0.515,0.357,0.349,0.269,159,559,90.6,15.9,2200,89.1,89.66,238,1172,1183,0.6000000000000085,6.63,111,149,117,149,300,320,295,"-21.504","21.504","70.9","7.2",618,475,88,37,10,24,96,15.5,45,7.3,2.04432,0.87622,0.12345,-0.27701,"92.2",181,42.73684210526316,11.578947368421053,8.89967637540453,5.98,-1.14,0.05,2.43,0.333,55,"0.913121019",0.324,0.488,"-0.913121019",0.015,0.009000000000000008,0.027,0.008,20.3,"48.9"
2327,641927,"Ober, Bailey",2327,100,0.232,0.171,0.276,0.403,0.294,0.295,0.226,125,539,87.7,19.6,2199,86.3,87.91,354,1235,1092,1.6000000000000085,7.25,114,149,121,151,299,328,292,"14.85","-14.85","70.4","7.3",577,395,78,24,1,22,146,25.3,29,5,2.35725,0.73209,0.45025,-0.14584,"91.3",168,35.69620253164557,9.620253164556962,6.5857885615251295,5.83,-1.43,0.11,2.6,0.279,38,"-0.638160722",0.274,0.412,"0.638160722",0.006,0.0050000000000000044,-0.009,-0.001,28.7,"31.3"
2326,676440,"Bibee, Tanner",2326,100,0.23,0.123,0.287,0.353,0.285,0.297,0.235,122,530,88.5,16.2,2431,88.8,89.11,289,1097,1229,0.29999999999999716,6.53,111,149,117,149,298,316,292,"19.935","-19.935","69.0","7.3",585,394,83,26,0,13,141,24.1,45,7.7,2.21956,0.72299,0.0504,-0.18334,"91.7",162,38.07106598984771,6.091370558375635,4.102564102564102,6.37,-2.03,0.08,2.5,0.295,24,"-0.857050731",0.3,0.376,"0.857050731",-0.005,-0.0050000000000000044,-0.023,-0.012,26.3,"59.4"
2324,668933,"Ashcraft, Graham",2324,100,0.265,0.179,0.293,0.444,0.339,0.339,0.272,148,558,88.1,8.2,2573,93.1,92.28,250,1120,1204,-0.7999999999999972,5.69,112,148,123,149,292,321,293,"-8.352","8.352","69.0","6.9",623,450,98,23,4,23,111,17.8,51,8.2,2.28602,0.3526,-0.45162,-0.02552,"91.8",141,38.88888888888889,6.888888888888889,4.975922953451043,6.24,-1.38,0.12,2.4,0.337,31,"0.359380379",0.344,0.429,"-0.359380379",-0.007,-0.006999999999999951,0.015,0,22.3,"48.8"
2258,596133,"Weaver, Luke",2258,100,0.301,0.258,0.331,0.559,0.385,0.357,0.286,155,515,89.2,15.2,2229,89.4,88.74,231,1067,1191,-0.7000000000000028,5.82,112,148,121,149,295,322,293,"-35.557","35.557","70.3","7.0",563,410,83,40,3,29,109,19.4,40,7.1,2.04463,0.82584,0.40348,-0.04405,"91.8",176,41.951219512195124,9.75609756097561,7.104795737122557,5.75,-1.28,0.09,2.35,0.353,40,"1.574712135",0.34,0.494,"-1.574712135",0.015,0.012999999999999956,0.065,0.028,21.6,"47.0"
2235,656731,"Megill, Tylor",2235,100,0.282,0.158,0.325,0.44,0.35,0.365,0.283,141,500,89.4,11.1,2083,90.2,91.69,235,1004,1231,1.5,7.26,112,148,117,150,298,326,296,"-17.078","17.078","70.0","7.0",567,397,98,25,0,18,105,18.5,58,10.2,2.21523,0.63819,0.41302,-0.09426,"92.2",163,42.56926952141058,9.06801007556675,6.349206349206349,5.98,-1.61,0.11,2.25,0.362,36,"0.764116331",0.364,0.478,"-0.764116331",-0.001,-0.0020000000000000018,-0.038,-0.015,23.4,"41.4"
2232,543135,"Eovaldi, Nathan",2232,100,0.225,0.157,0.271,0.382,0.296,0.308,0.238,117,521,88.7,6.2,2021,89.3,90.18,282,1067,1165,0.9000000000000057,6.86,114,149,116,149,304,333,301,"16.413","-16.413","71.3","7.3",577,392,70,27,5,15,132,22.9,47,8.1,2.3947,0.51846,0.56475,0.10322,"92.2",138,43.11224489795919,7.908163265306123,5.37261698440208,5.52,-2.4,0.15,2.1,0.295,31,"-0.735349462",0.307,0.397,"0.735349462",-0.013,-0.01200000000000001,-0.015,-0.012,26.4,"32.8"
2223,527048,"Pérez, Martín",2223,100,0.274,0.166,0.295,0.441,0.335,0.337,0.271,150,547,88.1,10.4,1960,88.6,88,176,1008,1215,-0.5999999999999943,5.93,113,150,117,148,303,330,300,"-4.924","4.924","69.7","7.3",607,462,103,24,2,21,93,15.3,48,7.9,2.11669,0.80585,0.98289,-0.53407,"92.1",146,37.22943722943723,7.575757575757576,5.766062602965404,5.6,1.21,0.08,2.18,0.334,35,"0.221502474",0.333,0.447,"-0.221502474",0.003,0.0010000000000000009,-0.006,-0.002,17.5,"44.9"
2221,608379,"Wacha, Michael",2221,100,0.224,0.156,0.266,0.38,0.29,0.318,0.25,113,505,88.1,18.4,1857,85.8,86.19,262,1064,1157,0.4000000000000057,6.68,113,149,116,150,294,322,293,"13.834","-13.834","69.9","7.4",552,383,65,32,1,15,124,22.5,42,7.6,2.27693,0.89109,0.62021,-0.01231,"91.3",161,35.50913838120104,7.310704960835509,5.072463768115942,6.58,-1.55,-0.07,2.35,0.286,28,"-0.62287258",0.311,0.421,"0.62287258",-0.026,-0.025000000000000022,-0.041,-0.028,24.6,"53.1"
2219,425844,"Greinke, Zack",2219,100,0.283,0.186,0.3,0.469,0.333,0.345,0.291,158,559,89.2,11.7,2239,84.3,83.95,180,1038,1181,-0.29999999999999716,5.97,110,148,117,148,300,327,292,"-4.346","4.346","70.2","7.3",591,469,106,25,2,25,95,16.1,23,3.9,2.78951,0.47289,0.03903,-0.11504,"92.3",157,38.80597014925373,7.675906183368871,6.091370558375635,6.21,-1.38,0.01,2.08,0.313,36,"0.195853988",0.323,0.481,"-0.195853988",-0.008,-0.010000000000000009,-0.012,-0.012,17.3,"43.8"
2218,506433,"Darvish, Yu",2218,100,0.259,0.161,0.319,0.42,0.321,0.301,0.242,134,517,88.1,13.2,2506,87.8,88.12,259,1030,1187,0.29999999999999716,6.55,114,149,116,150,291,323,294,"-1.467","1.467","69.6","7.3",573,382,89,25,2,18,141,24.6,42,7.3,2.67517,0.34877,-0.10382,0.06123,"91.7",146,38.21989528795812,6.806282722513089,4.537521815008725,5.49,-2.09,0.11,2.23,0.321,26,"0.066140667",0.308,0.375,"-0.066140667",0.017,0.013000000000000012,0.045,0.02,25.1,"40.1"
2203,573186,"Stroman, Marcus",2203,100,0.231,0.104,0.283,0.335,0.285,0.318,0.264,120,519,90.3,3,2422,89.1,88.55,222,993,1210,-0.5999999999999943,5.78,112,149,115,151,299,324,294,"17.011","-17.011","71.3","7.2",575,401,84,27,0,9,119,20.7,52,9,2.61897,0.24791,0.2695,-0.19168,"92.1",127,41.39650872817955,4.987531172069826,3.4782608695652173,5.27,-0.93,0.08,1.93,0.304,20,"-0.772174308",0.335,0.387,"0.772174308",-0.033,-0.031000000000000028,-0.052,-0.033,22.4,"34.3"
2202,641585,"France, J.P.",2202,100,0.264,0.151,0.29,0.415,0.32,0.338,0.268,138,523,89.4,13,2421,86.7,86.52,217,989,1213,-0.20000000000000284,6.25,110,149,115,149,293,325,292,"-1.514","1.514","70.4","7.3",580,431,98,20,1,19,100,17.2,47,8.1,2.54894,0.55172,-0.08367,-0.26234,"92.0",157,38.74709976798144,8.120649651972158,6.0344827586206895,5.52,-1.46,0.07,2.37,0.323,35,"0.068755677",0.328,0.455,"-0.068755677",-0.004,-0.0050000000000000044,-0.04,-0.018,21.9,"42.2"
2177,656288,"Canning, Griffin",2177,100,0.245,0.185,0.297,0.43,0.315,0.309,0.236,121,493,90.7,12.7,2280,90.1,89.58,306,1053,1124,-0.5,5.96,112,149,118,148,301,329,300,"3.077","-3.077","69.4","7.3",535,356,77,19,3,22,139,26,35,6.5,2.45298,0.37631,0.37565,-0.05319,"92.1",148,42.41573033707865,9.831460674157304,6.5420560747663545,5.82,-1.12,0.12,2.34,0.301,35,"-0.141341295",0.295,0.421,"0.141341295",0.009,0.006000000000000005,0.009,0.006,29.1,"45.5"
2160,596295,"Gomber, Austin",2160,100,0.298,0.216,0.314,0.514,0.369,0.362,0.293,164,551,89.5,11.9,2178,85.6,86.49,196,1027,1133,0.9000000000000057,6.65,109,149,124,146,304,330,300,"-21.708","21.708","71.8","7.3",601,470,100,35,3,26,86,14.3,42,7,2.39633,0.72722,0.22944,-0.19434,"92.7",165,44.25531914893617,8.936170212765958,6.988352745424292,6.6,1.57,-0.09,2.38,0.35,42,"1.005",0.346,0.5,"-1.005",0.005,0.0040000000000000036,0.014,0.007,19.1,"53.8"
2147,663623,"Irvin, Jake",2147,100,0.255,0.175,0.281,0.431,0.335,0.344,0.258,118,462,90.1,14.3,2333,89.8,90.69,168,938,1209,0.9000000000000057,6.78,115,147,115,148,305,329,308,"-7.487","7.487","70.8","7.0",530,369,79,17,2,20,99,18.7,54,10.2,2.32825,0.53911,0.45654,-0.05014,"91.9",162,39.56639566395664,10.29810298102981,7.169811320754717,5.88,-2.04,0.16,2.49,0.34,38,"0.348719143",0.345,0.446,"-0.348719143",-0.003,-0.004999999999999949,-0.015,-0.009,17.9,"31.8"
2134,671106,"Allen, Logan",2134,100,0.263,0.157,0.317,0.42,0.326,0.323,0.257,127,483,88.2,12.1,1920,86.1,86.45,244,1018,1116,0.4000000000000057,6.5,107,151,116,147,298,316,292,"-2.749","2.749","70.2","7.4",537,368,83,28,0,16,119,22.2,48,8.9,2.42647,0.68846,-0.13407,-0.00097,"91.6",150,39.130434782608695,7.608695652173914,5.21415270018622,5.23,2.25,0.01,2.28,0.33,28,"0.128819119",0.325,0.413,"-0.128819119",0.006,0.0050000000000000044,0.007,0.003,24,"43.4"
2108,543294,"Hendricks, Kyle",2108,100,0.255,0.138,0.284,0.393,0.296,0.313,0.269,138,542,84.6,10.9,2131,84.3,83.53,208,984,1123,-0.7999999999999972,5.67,112,150,114,151,300,324,295,"10.285","-10.285","69.5","7.4",578,454,92,30,3,13,93,16.1,27,4.7,2.5197,0.69998,0.75222,-0.05905,"91.6",145,31.497797356828194,6.167400881057269,4.844290657439446,6.07,-2.62,-0.27,2.15,0.293,28,"-0.487903226",0.307,0.413,"0.487903226",-0.014,-0.014000000000000012,-0.02,-0.017,21.1,"45.4"
2104,680570,"Rodriguez, Grayson",2104,100,0.259,0.158,0.323,0.418,0.32,0.316,0.255,121,467,89.8,10.4,2223,90.4,91.61,279,1060,1044,1.1999999999999886,7.13,109,149,119,149,300,325,296,"0.405","-0.405","69.2","7.0",515,341,83,18,4,16,129,25,42,8.2,2.1488,0.71055,0.49745,-0.12392,"91.4",160,43.6950146627566,7.331378299120235,4.854368932038835,5.78,-2.41,0.02,2.51,0.321,25,"-0.019249049",0.318,0.406,"0.019249049",0.004,0.0030000000000000027,0.012,0.004,26.3,"42.4"
2100,605182,"Clevinger, Mike",2100,100,0.244,0.163,0.282,0.407,0.312,0.312,0.239,121,496,87.8,21.2,2201,88.1,88.84,239,1031,1069,0.7000000000000028,6.73,113,149,112,148,293,322,296,"4.66","-4.66","69.0","7.2",549,390,75,27,3,16,110,20,40,7.3,2.24538,0.74637,0.08173,-0.29214,"91.4",171,35.8974358974359,7.179487179487179,5.100182149362477,5.78,-1.59,0.03,2.28,0.31,28,"-0.221904762",0.307,0.403,"0.221904762",0.005,0.0030000000000000027,0.004,0,23.2,"44.9"
2099,676710,"Crawford, Kutter",2099,100,0.221,0.167,0.269,0.388,0.29,0.28,0.208,107,484,87.8,20.4,2301,88.2,88.01,295,1099,1000,-0.20000000000000284,6.2,110,149,117,149,290,327,291,"9.493","-9.493","70.1","7.2",527,351,62,26,2,17,135,25.6,36,6.8,2.17928,0.78958,0.07868,-0.15204,"91.2",170,35.32763532763533,7.6923076923076925,5.1233396584440225,5.95,-1.19,0.21,2.54,0.281,27,"-0.452262982",0.269,0.374,"0.452262982",0.013,0.01200000000000001,0.014,0.01,26.8,"48.1"
2095,682243,"Miller, Bryce",2095,100,0.248,0.18,0.29,0.427,0.309,0.337,0.27,124,501,90.3,17.7,2481,91.6,91.63,269,1107,987,0,6.25,111,148,120,147,292,321,296,"4.928","-4.928","71.1","7.1",537,385,70,36,0,18,119,22.2,26,4.8,1.75019,0.99261,0.18978,-0.04434,"91.8",176,42.077922077922075,10.909090909090908,7.82122905027933,5.64,-1,0.15,2.52,0.293,42,"-0.23522673",0.315,0.468,"0.23522673",-0.022,-0.02200000000000002,-0.041,-0.028,24.3,"46.0"
2094,660271,"Ohtani, Shohei",2094,100,0.184,0.149,0.24,0.333,0.277,0.302,0.206,85,463,86.4,11.5,2294,89.4,90.28,301,977,1117,0.8999999999999915,6.87,112,149,115,148,299,328,300,"13.922","-13.922","69.4","7.3",531,297,52,15,0,18,167,31.5,55,10.4,2.35068,0.55835,-0.33006,-0.01924,"91.2",154,35.01683501683502,10.1010101010101,5.649717514124294,5.69,-2.23,0.11,2.24,0.285,30,"-0.664851958",0.305,0.377,"0.664851958",-0.022,-0.020000000000000018,-0.044,-0.025,30.8,"35.6"
2089,668881,"Greene, Hunter",2089,100,0.253,0.224,0.342,0.477,0.348,0.301,0.216,111,438,89.2,16.4,2322,93.5,93.5,315,1027,1061,0,6.33,112,147,121,149,293,322,296,"-10.214","10.214","68.3","7.1",497,290,55,33,4,19,152,30.6,47,9.5,1.80832,0.83251,0.4328,-0.075,"91.5",175,44.13793103448276,8.96551724137931,5.23138832997988,5.95,-2.47,0.11,2.43,0.335,26,"0.488942078",0.303,0.383,"-0.488942078",0.037,0.03200000000000003,0.094,0.047,30.7,"29.1"
