Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Drew Millas","WSN",35.73,126.41,115.615,27.6758,20.2165,5.39359,0.431449,1.63421,11.9718,11.205,8.76979,0.673806,21.803,0.658616,0.831378,0.534885,2.41961,2.64294,0.823797,0.239378,0.0693758,0.172479,0.402228,0.29477,0.335897,0.276983,0.630667,0.0965192,4.52987,0.279988,,-0.0000299795,11.2342,-3.70216,75.3476,-0.0000299795,-0.28,-3.693497834950904,2.4769444167613983,0.305826,999,,,,,,,107,2.972222222,107,2.972222222,,,,,,,,,,,,,,,,,,,"Drew Millas","25643",686452
"Nathaniel Lowe","CIN",51.355,201.471,176.869,44.3077,30.5687,7.00397,0.398631,6.33632,23.1248,22.9122,21.9238,0.520911,48.4365,1.22518,1.24057,0.212396,4.44328,0.54764,0.166317,0.250511,0.108819,0.240414,0.45263,0.335174,0.402093,0.323649,0.737267,0.151582,2.58053,0.307867,,-0.30977,25.5382,1.73289,102.415,-0.30977,0.13,0.2668936848640442,-4.129770398139954,0.290579,999,,,,,,,217,4.25490196,217,4.25490196,,,,,,,,,,,,,,,,,,,"Nathaniel Lowe","19566",663993
"Daniel Schneemann","CLE",51.388,194.607,173.942,37.1967,24.5312,7.31901,0.578746,4.7677,20.7988,18.2659,17.816,0.218668,52.5989,1.04703,1.18181,0.620198,3.36638,3.58923,1.15564,0.213845,0.0915485,0.270283,0.338714,0.288987,0.344806,0.280565,0.633793,0.130961,4.56626,0.275389,,-0.0404413,17.8609,-5.13344,78.9994,-0.0404413,0.46,-4.85728482156992,0.9992567598819733,0.29057,999,,,,,,,168,3.294117647,168,3.294117647,,,,,,,,,,,,,,,,,,,"Daniel Schneemann","25180",682177
"Alex Call","LAD",45.972,173.248,150.71,34.6633,23.5386,7.07061,0.459933,3.59419,20.7237,15.9702,17.3401,0.17623,31.9043,2.29505,1.35782,1.5453,3.14035,2.93528,1.04551,0.230001,0.100088,0.184154,0.543503,0.316235,0.354565,0.298498,0.6708,0.124564,4.61791,0.26653,,-0.124954,18.423,-2.04763,90.575,-0.124954,-0.02,-2.060241498053074,-0.8713333196938038,0.289793,999,,,,,,,162.8,3.539130434,162.8,3.539130434,,,,,,,,,,,,,,,,,,,"Alex Call","19296",669743
"Will Benson","CIN",61.949,228.898,203.226,43.9609,25.0833,9.26642,1.25025,8.36096,28.2723,25.6528,21.861,0.773726,71.0697,1.93266,1.4786,0.400195,2.57089,6.76259,1.86572,0.216316,0.0955054,0.310486,0.3076,0.296522,0.39764,0.301802,0.694162,0.181325,5.82097,0.284178,,0.270913,24.9547,-2.09132,87.4491,0.270913,0.57,-3.1340381801128387,-1.7005073428153992,0.284526,999,,,,,,,230.1,3.711290322,230.1,3.711290322,,,,,,,,,,,,,,,,,,,"Will Benson","21853",666181
"Tom Murphy",,16.905,63.698,56.9434,12.5212,7.60995,2.46396,0.110473,2.33684,7.04937,7.80497,5.28262,0.00934704,18.7244,0.51665,0.385854,0.085319,1.04617,0.380787,0.116266,0.219889,0.0829323,0.293955,0.282125,0.29021,0.390154,0.297144,0.680364,0.170265,3.29973,0.280809,,-0.0599173,6.70352,-0.822886,88.8305,-0.0599173,0.21,-0.9008203074336052,1.5143981724977493,0.283344,999,,,,,,,58.4,3.435294117,58.4,3.435294117,,,,,,,,,,,,,,,,,,,"Tom Murphy","13499",608596
"Rafael Marchán","PHI",44.971,159.568,144.319,32.0521,22.7652,6.49832,0.357875,2.43071,14.7015,14.6397,11.4336,0.281623,27.2163,1.92452,1.09003,0.801069,3.19678,0.742936,0.256516,0.222093,0.0716534,0.170562,0.420101,0.286018,0.322608,0.270337,0.608626,0.100515,3.04623,0.255882,,-0.193076,13.3199,-5.53432,69.1641,-0.193076,0,-6.024793818593025,3.469984531402588,0.281774,999,,,,,,,112.3,2.495555555,112.3,2.495555555,,,,,,,,,,,,,,,,,,,"Rafael Marchan","21646",665561
"Anthony Santander","TOR",29.318,125.112,111.429,25.6778,14.3473,4.98106,0.113542,6.23586,15.1625,17.579,11.2554,0.374127,27.3116,1.37479,0.936493,0.116444,1.86037,0.355282,0.0906796,0.230441,0.0899628,0.218297,0.412112,0.306475,0.445069,0.323365,0.751543,0.214628,2.48741,0.246669,,-0.141705,15.8302,1.04723,107.901,-0.141705,0,1.0234022289514542,-2.60152006149292,0.279112,727.7100219726562,,,,,,,141.5,4.879310344,141.5,4.879310344,,,,,,,,,,,,,,,,,,,"Anthony Santander","14551",623993
"Andrew Knizner","SEA",30.169,107.887,97.2766,20.392,14.733,3.64643,0.227705,1.78478,9.6697,9.46829,7.46725,0.0696896,23.1288,1.92103,0.63357,0.45336,2.19691,0.413377,0.128095,0.209629,0.0692136,0.21438,0.322855,0.277546,0.306838,0.261735,0.584383,0.0972091,2.96924,0.254905,,-0.128563,8.25235,-4.49533,71.3747,-0.128563,0.42,-3.768477439880371,2.747854858636856,0.275494,999,,,,,,,72.4,2.413333333,72.4,2.413333333,,,,,,,,,,,,,,,,,,,"Andrew Knizner","19514",668800
"Christian Vázquez","HOU",31.015,114.121,103.194,23.1606,17.336,3.8394,0.0507811,1.93451,10.8074,10.1124,7.04384,0.0821238,22.4815,0.775745,0.795633,0.905791,2.22843,1.39174,0.429817,0.224438,0.0617226,0.196997,0.313317,0.277081,0.318867,0.264037,0.595949,0.0944289,3.42476,0.266749,,-0.0631958,8.94248,-4.54179,67.0043,-0.0631958,0.87,-4.501276567578316,3.263132691383362,0.275192,999,,,,,,,82.1,2.648387096,82.1,2.648387096,,,,,,,,,,,,,,,,,,,"Christian Vazquez","9774",543877
"Walker Jenkins","MIN",26.006,106.674,95.9605,23.7382,16.0059,4.90224,0.539493,2.29058,12.3789,10.5126,8.64295,0.196215,22.8553,1.16494,0.73732,0.168323,1.8282,2.02568,0.597336,0.247375,0.0810221,0.214254,0.37816,0.31497,0.381315,0.30538,0.696286,0.13394,4.94382,0.29975,,-0.00860362,11.9396,-0.664709,94.1509,-0.00860362,0,-0.7439964292570949,-0.2407963126897812,0.274888,999,,,,,,,108.4,4.169230769,108.4,4.169230769,,,,,,,,,,,,,,,,,,,"Walker Jenkins","sa3022894",805805
"Ryan Waldschmidt","ARI",40.074,161.21,143.684,35.4813,24.2866,7.14554,0.657335,3.39179,18.837,16.7712,14.0212,0.533531,35.1545,2.13429,1.08845,0.282199,2.7397,3.67147,1.2128,0.24694,0.0869747,0.218067,0.398844,0.320869,0.376639,0.306722,0.697508,0.129699,5.05306,0.302087,,-0.0258313,18.2192,-0.828958,94.7152,-0.0258313,0,-1.0355920400470495,-1.7097657918930054,0.267868,999,,,,,,,159,3.975,159,3.975,,,,,,,,,,,,,,,,,,,"Ryan Waldschmidt","sa3025261",814439
"Colby Thomas","ATH",67.856,262.209,241.794,55.3275,32.7086,12.8156,0.709272,9.09404,30.7802,29.2976,14.2309,0.0111177,81.6969,3.75376,1.82282,0.607809,3.33135,4.78256,1.20805,0.228821,0.0542731,0.311572,0.174191,0.280244,0.400522,0.294745,0.680766,0.171701,5.00924,0.302524,,0.12721,27.084,-3.89802,84.7632,0.12721,0.18,-4.58164219558239,-1.8294160962104797,0.267419,746.75,,,,,,,254.7,3.745588235,254.7,3.745588235,,,,,,,,,,,,,,,,,,,"Colby Thomas","31855",687515
"Everson Pereira","CHW",56.962,218.843,198.808,43.8718,27.4228,8.28393,0.598674,7.56641,24.4953,24.0627,16.3152,0.175094,69.1374,2.25625,1.14225,0.321075,3.40995,3.55782,0.996693,0.220674,0.0745521,0.315922,0.235982,0.285753,0.382541,0.291846,0.668294,0.161867,4.56074,0.294575,,0.000917249,22.0895,-3.76845,85.3283,0.000917249,0.69,-3.783386416034773,-1.1531551480293274,0.26557,999,,,,,,,210.3,3.689473684,210.3,3.689473684,,,,,,,,,,,,,,,,,,,"Everson Pereira","23695",677592
"Andy Ibáñez","ATH",53.693,185.52,170.258,40.7679,27.6999,8.60153,0.382064,4.08446,19.8678,18.3119,11.8187,0.0477139,36.5128,1.7696,1.24513,0.428505,3.09065,2.52762,0.857276,0.239448,0.0637058,0.196813,0.323687,0.293672,0.366426,0.289421,0.660098,0.126978,4.06729,0.280227,,-0.117802,18.3608,-3.55984,81.0958,-0.117802,0.36,-4.251335024833679,0.4117872156202793,0.260462,999,,,,,,,168.2,3.114814814,168.2,3.114814814,,,,,,,,,,,,,,,,,,,"Andy Ibanez","18819",628451
"Sam Haggerty","TEX",59.191,216.975,194.483,47.1028,33.9222,8.90357,1.4803,2.79671,26.9263,15.9178,17.5148,0.380097,47.704,2.5211,1.25343,1.20272,3.53078,11.5366,2.88526,0.242195,0.0807225,0.219859,0.367155,0.311155,0.346339,0.291527,0.657494,0.104144,6.67801,0.305063,,0.772048,21.8448,-3.79251,86.771,0.772048,-0.17,-2.6109989881515503,-2.333413764834404,0.258187,999,,,,,,,206.6,3.501694915,206.6,3.501694915,,,,,,,,,,,,,,,,,,,"Sam Haggerty","18054",664059
"José Fermín","STL",46.244,160.199,141.71,33.7486,24.163,6.77243,0.360752,2.45242,17.2514,13.5086,13.6537,0.544649,20.5744,2.52156,1.14223,1.17178,3.2522,4.53522,1.43948,0.238153,0.0852294,0.12843,0.663624,0.313933,0.342953,0.291858,0.656886,0.1048,4.75387,0.261182,,0.0548449,16.1717,-2.75708,87.665,0.0548449,-0.31,-2.287193287163973,-0.5240926146507263,0.257682,999,,,,,,,145.2,3.156521739,145.2,3.156521739,,,,,,,,,,,,,,,,,,,"Jose Fermin","21746",665877
"Alan Roden","MIN",48.413,178.847,160.175,39.9867,28.7367,7.90215,0.742064,2.6058,19.7026,15.9704,13.7738,0.534508,30.4209,3.49294,1.16662,0.23853,4.0284,2.86666,0.870534,0.249644,0.0770143,0.170094,0.452774,0.320553,0.357049,0.299948,0.677602,0.107405,4.75172,0.291321,,-0.0833373,19.2288,-1.9033,90.4085,-0.0833373,0.9,-2.105148769915104,-1.5341461896896362,0.257452,999,,,,,,,175,3.645833333,175,3.645833333,,,,,,,,,,,,,,,,,,,"Alan Roden","31564",702176
"Jose Iglesias",,45.698,159.418,145.188,37.5713,28.6148,7.09972,0.319319,1.53751,16.1138,14.4097,7.72994,0.102271,27.4177,2.29842,0.892537,0.830797,4.09951,1.80642,0.672625,0.258777,0.0484885,0.171987,0.281932,0.304913,0.343845,0.286598,0.648759,0.0850682,3.8896,0.307652,,-0.168603,15.412,-3.42444,81.586,-0.168603,-0.46,-3.6381338834762573,0.7153600752353668,0.25298,999,,,,,,,137.9,2.997826086,137.9,2.997826086,,,,,,,,,,,,,,,,,,,"Jose Iglesias","10231",578428
"Kyle Isbel","KCR",117.837,443.761,401.58,92.1673,63.935,17.3379,4.37289,6.52146,48.2855,35.1836,27.9448,0.564855,88.3762,3.90915,2.75118,7.57602,8.32887,9.3985,2.91964,0.229512,0.0629727,0.199153,0.316203,0.284332,0.343183,0.275686,0.627515,0.113671,6.05075,0.276783,,0.0554199,38.9699,-13.4639,71.4367,0.0554199,0.25,-14.883893992751837,2.068472146987915,0.251495,999,,,,,,,355.8,3.015254237,355.8,3.015254237,,,,,,,,,,,,,,,,,,,"Kyle Isbel","21614",664728
"Matt Vierling","DET",63.99,252.663,228.365,54.0994,37.3171,10.3162,0.874426,5.59165,27.1593,24.5849,19.4497,0.18479,56.5282,2.34886,2.00984,0.489702,4.57805,2.95607,0.911289,0.236899,0.076979,0.223729,0.344072,0.300975,0.363188,0.292235,0.664163,0.126289,4.13636,0.288299,,-0.171018,25.5831,-4.27101,85.6027,-0.171018,-0.7,-4.458419039845467,-1.8109375834465027,0.248302,999,,,,,,,231.4,3.615625,231.4,3.615625,,,,,,,,,,,,,,,,,,,"Matt Vierling","21558",663837
"Sung-Mun Song","SDP",65.831,261.882,240.744,53.9329,35.8898,11.6521,0.511606,5.87936,26.3771,26.0574,18.1212,0.760717,53.7175,0.814604,1.75121,0.450637,4.23813,4.19693,1.18166,0.224026,0.069196,0.205121,0.337342,0.27873,0.349941,0.274826,0.628671,0.125915,4.20239,0.262733,,-0.00144332,22.815,-8.12842,77.5884,-0.00144332,0,-6.95766776567325,0.6690142154693604,0.248028,999,,,,,,,220.1,3.334848484,220.1,3.334848484,,,,,,,,,,,,,,,,,,,"Sung-Mun Song","sa3012529",823550
"Taylor Walls","TBR",85.159,324.396,288.564,60.3971,40.7515,13.023,1.61142,5.01116,35.3287,25.3375,29.9346,0.361773,76.9186,1.26554,2.71093,1.56804,3.71856,14.6822,4.03943,0.209302,0.0922778,0.237113,0.389172,0.284044,0.317699,0.268196,0.601743,0.108396,6.05601,0.264568,,0.809616,26.515,-11.8149,68.4118,0.809616,-0.75,-11.267760157585144,2.5201737880706787,0.24735,999,,,,,,,253.4,2.98117647,253.4,2.98117647,,,,,,,,,,,,,,,,,,,"Taylor Walls","22458",670764
"Blake Perkins","MIL",55.289,212.158,189.481,40.402,27.6337,7.83662,1.12286,3.80878,22.2165,18.3812,19.2236,0.319489,58.1512,1.36048,1.33445,0.758611,3.00618,6.69332,1.86609,0.213225,0.0906098,0.274094,0.330579,0.288488,0.326739,0.273777,0.615226,0.113514,5.72614,0.283987,,0.258261,18.3024,-6.76574,73.8858,0.258261,0.8,-6.308192610740662,1.653225302696228,0.245916,999,,,,,,,169.2,3.076363636,169.2,3.076363636,,,,,,,,,,,,,,,,,,,"Blake Perkins","19921",663368
"Jeremiah Jackson","BAL",56.535,227.231,212.415,49.1278,32.0062,9.96057,0.884704,6.2763,24.9334,23.8327,11.5743,0.050009,54.0206,1.38303,1.57211,0.286895,3.71907,4.07198,1.34071,0.231282,0.0509363,0.237734,0.214257,0.27357,0.375147,0.281493,0.648717,0.143864,5.00549,0.278818,,-0.0311537,21.0263,-5.8228,79.8985,-0.0311537,-0.49,-5.414698671549559,-0.053773194551467896,0.240685,999,,,,,,,197.3,3.461403508,197.3,3.461403508,,,,,,,,,,,,,,,,,,,"Jeremiah Jackson","22239",669236
"Juan Brito","CLE",28.416,113.407,101.419,23.3079,15.3058,5.35678,0.296793,2.34854,11.7401,11.0029,9.80358,0.430683,22.4353,0.940044,0.86395,0.380696,1.84013,1.55331,0.555341,0.229818,0.086446,0.19783,0.436971,0.301271,0.35796,0.289777,0.659231,0.128142,3.90734,0.270447,,-0.0858865,11.2565,-2.14339,85.3445,-0.0858865,0,-2.044785253703594,0.4385184943675995,0.235014,999,,,,,,,95.1,3.396428571,95.1,3.396428571,,,,,,,,,,,,,,,,,,,"Juan Brito","sa3009808",682877
"Noelvi Marte","CIN",123.242,508.631,469.625,116.649,76.9635,22.5734,1.39886,15.7128,59.8038,56.8959,30.5093,1.26522,117.465,4.72127,3.1582,0.616889,8.71596,14.4416,4.31268,0.248386,0.0599832,0.230944,0.259731,0.298966,0.402785,0.303967,0.701751,0.154398,5.15321,0.297215,,0.389893,56.3455,-3.75322,88.9319,0.389893,-2.71,-6.282327711582184,-8.415647983551025,0.227574,139.57000732421875,,,,,,,531.4,4.320325203,531.4,4.320325203,,,,,,,,,,,,,,,,,,,"Noelvi Marte","26517",682622
"Joshua Báez","STL",29.661,92.966,83.4875,19.7924,11.6209,4.78939,0.299888,3.08228,11.4859,10.7534,7.26857,0.318175,26.794,1.38973,0.686112,0.134111,0.902902,3.70194,0.581039,0.237071,0.0781852,0.288212,0.271276,0.306476,0.412378,0.311469,0.718854,0.175308,5.89742,0.307752,,0.370667,10.8649,-0.119733,101.099,0.370667,0,0.49178915470838547,-1.3731944561004639,0.226274,999,,,,,,,100.5,3.35,100.5,3.35,,,,,,,,,,,,,,,,,,,"Joshua Baez","sa3017022",695491
"Javier Báez","DET",92.3,353.908,329.838,75.3342,52.0057,13.9038,0.660749,8.76397,35.5007,36.9437,13.2154,0.0890503,88.8212,4.59743,2.51119,0.537015,6.91913,5.37999,1.52907,0.228398,0.0373413,0.250973,0.148786,0.266011,0.354269,0.270219,0.62028,0.125872,4.37042,0.283562,,-0.0105157,29.5085,-12.3084,70.437,-0.0105157,0.03,-12.341885107569396,2.3273914139717817,0.221654,746.7000122070312,,,,,,,278.8,3.030434782,278.8,3.030434782,,,,,,,,,,,,,,,,,,,"Javier Baez","12979",595879
"Nick Castellanos","SDP",82.957,334.475,308.852,76.513,50.957,13.7189,2.01945,9.81763,37.2713,38.3764,19.4893,0.300874,77.7601,2.84063,2.92188,0.371156,5.56456,2.64367,0.777867,0.247733,0.0582684,0.232484,0.250634,0.295845,0.400592,0.301562,0.696437,0.152859,4.3496,0.297486,,-0.271647,36.3996,-3.12121,95.9032,-0.271647,-0.41,-1.895723670721054,-7.1491691172122955,0.213135,581.3900146484375,,,,,,,337.1,4.061445783,337.1,4.061445783,,,,,,,,,,,,,,,,,,,"Nick Castellanos","11737",592206
"Riley Adams","WSN",24.409,91.1,82.1337,16.9514,10.6369,3.2862,0.249378,2.77897,8.73004,10.0669,6.43178,0.0705588,31.1304,1.83352,0.472254,0.222077,1.54717,0.288816,0.101401,0.206388,0.0706013,0.341716,0.206608,0.277499,0.353975,0.278413,0.631474,0.147587,3.0314,0.291036,,-0.108083,8.20192,-2.56225,76.3274,-0.108083,-0.17,-2.6640663892030716,1.7134104520082474,0.212837,999,,,,,,,74.1,3.0875,74.1,3.0875,,,,,,,,,,,,,,,,,,,"Riley Adams","19864",656180
"David Hamilton","MIL",53.401,186.475,169.852,35.2905,22.681,6.61012,1.41801,4.58128,23.5539,15.4953,13.6721,0.265555,50.3659,1.00818,1.04107,0.902151,1.10903,14.7726,3.00218,0.207772,0.0733187,0.270095,0.271456,0.269278,0.344303,0.269113,0.613582,0.136531,7.98015,0.264859,,1.48018,15.3806,-6.65285,70.6908,1.48018,-0.02,-4.997501373291016,0.8651331476867199,0.211961,737.47998046875,,,,,,,164.1,3.096226415,164.1,3.096226415,,,,,,,,,,,,,,,,,,,"David Hamilton","27531",666152
"Michael Massey","KCR",70.822,280.666,260.061,61.1158,40.289,13.0444,0.83579,6.9467,27.3244,31.9559,13.9163,0.454811,52.2515,2.86132,2.73882,1.08838,4.02687,2.12446,0.61911,0.235006,0.0495832,0.18617,0.266333,0.278611,0.371728,0.282078,0.650339,0.136722,3.73011,0.266054,,-0.202377,26.1039,-7.05894,75.8399,-0.202377,-0.06,-8.1944899559021,0.5471844710409641,0.205931,999,,,,,,,242.8,3.419718309,242.8,3.419718309,,,,,,,,,,,,,,,,,,,"Michael Massey","27684",686681
"Hyeseong Kim","LAD",47.1,164.611,152.755,37.0261,27.043,6.70338,1.02311,2.25657,19.8611,14.2845,9.54,0.283961,37.501,0.850493,1.08092,0.384429,2.79504,6.19976,1.34132,0.242389,0.0579548,0.227816,0.254393,0.288727,0.343985,0.277465,0.632711,0.101596,6.44092,0.304786,,0.445406,14.6935,-4.75653,76.1669,0.445406,0,-4.204382807016373,0.7268518209457397,0.204535,724.3400268554688,,,,,,,140.6,2.991489361,140.6,2.991489361,,,,,,,,,,,,,,,,,,,"Hyeseong Kim","35322",808975
"Pavin Smith","ARI",98.925,398.331,349.118,80.6996,51.5039,16.2602,1.22736,11.7082,45.3292,46.5758,43.953,1.32597,100.488,2.05772,2.80689,0.395281,7.26193,2.18724,0.687931,0.231153,0.110343,0.252273,0.437395,0.318419,0.385368,0.309032,0.703787,0.154215,3.38296,0.287789,,-0.479279,45.7648,-1.30109,96.2978,-0.479279,-0.22,-2.227113723754883,-9.02742549777031,0.204423,999,,,,,,,408.5,4.126262626,408.5,4.126262626,,,,,,,,,,,,,,,,,,,"Pavin Smith","19892",656976
"Jesus Rodriguez","SFG",13.029,49.896,45.6053,12.0423,8.92903,2.21161,0.195752,0.70595,5.60471,4.70719,3.49019,0.263334,7.75972,0.397085,0.325991,0.0774114,1.07378,0.898854,0.294759,0.264056,0.0699493,0.155518,0.449783,0.319753,0.367574,0.300965,0.687326,0.103518,4.53063,0.302581,,-0.0238086,5.40581,-0.489783,94.1492,-0.0238086,-0.15,-0.36981068924069405,0.6944722235202789,0.203061,999,,,,,,,47.3,3.638461538,47.3,3.638461538,,,,,,,,,,,,,,,,,,,"Jesus Rodriguez","sa3008916",683679
"Derek Hill","CHW",36.666,135.839,125.046,28.5141,19.4494,5.24931,0.606307,3.20907,15.0508,11.6332,7.53926,0.0661088,39.2904,1.25998,0.688398,1.30524,2.1988,4.02293,1.16925,0.228029,0.0555014,0.289242,0.191886,0.277353,0.356694,0.277468,0.634047,0.128665,5.66406,0.304019,,0.139706,12.1256,-3.92485,75.4239,0.139706,1.08,-3.794984057545662,1.0800000245823433,0.200571,999,,,,,,,117.6,3.178378378,117.6,3.178378378,,,,,,,,,,,,,,,,,,,"Derek Hill","16947",656537
"Joey Loperfido","HOU",95.51,350.993,319.707,73.7255,49.0375,14.6354,2.07146,7.98119,39.3205,33.2082,22.0824,1.25233,100.747,5.30116,2.25983,1.64221,5.53819,6.7066,1.95591,0.230603,0.0629142,0.287035,0.219187,0.28942,0.364231,0.285462,0.653651,0.133628,5.41795,0.308313,,0.0441014,33.6094,-7.86316,81.7635,0.0441014,1.54,-7.500080417841673,-2.6319422721862793,0.199365,999,,,,,,,313.2,3.2625,313.2,3.2625,,,,,,,,,,,,,,,,,,,"Joey Loperfido","29630",694388
"Max Kepler",,34.082,134.902,120.509,27.7397,17.3013,5.79297,0.359286,4.28621,14.4639,15.9062,11.8777,0.515299,27.4525,1.26032,1.03571,0.211539,2.27256,0.424556,0.133614,0.230188,0.0880469,0.203499,0.432664,0.303511,0.390924,0.30252,0.694435,0.160736,2.99687,0.261157,,-0.167354,14.7858,-1.15392,92.5235,-0.167354,0.32,-1.3594287931919098,-1.257870376110077,0.199342,999,,,,,,,129.8,3.817647058,129.8,3.817647058,,,,,,,,,,,,,,,,,,,"Max Kepler","12144",596146
"Dane Myers","CIN",63.302,236.008,216.516,51.4747,36.6839,8.75917,0.57531,5.45632,25.9816,22.4733,15.0406,0.0746257,58.6023,2.59742,1.53383,0.320508,4.0881,7.43323,2.06757,0.237741,0.0637292,0.248307,0.256655,0.293239,0.359113,0.286865,0.652352,0.121371,5.02101,0.298839,,0.281815,22.8677,-5.01848,77.2167,0.281815,-0.13,-6.0911016166210175,0.15731841325759888,0.196262,999,,,,,,,209.1,3.319047619,209.1,3.319047619,,,,,,,,,,,,,,,,,,,"Dane Myers","22054",667472
"Nathan Church","STL",53.092,184.762,169.916,40.9755,30.0908,7.67066,0.699778,2.51428,18.2147,16.1769,10.39,0.562951,27.4434,2.08132,1.31864,1.05647,3.94593,3.60436,1.14448,0.241152,0.0562348,0.148534,0.378599,0.290938,0.338924,0.276753,0.629862,0.0977725,4.63613,0.272241,,-0.0250791,16.3854,-5.44563,77.3179,-0.0250791,1.97,-4.992028066888452,0.7551448345184326,0.195437,999,,,,,,,157.5,2.971698113,157.5,2.971698113,,,,,,,,,,,,,,,,,,,"Nathan Church","31357",701675
"Dylan Moore","PHI",45.867,162.558,143.12,29.6815,17.103,6.01224,0.69381,5.87245,21.4909,16.8195,14.7275,0.157746,49.6194,3.18196,1.02633,0.347043,1.32333,8.63256,2.22372,0.207389,0.0905984,0.305241,0.296809,0.29367,0.382188,0.296826,0.675858,0.174799,6.69706,0.26856,,0.58576,17.0656,-2.14189,87.3103,0.58576,-0.23,-1.8590981364250183,-1.64564810693264,0.194762,999,,,,,,,170,3.695652173,170,3.695652173,,,,,,,,,,,,,,,,,,,"Dylan Moore","18042",664238
"Jesse Winker",,58.054,229.273,197.446,45.8657,30.7116,8.77091,0.430039,5.95313,26.531,22.9021,27.0645,0.946411,49.7747,2.58534,1.45289,0.723788,4.21949,3.60547,1.02464,0.232294,0.118045,0.217098,0.54374,0.330413,0.371524,0.31115,0.701936,0.139229,4.05873,0.278774,,-0.0907551,26.7358,-0.354598,98.4521,-0.0907551,-0.49,-0.5102047324180603,-5.3495519161224365,0.194376,999,,,,,,,237.9,4.101724137,237.9,4.101724137,,,,,,,,,,,,,,,,,,,"Jesse Winker","13590",608385
"Heriberto Hernández","MIA",83.2,334.705,296.926,66.6177,40.3749,14.2085,0.984652,11.0497,36.305,38.4469,30.6844,1.05569,100.831,3.44741,2.24654,1.40059,5.54651,2.90781,0.903972,0.224358,0.0916758,0.301253,0.304316,0.302275,0.390483,0.302381,0.692758,0.166125,3.75068,0.296692,,-0.273529,36.6473,-2.90068,91.3848,-0.273529,0.95,-3.691134423017502,-5.5767486691474915,0.191103,999,,,,,,,332.8,4.009638554,332.8,4.009638554,,,,,,,,,,,,,,,,,,,"Heriberto Hernandez","24878",681715
"CJ Kayfus","CLE",75.936,295.242,264.899,61.2857,38.9555,13.0214,1.60255,7.70619,32.7519,30.6047,24.0946,0.332682,82.6512,3.70576,1.8653,0.677738,4.60479,2.96093,1.00298,0.231355,0.0816095,0.279944,0.291521,0.302433,0.379884,0.299165,0.682317,0.148529,4.53045,0.303727,,-0.257054,31.5556,-3.32955,91.812,-0.257054,-0.46,-3.1062943637371063,-5.209083527326584,0.188907,999,,,,,,,287.8,3.786842105,287.8,3.786842105,,,,,,,,,,,,,,,,,,,"CJ Kayfus","33704",692216
"Justyn-Henry Malloy","TBR",39.198,142.891,124.489,29.7344,19.885,5.90407,0.246926,3.6984,15.7605,15.5749,15.6694,0.0737375,37.5778,1.61841,0.965484,0.148336,2.42263,0.937589,0.342484,0.238851,0.10966,0.262982,0.416986,0.329419,0.37937,0.314137,0.708789,0.140519,3.1631,0.309294,,-0.197651,17.0092,0.125542,100.059,-0.197651,-0.38,-0.18772294744849205,-2.8860450983047485,0.188696,999,,,,,,,154.9,3.971794871,154.9,3.971794871,,,,,,,,,,,,,,,,,,,"Justyn-Henry Malloy","29606",669234
"Eli White","ATL",43.713,153.743,141.919,33.547,22.7978,5.45361,1.2451,4.05052,19.1101,14.8532,8.90641,0.166072,42.138,1.67224,0.846414,0.398717,2.20208,5.48312,1.45503,0.236381,0.0579305,0.274081,0.211363,0.287755,0.377978,0.289998,0.665734,0.141597,6.82656,0.305419,,0.281521,15.2878,-2.8781,83.7722,0.281521,1.17,-2.6754715740680695,-0.640723705291748,0.184047,999,,,,,,,145.9,3.31590909,145.9,3.31590909,,,,,,,,,,,,,,,,,,,"Eli White","19346",642201
"David Fry","CLE",54.603,196.172,175.749,39.6975,24.4886,8.06676,0.256536,6.88567,21.5473,22.9732,15.5945,0.372052,51.222,3.20051,1.38058,0.247767,3.10208,1.76875,0.494181,0.225877,0.079494,0.261108,0.304449,0.298547,0.392233,0.301612,0.69078,0.166356,3.38711,0.27568,,-0.131914,21.3567,-1.82251,93.4979,-0.131914,0.03,-1.6352839022874832,-3.34055563993752,0.181715,999,,,,,,,197.8,3.596363636,197.8,3.596363636,,,,,,,,,,,,,,,,,,,"David Fry","24934",681807
"Nick Yorke","PIT",39.44,152.612,140.475,35.1963,25.4169,6.77608,0.490891,2.51243,16.3541,14.8136,9.77483,0.520653,34.3982,1.20317,0.948323,0.210279,2.89291,3.31928,1.20302,0.250551,0.0640502,0.225397,0.284167,0.302977,0.359432,0.2902,0.66241,0.108881,4.68132,0.312725,,-0.0656313,15.2004,-2.83188,82.498,-0.0656313,-0.14,-3.231331005692482,-0.09942388907074928,0.178708,999,,,,,,,140.4,3.6,140.4,3.6,,,,,,,,,,,,,,,,,,,"Nick Yorke","27504",694377
