Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",145.111,637.707,517.885,148.858,75.3084,24.1481,0.756185,48.6451,104.904,117.76,108.428,18.2188,159.169,5.98771,4.28457,0.517038,9.03211,8.04874,2.88091,0.287434,0.170028,0.249596,0.681214,0.413572,0.618773,0.426439,1.03234,0.331339,3.49,0.318788,,-0.702259,134.055,58.7052,179.43,-0.702259,-2.34,58.99802362918854,-9.350192785263062,7.32524,1.909999966621399,,,,,,,1201.1,8.283448275,1201.1,8.283448275,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Cal Raleigh","SEA",149.964,623.634,538.716,126.316,59.1576,23.0181,0.48273,43.6572,87.5266,110.986,73.5213,6.88848,170.68,6.20114,4.3988,0.507143,6.43114,7.77359,2.29475,0.234475,0.117892,0.273687,0.430754,0.330806,0.522113,0.359258,0.852919,0.287638,3.5043,0.251412,,-0.256387,97.0814,23.3942,138.555,-0.256387,14.95,28.08247610926628,21.703858375549316,7.28985,18.040000915527344,,,,,,,896.5,5.976666666,896.5,5.976666666,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Shohei Ohtani","LAD",148.484,660.136,559.969,159.222,80.3245,26.4646,5.59487,46.8381,122.062,115.901,89.635,13.4592,155.856,4.77889,3.63435,0.742485,8.50331,23.2429,10.6263,0.284341,0.135783,0.236097,0.575114,0.385455,0.602516,0.410249,0.987971,0.318176,6.23915,0.311391,,-0.767772,130.093,52.0929,167.128,-0.767772,0,51.75319713354111,-14.016881942749023,6.10798,1.2200000286102295,,,,,,,1179.7,7.970945945,1179.7,7.970945945,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Juan Soto","NYM",154.765,678.279,547.289,145.959,83.0932,24.8438,0.638654,37.3831,106.909,97.1487,121.869,8.89387,120.909,4.16722,3.86599,1.08761,13.8158,17.3793,5.71444,0.266694,0.179674,0.178258,1.00794,0.401652,0.51934,0.393136,0.920992,0.252646,4.05881,0.27637,,-0.186187,124.244,44.1006,158.197,-0.186187,-2.99,46.59864856302738,-10.350013494491577,6.01753,4.639999866485596,,,,,,,1090.1,7.032903225,1090.1,7.032903225,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Bobby Witt Jr.","KCR",151.414,660.092,599.352,170.715,101.278,36.2408,6.08751,27.1081,100.361,90.9357,47.7272,5.00543,113.846,6.40998,5.74153,0.861796,6.88571,34.9599,9.94101,0.284832,0.0723039,0.172469,0.419227,0.341082,0.5013,0.357348,0.842382,0.216467,7.11512,0.309404,,1.92802,101.733,23.7378,127.691,1.92802,3.65,23.471144437789917,10.659907341003418,5.8165,3.0199999809265137,,,,,,,951.5,6.301324503,951.5,6.301324503,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Julio Rodríguez","SEA",151.546,659.331,597.875,165.433,103.718,28.1825,3.85911,29.6738,96.1369,90.5928,47.8213,3.64276,147.945,9.22523,3.85529,0.554558,11.1926,25.2573,7.13762,0.276703,0.0725301,0.224386,0.323238,0.337717,0.485646,0.35197,0.823363,0.208944,6.10049,0.320104,,1.09122,98.737,20.8319,133.535,1.09122,0.52,27.15085279941559,2.6677606105804443,5.37261,9.550000190734863,,,,,,,910.9,5.992763157,910.9,5.992763157,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Gunnar Henderson","BAL",152.564,659.146,582.564,156.739,92.6518,33.1541,3.85311,27.0798,96.7198,82.7874,64.9901,3.18233,141.925,5.70515,5.35361,0.533031,11.9818,20.3221,5.22412,0.26905,0.0985974,0.215317,0.457919,0.345323,0.47864,0.353051,0.823963,0.20959,5.8518,0.309513,,0.8677,99.2875,21.4043,129.192,0.8677,-1.33,23.54616153240204,5.733147978782654,5.31678,12.229999542236328,,,,,,,905.5,5.918300653,905.5,5.918300653,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"José Ramírez","CLE",150.798,649.666,577.061,159.877,93.8968,33.5051,3.14779,29.3276,94.2807,89.8893,61.3101,14.9483,74.1664,4.4921,5.90263,0.71195,7.05893,32.8117,10.4865,0.277055,0.0943717,0.114161,0.826656,0.34786,0.498493,0.354745,0.846353,0.221439,5.92105,0.27228,,1.31234,98.7531,21.99,130.099,1.31234,0.6,24.35927402973175,1.1997756361961365,4.90276,5.739999771118164,,,,,,,937,6.205298013,937,6.205298013,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Corey Seager","TEX",124.021,531.47,458.706,126.631,74.7385,23.7619,0.781178,27.3492,70.7222,83.3411,59.3606,8.5125,98.1819,4.65709,4.32469,0.490694,10.3995,1.83567,0.717547,0.276061,0.111691,0.184737,0.604598,0.361729,0.510137,0.368695,0.871865,0.234076,2.64292,0.294168,,-0.78654,86.8059,24.0086,139.929,-0.78654,-0.09,24.225006937980652,3.9977218210697174,4.75907,96.63999938964844,,,,,,,774.3,6.244354838,774.3,6.244354838,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Francisco Lindor","NYM",140.706,620.836,547.421,142.007,86.7106,26.8404,1.5938,26.8617,87.0378,79.3199,52.8584,1.06501,115.912,9.5393,4.51012,0.686377,9.28626,22.0416,6.18138,0.25941,0.0851406,0.186703,0.456023,0.332728,0.461472,0.342551,0.7942,0.202062,5.51471,0.281419,,0.899612,88.2241,14.8675,123.544,0.899612,1.02,18.224055349826813,7.051635265350342,4.69932,26.8799991607666,,,,,,,805.7,5.714184397,805.7,5.714184397,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Kyle Tucker","LAD",142.781,620.24,527.792,143.984,83.3018,29.0197,2.06037,29.6024,96.459,88.2194,81.535,5.83087,87.4596,3.55773,5.10124,0.82704,8.8957,18.5965,5.50445,0.272805,0.131457,0.141009,0.932259,0.370683,0.503858,0.372996,0.874541,0.231053,5.08542,0.275068,,0.391936,103.471,30.1847,141.608,0.391936,0.35,30.978806525468826,-6.2602318823337555,4.64029,13.199999809265137,,,,,,,933.2,6.525874125,933.2,6.525874125,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"William Contreras","MIL",143.897,599.621,522.863,138.542,92.7048,25.9227,0.988776,18.9255,71.7463,76.1791,67.0245,2.71383,117.348,4.6419,4.1264,0.965616,14.9798,5.94765,1.7616,0.264968,0.111778,0.195703,0.571162,0.351134,0.426916,0.339303,0.77805,0.161948,3.47019,0.306146,,-0.599082,83.6283,12.7785,118.773,-0.599082,5.49,12.74265968799591,12.624372959136963,4.63645,54.849998474121094,,,,,,,736.9,5.117361111,736.9,5.117361111,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Ketel Marte","ARI",140.022,612.149,533.875,146.134,85.58,29.4741,2.653,28.4266,85.1143,93.1074,66.4086,4.38928,101.367,6.30006,4.24855,0.633839,12.6143,4.82036,1.7996,0.273723,0.108484,0.165593,0.655128,0.358269,0.498607,0.366022,0.856877,0.224884,3.9081,0.288265,,-0.788889,98.6552,26.3251,135.338,-0.788889,-0.25,24.849678456783295,-0.17876380681991577,4.60788,32.119998931884766,,,,,,,867.9,6.199285714,867.9,6.199285714,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Corbin Carroll","ARI",138.004,601.744,523.351,136.036,74.3448,27.7762,9.36682,24.5484,97.3803,75.0428,63.0929,2.58939,128.058,7.92881,3.91356,3.45788,7.28031,33.4913,7.13118,0.259933,0.10485,0.212812,0.492689,0.346085,0.48952,0.357223,0.835605,0.229588,8.25464,0.297572,,2.83536,92.6791,21.5784,129.31,2.83536,7.11,23.738909006118774,0.9102320671081543,4.57023,15.069999694824219,,,,,,,862.2,6.247826086,862.2,6.247826086,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Yordan Alvarez","HOU",129.283,552.423,470.27,139.295,79.4984,28.7334,1.03233,30.031,82.0491,87.6947,68.7157,8.89001,90.2547,7.6929,5.21751,0.527021,9.29148,3.64712,1.20024,0.296203,0.12439,0.16338,0.761354,0.390841,0.55327,0.397543,0.944112,0.257068,3.18544,0.307612,,-0.732653,103.167,37.8939,158.971,-0.732653,-0.44,37.66329324245453,-12.211138188838959,4.54939,33.290000915527344,,,,,,,916,7.100775193,916,7.100775193,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Fernando Tatis Jr.","SDP",148.445,645.902,564.397,150.383,92.7382,26.923,3.32664,27.3953,95.8225,82.3989,70.1376,3.08033,129.137,6.21415,4.19922,0.954138,12.5191,23.7943,6.58419,0.266449,0.108589,0.199933,0.543126,0.351555,0.471557,0.354406,0.823112,0.205108,5.94569,0.298468,,0.966568,98.0034,21.6851,132.104,0.966568,4.32,25.54276692867279,-2.7433552742004395,4.53129,14.199999809265137,,,,,,,879.2,5.94054054,879.2,5.94054054,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Ronald Acuña Jr.","ATL",143.672,628.896,532.749,146.668,91.5415,24.9735,2.03403,28.1186,99.7188,81.6088,83.2985,3.40977,135.785,8.47618,3.82245,0.549843,12.2435,28.0611,7.70802,0.275303,0.132452,0.21591,0.613458,0.379476,0.488156,0.374306,0.867632,0.212853,5.57702,0.318109,,1.26796,105.584,31.2752,141.526,1.26796,-2.8,32.22043192386627,-10.214375257492065,4.39223,5.71999979019165,,,,,,,941.1,6.535416666,941.1,6.535416666,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Mookie Betts","LAD",142.519,621.46,544.454,145.923,91.126,30.0776,2.32024,22.399,85.5257,79.5978,63.5667,1.26201,71.1211,5.81547,5.92856,0.710378,8.96802,8.82622,2.7287,0.268017,0.102286,0.114442,0.893781,0.347398,0.455205,0.347065,0.802603,0.187188,4.38284,0.270374,,-0.403495,90.5904,17.1601,123.845,-0.403495,-1.65,17.159599632024765,4.94810163974762,4.37732,58.29999923706055,,,,,,,797.5,5.576923076,797.5,5.576923076,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Junior Caminero","TBR",149.262,636.962,585.156,158.85,95.4365,25.4797,1.31029,36.6231,83.4105,106.21,41.3853,2.20489,121.986,4.6517,5.18341,0.585986,13.3269,5.41579,1.41949,0.271466,0.0649729,0.191513,0.339261,0.321958,0.507249,0.352045,0.829207,0.235783,3.47481,0.283109,,-0.417552,95.4258,20.1638,126.172,-0.417552,-0.39,19.230877608060837,1.331507682800293,4.34681,16.700000762939453,,,,,,,876.1,5.879865771,876.1,5.879865771,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Willy Adames","SFG",151.861,649.508,568.313,134.833,75.7278,26.6159,1.27813,31.2107,86.732,87.6,68.8905,1.63495,169.478,3.80555,5.06295,0.502691,7.80811,11.2976,3.07522,0.23725,0.106066,0.260933,0.406486,0.321216,0.453336,0.333644,0.774551,0.216085,4.32559,0.278039,,0.0311168,87.6017,10.8573,116.535,0.0311168,0.76,12.760060660541058,7.790601491928101,4.31349,129.41000366210938,,,,,,,794.9,5.229605263,794.9,5.229605263,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Vladimir Guerrero Jr.","TOR",152.96,662.677,577.702,168.729,109.358,31.7655,0.546425,27.0588,92.1584,91.923,72.9027,7.00332,88.6807,7.13627,4.31087,0.625138,16.5629,5.9456,2.25029,0.292069,0.110012,0.133822,0.822081,0.375753,0.489463,0.370941,0.865215,0.197394,3.18522,0.303834,,-0.936517,109.445,31.1445,140.675,-0.936517,-0.37,30.832349002361298,-12.367149472236633,4.22279,18.209999084472656,,,,,,,966.5,6.316993464,966.5,6.316993464,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Trea Turner","PHI",143.427,627.757,572.458,162.838,110.97,28.9706,4.13415,18.7625,85.5571,75.6066,38.985,0.323056,114.162,5.32219,4.17631,0.777685,11.6422,24.5403,6.19525,0.284453,0.0621021,0.181857,0.341489,0.333598,0.44783,0.337639,0.781428,0.163377,6.15868,0.324706,,1.34804,86.7044,12.53,115.268,1.34804,-0.43,12.708066582679749,6.210139095783234,4.07243,26.110000610351562,,,,,,,789,5.517482517,789,5.517482517,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Wyatt Langford","TEX",142.493,613.139,532.387,133.184,79.2962,28.2094,2.30005,23.3779,84.5438,72.5808,70.1968,2.63596,144.048,6.28889,3.71815,0.548387,8.05555,19.8924,5.46378,0.250163,0.114488,0.234936,0.487315,0.342266,0.443525,0.340717,0.785791,0.193362,5.50064,0.297835,,0.729957,86.2174,13.7703,120.656,0.729957,5.45,15.657358348369598,2.29496169090271,3.99587,41.33000183105469,,,,,,,773.6,5.447887323,773.6,5.447887323,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Will Smith","LAD",123.476,497.176,423.736,110.338,67.4058,20.9476,1.57281,20.4121,68.4158,66.8886,56.827,2.28294,93.007,9.14958,5.86065,0.46911,7.69847,3.03967,0.960024,0.260394,0.1143,0.187071,0.610997,0.35578,0.461768,0.352954,0.817548,0.201374,3.62936,0.284417,,-0.650688,74.8509,16.1057,127.879,-0.650688,-2.55,15.777445435523987,6.391163110733032,3.96049,99.51000213623047,,,,,,,653.2,5.310569105,653.2,5.310569105,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Matt Chapman","SFG",145.563,613.512,532.679,126.997,70.9027,26.7709,2.87891,26.4446,83.857,76.6305,68.9951,1.0606,153.257,6.65429,4.65291,0.531156,8.62218,8.92893,2.17131,0.238412,0.112459,0.249802,0.450193,0.330592,0.448412,0.337139,0.779004,0.21,5.03269,0.281163,,-0.06389,84.4875,11.9964,118.929,-0.06389,1.2,13.700370281934738,3.4463424682617188,3.84269,163.82000732421875,,,,,,,757.5,5.188356164,757.5,5.188356164,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Elly De La Cruz","CIN",148.702,640.66,574.651,148.226,90.582,29.8386,4.87853,22.9267,93.7873,71.7835,57.2193,4.96948,178.87,3.30509,3.94593,1.53898,8.93486,39.5436,10.5112,0.257941,0.0893131,0.279197,0.319892,0.326621,0.446535,0.331536,0.773156,0.188594,7.34511,0.332535,,2.63945,85.3116,9.61268,107.818,2.63945,0.56,8.575421810150146,7.205311834812164,3.79535,8.550000190734863,,,,,,,810.7,5.440939597,810.7,5.440939597,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Adley Rutschman","BAL",137.748,559.804,489.305,122.635,79.4743,25.5291,0.938795,16.6927,65.4351,63.4778,61.0452,1.84073,89.0996,3.83093,4.99667,0.62651,10.9456,1.0512,0.392185,0.250631,0.109047,0.159162,0.685134,0.335334,0.408988,0.325284,0.744322,0.158357,2.4754,0.272689,,-0.891168,71.7031,5.55794,110.064,-0.891168,5.56,5.7489131689071655,11.497413635253906,3.73583,150.97999572753906,,,,,,,637.6,4.620289855,637.6,4.620289855,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Alejandro Kirk","TOR",122.314,484.139,428.329,112.647,79.2234,20.1072,0.295361,13.0206,55.2627,55.1787,46.058,1.62285,58.4524,4.5482,4.63655,0.567234,12.1839,0.430692,0.117171,0.262991,0.0951339,0.120735,0.787957,0.337598,0.402509,0.323867,0.740106,0.139518,1.72434,0.275596,,-0.808224,61.4547,4.24995,108.247,-0.808224,7.31,3.897883892059326,15.865312099456787,3.72688,156.9499969482422,,,,,,,538,4.409836065,538,4.409836065,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Zach Neto","LAA",148.063,633.985,567.958,141.281,83.6315,29.0015,1.1949,27.4532,85.0233,76.4808,42.8359,2.83054,158.622,16.0937,3.86864,3.2287,8.55751,27.0134,7.96843,0.248753,0.0675662,0.250199,0.27005,0.317414,0.449033,0.330004,0.766447,0.200281,5.61124,0.295081,,1.21702,83.6346,8.72441,110.693,1.21702,-1.66,9.207355380058289,5.194768786430359,3.70605,27.790000915527344,,,,,,,771.1,5.210135135,771.1,5.210135135,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Geraldo Perdomo","ARI",150.441,648.401,550.764,142.948,99.1248,26.5837,3.63864,13.6011,83.4728,59.6098,72.716,1.23446,88.6652,6.9336,5.4209,12.5669,12.617,18.4314,5.31461,0.259546,0.112147,0.136744,0.820119,0.350088,0.39511,0.328809,0.745198,0.135565,5.57485,0.284957,,0.337804,84.907,8.29341,109.846,0.337804,-0.26,7.90401217341423,6.7048609256744385,3.7018,76.6500015258789,,,,,,,742.7,4.951333333,742.7,4.951333333,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Jazz Chisholm Jr.","NYY",139.829,584.631,519.608,124.149,72.9775,18.1279,3.21635,29.8275,88.1686,72.146,54.9648,1.96965,157.318,4.83013,3.97612,1.25166,7.87587,31.6868,7.91534,0.238929,0.0940162,0.26909,0.349386,0.315308,0.458408,0.332109,0.773716,0.219479,6.78217,0.280354,,2.23238,78.123,9.04438,114.45,2.23238,1.82,12.189050912857056,3.7771241664886475,3.69228,20.1200008392334,,,,,,,744.1,5.315,744.1,5.315,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Shea Langeliers","ATH",128.415,525.998,478.318,123.674,66.923,24.5935,1.68917,30.4685,73.3517,79.0562,38.8752,1.11639,120.777,4.1121,3.95281,0.739603,7.32069,6.08447,1.65421,0.25856,0.0739075,0.229614,0.321877,0.317294,0.508138,0.35043,0.825432,0.249577,4.26039,0.281566,,-0.178755,78.112,15.9613,123.122,-0.178755,-3.75,14.155970841646194,3.516280174255371,3.66036,55.369998931884766,,,,,,,717.1,5.60234375,717.1,5.60234375,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Nick Kurtz","ATH",142.045,577.044,497.041,127.933,64.2527,24.8697,2.07017,36.7402,87.7777,93.2287,71.2608,3.62531,177.656,4.3717,3.72614,0.576159,8.25422,3.11149,1.04734,0.257389,0.123493,0.307872,0.401118,0.353167,0.537508,0.376926,0.890675,0.280119,3.71726,0.318442,,-0.706149,98.1059,29.9237,141.374,-0.706149,-0.7,27.433141350746155,-11.909359157085419,3.6203,17.860000610351562,,,,,,,879.4,6.192957746,879.4,6.192957746,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Jackson Merrill","SDP",142.772,606.554,554.744,149.016,91.9539,32.17,2.37799,22.5146,76.1449,78.7811,40.4906,1.95336,119.161,3.17223,5.16565,2.98109,9.54367,8.88819,2.59885,0.268622,0.0667552,0.196455,0.339799,0.319231,0.456942,0.332425,0.776174,0.188321,4.39486,0.302466,,-0.169038,81.2078,9.53879,117.045,-0.169038,0.13,12.084720030426979,2.1374250650405884,3.51979,70.52999877929688,,,,,,,737.5,5.157342657,737.5,5.157342657,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Pete Crow-Armstrong","CHC",146.878,617.769,562.497,139.294,82.9193,27.7952,5.20847,23.3707,87.5114,69.8528,34.7725,2.34978,152.344,8.08671,4.99992,7.41332,5.55996,33.9193,7.60254,0.247635,0.0562872,0.246603,0.228251,0.298437,0.440212,0.315942,0.73865,0.192578,7.70385,0.295886,,2.85565,74.4422,1.44801,103.808,2.85565,5.81,5.64371132850647,8.076635837554932,3.50663,32.0099983215332,,,,,,,713.5,4.853741496,713.5,4.853741496,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Rafael Devers","SFG",149.88,649.365,557.685,142.768,80.5832,28.1037,0.91432,33.167,88.0427,95.7359,80.8948,9.27624,157.791,6.437,3.80289,0.545144,11.621,2.09864,0.918449,0.256001,0.124575,0.242993,0.512669,0.354644,0.488092,0.358829,0.842735,0.23209,2.68671,0.295796,,-1.00367,100.86,24.1329,133.788,-1.00367,0.02,25.000426173210144,-12.58328865095973,3.48084,58.22999954223633,,,,,,,901.9,6.012666666,901.9,6.012666666,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Bryce Harper","PHI",140.172,606.854,522.449,143.419,84.7138,31.2682,0.885419,26.5512,84.1346,87.0641,74.5135,7.58975,127.586,4.75303,4.1598,0.978815,11.5339,9.7595,4.42225,0.274512,0.122787,0.210242,0.584025,0.367543,0.490213,0.366223,0.857756,0.215701,3.83002,0.313762,,-0.891529,97.9005,26.196,134.849,-0.891529,0.39,24.17342919111252,-10.516820311546326,3.46295,47.029998779296875,,,,,,,876,6.257142857,876,6.257142857,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Jeremy Peña","HOU",137.4,592.536,540.492,148.378,103.539,25.9606,1.62964,17.2486,76.6508,66.2356,34.0994,0.75386,107.199,10.0768,3.92547,2.21076,13.1243,16.2373,4.56858,0.274524,0.0575482,0.180915,0.318096,0.327143,0.424324,0.326492,0.751467,0.1498,5.22388,0.312235,,0.40636,76.4768,6.46414,110.027,0.40636,-0.37,7.408995419740677,5.991110682487488,3.45757,104.48999786376953,,,,,,,683.8,4.991240875,683.8,4.991240875,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Jacob Wilson","ATH",138.249,578.63,534.95,162.645,121.671,28.3733,1.43379,11.1674,70.8041,63.3194,30.4396,0.762247,47.5181,6.36488,3.99332,2.88192,17.0547,5.4694,1.8241,0.304038,0.0526063,0.0821217,0.640589,0.346418,0.425064,0.335707,0.771482,0.121026,3.68317,0.315409,,-0.694288,79.0112,10.6416,112.98,-0.694288,-0.54,8.158036530017853,5.7149524092674255,3.45699,188.1199951171875,,,,,,,680,4.927536231,680,4.927536231,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Kyle Schwarber","PHI",150.241,657.654,549.841,127.323,62.6652,20.1781,1.05506,43.4246,96.4486,109.9,96.9475,3.82889,183.433,7.14193,3.17239,0.550766,9.41769,6.00479,2.01248,0.231563,0.147414,0.278921,0.528516,0.352171,0.509029,0.367766,0.8612,0.277466,3.4694,0.257234,,-0.698771,106.92,29.2129,135.906,-0.698771,0,27.288360059261322,-16.040470123291016,3.38943,23.90999984741211,,,,,,,946.9,6.312666666,946.9,6.312666666,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Austin Riley","ATL",145.948,626.003,564.207,145.779,88.3478,27.7378,2.49709,27.1961,80.0036,86.5861,47.8574,0.897501,161.173,8.43834,4.98072,0.519545,10.038,2.46016,0.870388,0.258378,0.0764492,0.257464,0.296932,0.323069,0.461,0.337211,0.784069,0.202621,3.54491,0.311389,,-0.813371,86.2444,12.2773,116.114,-0.813371,-0.75,11.142668962478638,1.1269031763076782,3.38622,62.91999816894531,,,,,,,769,5.267123287,769,5.267123287,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Alex Bregman","CHC",148.699,641.169,563.282,141.595,90.8391,27.5236,1.4335,21.799,75.9848,79.1322,63.6605,1.41668,89.9255,7.87621,5.42254,0.92783,11.9918,2.52845,0.726962,0.251375,0.0992881,0.140252,0.707925,0.332893,0.421428,0.328774,0.754321,0.170053,2.91008,0.262148,,-0.854613,83.9417,8.18268,112.598,-0.854613,0.48,8.718885838985443,2.7747375667095184,3.35846,118.83000183105469,,,,,,,744.8,4.998657718,744.8,4.998657718,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Jackson Chourio","MIL",144.931,629.064,578.821,157.841,97.8515,33.3584,3.20412,23.4271,82.6919,85.2885,40.1493,2.54588,127.908,4.30373,4.5886,1.20112,9.2253,24.3793,6.42091,0.272694,0.0638239,0.203331,0.313891,0.322195,0.462818,0.335869,0.785013,0.190124,5.79257,0.31109,,1.32375,85.9807,11.652,116.421,1.32375,4.68,13.566644191741943,-1.8373737335205078,3.34136,19.09000015258789,,,,,,,795.6,5.486896551,795.6,5.486896551,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"Byron Buxton","MIN",121.103,521.832,468.99,117.246,60.4047,25.663,2.68585,28.492,75.6974,76.1641,40.4782,1.93692,143.093,8.49826,3.33062,0.535402,5.30026,14.4674,3.1531,0.249996,0.0775694,0.274213,0.28288,0.318863,0.498425,0.347589,0.817288,0.248429,6.00193,0.295122,,0.892911,76.2896,14.6312,123.227,0.892911,-0.26,15.178309619426727,-0.6337747573852539,3.32568,71.86000061035156,,,,,,,704.1,5.819008264,704.1,5.819008264,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Manny Machado","SDP",146.603,628.663,568.336,147.922,94.5057,26.1549,1.46985,25.7912,78.6495,82.7616,51.121,3.6499,122.54,2.30558,5.71093,0.623816,10.9379,9.50464,2.51262,0.260271,0.081317,0.194921,0.417179,0.320887,0.447605,0.329425,0.768492,0.187333,4.07572,0.286882,,-0.0805371,82.6367,8.35536,114.99,-0.0805371,-0.27,11.088752523064613,-0.5650946795940399,3.21665,37.68000030517578,,,,,,,755.9,5.14217687,755.9,5.14217687,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Patrick Bailey","SFG",126.69,473.278,428.685,92.0866,62.5709,19.0046,1.16148,9.34957,45.1593,43.1662,34.8728,0.418548,129.363,3.42512,3.47,2.82505,7.37509,1.84902,0.588972,0.214812,0.0736835,0.273334,0.269573,0.277147,0.329992,0.268476,0.607139,0.115181,3.24092,0.281953,,-0.534531,38.7916,-17.1298,71.8932,-0.534531,21.91,-16.300572335720062,31.685462951660156,3.18509,746.6099853515625,,,,,,,346.6,2.729133858,346.6,2.729133858,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Gabriel Moreno","ARI",113.025,440.8,393.465,108.179,75.6142,20.9386,1.35806,10.2684,52.6873,51.8928,39.0888,1.85471,75.0306,3.93079,3.64777,0.667659,10.1135,4.13365,1.39005,0.27494,0.088677,0.170215,0.520971,0.34353,0.413351,0.329915,0.756881,0.138411,3.81477,0.314004,,-0.513458,58.118,6.03407,110.604,-0.513458,3.31,5.0262386202812195,11.146675109863281,3.15516,178.91000366210938,,,,,,,506.2,4.479646017,506.2,4.479646017,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Xander Bogaerts","SDP",136.389,569.657,506.682,134.503,95.5611,24.1395,1.33165,13.4709,70.3806,59.8516,44.9318,1.41655,102.008,4.9389,5.41187,0.902317,11.7901,17.9137,4.17809,0.265459,0.0788752,0.17907,0.440472,0.328088,0.398117,0.317114,0.726205,0.132658,5.04669,0.305164,,0.921008,69.1866,1.87726,106.557,0.921008,0.12,5.34808737039566,6.434305779635906,3.14458,238.92999267578125,,,,,,,619.5,4.555147058,619.5,4.555147058,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Bo Bichette","NYM",139.219,607.795,563.107,161.859,114.512,29.0711,2.07386,16.2014,74.1371,71.7736,35.7299,1.16491,97.7954,3.67807,4.15712,0.682297,14.1188,6.47264,1.99783,0.287439,0.0587862,0.160902,0.365354,0.331755,0.432745,0.330786,0.7645,0.145306,4.02543,0.32135,,-0.532059,80.5655,8.74983,115.485,-0.532059,-0.81,10.623070061206818,-0.26146191358566284,3.12903,96.41999816894531,,,,,,,715.9,5.150359712,715.9,5.150359712,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
