Year,System,Player Type,Stat Group,Stat,RMSE,MAE,Bias,R2,LA-RMSE,LA-MAE,LA-Bias,LA-R2,WLA-RMSE,WLA-MAE,WLA-Bias,WLA-R2,N Players
2010,Marcel,batting,Fantasy,R/PA,0.019756716869921854,0.016109076,0.006778378,0.2470355723437676,0.018568088,0.014972677910523697,0.000626442,0.33491176,0.018699139936549238,0.015072755009032948,-1.18E-17,0.3164173042427837,270
2010,ZiPS,batting,Standard,R/PA,0.078311689,0.036244985,0.005331478,0,0.078214287,0.034181975,-0.003630239,0,0.025557217,0.018607305214539058,-5.70E-18,0.1414311895463679,622
2010,ZiPS,batting,Fantasy,R/PA,0.022659056,0.018510065,0.008051908,0.009559158,0.021181726,0.016890168,0.000256715,0.13449896599665356,0.020983253648273133,0.016797647101642894,2.93469536639766e-17,0.13921744268814962,270
2010,Marcel,batting,Standard,RBI/PA,0.048143636823594016,0.034005414,0.014420875572189993,0.044237924,0.046530538326641724,0.032339441584881445,0.007432556,0.10721237948652873,0.028123187560167885,0.021207562409748647,0,0.3657543909570725,622
2010,Marcel,batting,Fantasy,RBI/PA,0.024240397834419197,0.019039412,0.004648592,0.42180329121333227,0.023791125509746023,0.018519056,0.000173701,0.4430373079964819,0.024009618686271647,0.018585142739138256,7.33673841599415e-18,0.4560852035310551,270
2010,ZiPS,batting,Standard,RBI/PA,0.049344805,0.035885011,0.015967250902929674,0,0.046891608,0.03317933,0.004343524,0.09330285,0.030522427,0.023277143,1.7417688723053237e-17,0.2529210487169131,622
2010,ZiPS,batting,Fantasy,RBI/PA,0.028535276116955725,0.022780008342668377,0.00997502,0.1987643076727894,0.026735935,0.021168350994613335,-0.000221929,0.2966250928564663,0.026802514,0.021040639,6.521545258661467e-18,0.3221846515957273,270
2010,Marcel,batting,Standard,SB/TOF,0.075245739,0.047143179369864334,0.004680397,0.28164343402231773,0.075151369,0.046491237,0.002777259,0.28344416500296976,0.049299057321962554,0.033251573063152115,-1.02E-17,0.5709484662196218,622
2010,Marcel,batting,Fantasy,SB/TOF,0.041490368,0.030804265396996752,0.00095494,0.6656076154911548,0.041479406,0.030612805983855913,-4.95E-05,0.6657842779982879,0.040337724419055164,0.030007828,-1.81E-17,0.6916978131556462,270
2010,ZiPS,batting,Standard,SB/TOF,0.072469189,0.04119091,-0.002080453,0.33367969754161175,0.072483351,0.042429011,0.002526064,0.33341925934624383,0.047252902,0.031072416988750698,2.9293385579680446e-18,0.6058248928548561,622
2010,ZiPS,batting,Fantasy,SB/TOF,0.040838875,0.028212909998994572,-0.005337679,0.6760265988597615,0.040488556,0.028663330461526595,1.4581640693991668e-05,0.6815609079600232,0.039213955321735015,0.028009298,-3.06E-18,0.7086365201429123,270
2010,Marcel,batting,Standard,SLG,0.12897870519297913,0.087261975,0.049847566104118744,0,0.12224425182189279,0.080535676,0.028159023,0.070694745,0.064341504,0.048561325,-2.03E-17,0.34359275096108455,622
2010,ZiPS,batting,Standard,SLG,0.12244780748129755,0.081578642,0.034358721888123396,0.067597293,0.11931776933248792,0.077839521,0.020586070321683476,0.1146566072230435,0.064084155,0.04880855,1.5200891976482825e-17,0.3488331570848645,622
2010,Marcel,batting,Standard,SO/PA,0.083390843,0.050106276,-0.026800746,0.14727382450829807,0.081355708,0.049277719,-0.019570347,0.18838713448313793,0.038731516928233845,0.028185247031433377,-1.01E-17,0.5721861499962184,622
2010,ZiPS,batting,Standard,SO/PA,0.075397845,0.045342581610099325,-0.017571814,0.3029069833350486,0.074865315,0.04514384,-0.015124449,0.31271925653950994,0.035179594943406244,0.025619954,1.8367744471583414e-17,0.6470546239547155,622
2010,Marcel,batting,Standard,wOBA,0.079806825,0.052909211739436704,0.032044703451304245,0,0.075712177,0.048707941,0.019750127022238967,0.051205753,0.037373651,0.027887388331849824,1.393415097844259e-17,0.32686642848090985,622
2010,ZiPS,batting,Standard,wOBA,0.076515885,0.051037745,0.026480880989657684,0.030955361394821468,0.073294323,0.047453899179144436,0.014785610260747716,0.11083726352222145,0.037315202,0.028468414592161276,9.120535185889695e-17,0.3289702243160466,622
2010,Marcel,pitching,Standard,1B/(BIP-HR),0.068197439,0.042220097352712864,-0.007783749,0.004296243,0.068187199,0.042216787306862034,-0.007693515,0.004595237,0.032252658,0.023595559319934876,2.6964841920074528e-17,0.018051447,627
2010,ZiPS,pitching,Standard,1B/(BIP-HR),0.090840958,0.07247003,0.054334926,0,0.073424933,0.044998875654625785,-0.009561655,0,0.034918507,0.025045808668841395,4.47371240946691e-17,0,627
2010,Marcel,pitching,Standard,2B/(BIP-HR),0.041196334760087175,0.024664382,-0.00030514,0,0.041244527632365614,0.024534904,-0.002016475,0,0.019087187305562997,0.013855022709657517,-3.06E-19,0,627
2010,ZiPS,pitching,Standard,2B/(BIP-HR),0.076651545,0.064620356,-0.061532893,0,0.045731935619622625,0.027849351802712082,0.001499203,0,0.022563862942691172,0.015252657515716757,2.757767923643986e-18,0,627
2010,Marcel,pitching,Standard,3B/(BIP-HR),0.009843985,0.006817481,0.001047895,0,0.009819071,0.006753551,0.000779873,0,0.006349074,0.004722605,-1.53E-19,0,627
2010,ZiPS,pitching,Standard,3B/(BIP-HR),0.011259645504158922,0.006496891,-0.005737913,0,0.009711712,0.006535749,0.000679252,0,0.006158978,0.004375925,6.128373163653301e-19,0,627
2010,Marcel,pitching,Standard,BABIP,0.077053079,0.046494089560435645,-0.007040994,0,0.077248614,0.046501677,-0.008930117,0,0.035878742,0.025787528979499864,1.7159444858229245e-17,0,627
2010,ZiPS,pitching,Standard,BABIP,0.077526288,0.046671837,-0.01293588,0,0.076795183,0.046330151,-0.007383201,0.002413819,0.035212789,0.025310387059142295,2.9416191185535847e-17,0.027673828201931094,627
2010,Marcel,pitching,Standard,BB/BF,0.048359632,0.029503464,-0.012539059,0.032792343,0.048385724635423955,0.029513537727225418,-0.012639315,0.03174836,0.022888526,0.015836154,2.757767923643986e-18,0.30829144345444526,627
2010,ZiPS,pitching,Standard,BB/BF,0.044734777,0.027938952,-0.006416881,0.17235463150449015,0.044829385,0.027948026,-0.00704627,0.16885018343656266,0.021854746270700675,0.015697706474920376,-8.58E-18,0.36936362645050747,627
2010,Marcel,pitching,Standard,BF,184.49403200887002,137.01435406698565,-2.676236045,0.5332163166987854,184.49403200887002,137.01435406698565,-2.676236045,0.5332163166987854,184.49403200887002,137.01435406698565,-2.676236045,0.5332163166987854,627
2010,Marcel,pitching,Fantasy,BF,206.4608936135751,150.2958579881657,-72.69230769,0.31966389534718487,206.4608936135751,150.2958579881657,-72.69230769,0.31966389534718487,206.4608936135751,150.2958579881657,-72.69230769,0.31966389534718487,338
2010,ZiPS,pitching,Standard,BF,252.9367652525316,193.43698479684346,126.80542344453802,0.12264583417362906,252.9367652525316,193.43698479684346,126.80542344453802,0.12264583417362906,252.9367652525316,193.43698479684346,126.80542344453802,0.12264583417362906,627
2010,ZiPS,pitching,Fantasy,BF,204.53501448888989,147.38162878138073,41.59467804361376,0.3322971263475143,204.53501448888989,147.38162878138073,41.59467804361376,0.3322971263475143,204.53501448888989,147.38162878138073,41.59467804361376,0.3322971263475143,338
2010,Marcel,pitching,Standard,ER/BF,0.066666511,0.038107143,-0.010665292,0.011416747896240587,0.06716942,0.038105024,-0.013455696,0,0.028471019046067237,0.020338518,1.2256746327306603e-18,0.060181781,627
2010,ZiPS,pitching,Standard,ER/BF,0.065489209,0.038034662864482816,-0.00575979,0.046024355,0.066270008,0.037617896,-0.01166416,0.023141088764049966,0.028077505,0.019805724,3.677023898191981e-18,0.085981791,627
2010,Marcel,pitching,Standard,ERA,4.765402553396929,2.032237375165182,-0.904399165,0,4.779191370698609,2.0334192164474976,-0.974446772,0,1.487040199866648,0.9366871357500193,-7.06E-16,0.053619496,627
2010,Marcel,pitching,Fantasy,ERA,1.0995283932575606,0.8808384017760841,0.1889858310590455,0.067877764,1.0831789189524608,0.8580301924448096,0.005433896,0.095392115,0.9937904853591892,0.7835011952742735,-4.53E-17,0.075103527,338
2010,ZiPS,pitching,Standard,ERA,4.694440511542507,2.0310707546896314,-0.579329737,0.014647123102877191,4.739659839751382,2.006218057246088,-0.873055912,0,1.477253278,0.9119758832105868,-7.06E-16,0.066035667,627
2010,ZiPS,pitching,Fantasy,ERA,1.170258258199072,0.9264272389228972,0.4027054094625567,0,1.0989720150645006,0.8442043346763394,0.02016794,0.068820862,1.0049368355559987,0.7663017959187038,3.6235750960847757e-16,0.054239905808540434,338
2010,Marcel,pitching,Standard,HBP/BF,0.017213909912915094,0.007822374,-0.001142907,0.006437591,0.017219252850660137,0.007809776,-0.001220742,0.005820722,0.006500677,0.004485892,1.3405816295491597e-18,0,627
2010,ZiPS,pitching,Standard,HBP/BF,0.019497744411378228,0.009785002,-0.00903943,0,0.017305632140935636,0.008147698,-0.001016939,0,0.006674389,0.004578894,1.5320932909133254e-19,0,627
2010,Marcel,pitching,Standard,HLD/G,0.093757319,0.076375687,0.022915450758224452,0.2273388251250621,0.091758916,0.06434102,-0.012425049,0.25992576297399905,0.076408361,0.050200015,1.2256746327306603e-18,0.3429317418985275,627
2010,ZiPS,pitching,Standard,HLD/G,0.12750952120566225,0.072877412,-0.068168907,0,0.10976713310669714,0.07986745,-0.020908021,0,0.093961366,0.06777934,-3.68E-18,0.006363894,627
2010,Marcel,pitching,Standard,HR/BIP,0.038517779,0.020398106652093274,-0.003598599,0.006357517,0.038706445,0.020336201,-0.0052459,0,0.015191148659987662,0.010713236,-3.68E-18,0.004470035,627
2010,ZiPS,pitching,Standard,HR/BIP,0.038262181,0.020257692,-0.003275268,0.019501067909829417,0.038404726,0.020160566279350842,-0.004653583,0.012181824168647548,0.014991020778771362,0.010546512754131935,-9.19E-19,0.030527439811246837,627
2010,Marcel,pitching,Standard,L/G,0.1676457081399179,0.11922324664677968,-0.003054613,0.1872963644286847,0.17848681892174972,0.1411211620477091,0.061333447,0.078787925,0.13354586669958982,0.1074110172631456,-3.92E-17,0.30154482045169106,627
2010,ZiPS,pitching,Standard,L/G,0.1669753085161383,0.1158092540972571,0.047088499,0.19378322106043322,0.16404176486706243,0.11340853835864417,0.035302602,0.22186277939834664,0.12446960960475459,0.092088118,-2.73E-17,0.3932576697715441,627
2010,Marcel,pitching,Standard,R/BF,0.066907974,0.039911279,-0.01044735,0.020605554972836226,0.067364894,0.039932238,-0.013057529,0.007183151,0.030179169,0.021941251,8.579722429114623e-18,0.060735082,627
2010,ZiPS,pitching,Standard,R/BF,0.066011829,0.040060183,-0.004434069,0.046665279247878555,0.066861946,0.039580508857580764,-0.011516045,0.021952585931562685,0.029957681,0.021687880824399933,4.902698530922641e-18,0.07447122,627
2010,Marcel,pitching,Standard,SO/BF,0.062909786,0.044515647,-0.001671256,0.1724842142637132,0.062929325,0.044681172,0.002291713,0.1719700853984626,0.041612981,0.030489427,-2.45E-17,0.3728243853859554,627
2010,Marcel,pitching,Fantasy,SO/BF,0.043453491785415216,0.032121059,-0.006155007,0.39326604773351326,0.043080468947677204,0.032221674546546536,-0.002367481,0.40363824912677027,0.037419562,0.027964187077384618,-1.13E-17,0.44569654592740826,338
2010,ZiPS,pitching,Standard,SO/BF,0.060541361,0.043094128,-0.010275383,0.23361986643756505,0.059674584817715225,0.042253836,0.001176078,0.2554074461158192,0.039125049071036984,0.028401806601333665,-3.68E-18,0.4455769278062156,627
2010,ZiPS,pitching,Fantasy,SO/BF,0.040926009,0.030534932907174878,-0.012535759,0.46179500843679633,0.038985459,0.029223897277182304,-0.001439819,0.5116240790220381,0.034695761791837094,0.025618116,1.4154590219081155e-18,0.5234559632263661,338
2010,Marcel,pitching,Standard,SV/G,0.076544899,0.049678175,0.020473846,0.5291570360803493,0.073756011,0.035273008,-7.77E-05,0.5628420088847326,0.067496959,0.029288064823922513,-4.29E-18,0.5784002136728915,627
2010,Marcel,pitching,Fantasy,SV/G,0.08877481,0.052392991335409825,0.009084291,0.5807997854832396,0.088913338,0.040489886,-0.010350803,0.5794904890168268,0.068670311,0.029466828303430552,2.830918043816231e-18,0.5766180877007689,338
2010,ZiPS,pitching,Standard,SV/G,0.11639847410912012,0.034900828411551864,-0.03073263,0,0.1123390523539263,0.052110479,-0.003994054,0,0.10426739080648904,0.047094879226585555,0,0,627
2010,ZiPS,pitching,Fantasy,SV/G,0.14573489485425611,0.049932757,-0.047951261,0,0.1391469245673611,0.064263823,-0.020555545,0,0.10578004049257014,0.047788497816583154,1.4154590219081155e-18,0,338
2010,Marcel,pitching,Standard,W/G,0.13907591775912215,0.10962616244585573,0.026641832768020852,0.23605850835725384,0.1599932047591097,0.13469079152861166,0.083459583,0,0.14024003815159297,0.11378404616281429,9.805397061845282e-18,0.37423679203998406,627
2010,Marcel,pitching,Fantasy,W/G,0.13746023704388866,0.10279052332252653,-0.031213338,0.345679093,0.14107727834228764,0.11543354427817916,0.044516898,0.3107912767755239,0.13574206355048832,0.10957448742547576,-8.49E-18,0.35913364549028126,338
2010,ZiPS,pitching,Standard,W/G,0.12967204232795004,0.097683023,0.048106302,0.33587637262251846,0.12865252412754638,0.096745333,0.045286308,0.3462783743524104,0.125345222,0.093843344,-1.47E-17,0.500101828,627
2010,ZiPS,pitching,Fantasy,W/G,0.12340728563457308,0.090327379,0.016623126318773468,0.47262660056379313,0.12449264817691535,0.09138578,0.023353578548437035,0.4633093481667053,0.12600027190266141,0.094435067,1.1323672175264924e-17,0.4478188940731347,338
2010,Marcel,pitching,Standard,WHIP,0.6702914110932878,0.33232445398338306,-0.161007241,0,0.6724101582349936,0.3330429302229549,-0.169611842,0,0.24616866720706257,0.1645839804103081,8.824857355660755e-17,0.087103202,627
2010,Marcel,pitching,Fantasy,WHIP,0.19765519918187674,0.1593795364610713,0.028834920572546878,0.092066799,0.1956182219007226,0.15601953909762278,-0.005510319,0.11068416329372932,0.17359448865877908,0.13838915991954215,-5.66E-17,0.10471628496987473,338
2010,ZiPS,pitching,Standard,WHIP,0.6456583056777608,0.31996124897354583,-0.0953458,0.045973194,0.65283483,0.3187773990882129,-0.135681574,0.024647217,0.23962619927364234,0.1609804111659036,2.7455111773166793e-16,0.13498281814899782,627
2010,ZiPS,pitching,Fantasy,WHIP,0.20567707449094644,0.16350932738555565,0.059073798,0.016873992798960513,0.19702080797185098,0.1535858326000936,0.001963014,0.097885624,0.17695627618207055,0.13867511248924216,1.3022223001554664e-16,0.069704843,338
2010,Marcel,pitching,Standard,wOBA,0.07708032,0.049282702,-0.012962436,0.025420044659372754,0.078106851,0.049643447,-0.018092239,0,0.038134943170620564,0.028467119159791263,-2.45E-18,0.086774145,627
2010,ZiPS,pitching,Standard,wOBA,0.081359094,0.052764115,-0.033647681,0,0.075169407,0.047633638958899646,-0.012779045,0.073143061,0.037149516678165496,0.026985292556035663,-2.45E-18,0.1333608037024615,627
2011,Marcel,batting,Standard,1B/(BIP-HR),0.073457795,0.045467245,0.008950193,0.001492382,0.073179331,0.04522408,0.006266801,0.009048325,0.033429449,0.024944371331618396,-6.34E-18,0.083627978,641
2011,ZiPS,batting,Standard,1B/(BIP-HR),0.074172976,0.045809063699093634,0.008252784,0,0.074112074,0.045768082910965104,0.007686192,0,0.033336898,0.02465546,4.0583192203382466e-17,0.088695012,641
2011,Marcel,batting,Standard,2B/(BIP-HR),0.037646387,0.025451534,0.007994742,0,0.03722116,0.025051252906718197,0.005663937,0.002414978,0.019779055641669367,0.014969948069888044,-6.02E-18,0.069688916,641
2011,ZiPS,batting,Standard,2B/(BIP-HR),0.036968503,0.024722098473068686,0.007054642,0.015912206436755838,0.036686952,0.024496286755743592,0.005387968,0.030844697,0.019375793,0.014627804384788843,-4.12E-18,0.10723726212437146,641
2011,Marcel,batting,Standard,3B/(BIP-HR),0.010307204,0.006761113,0.001079057,0.040756487712762746,0.010270023,0.006619044,0.0006319,0.047664395,0.006690817,0.005018356,1.5852809454446276e-19,0.25331838463082756,641
2011,ZiPS,batting,Standard,3B/(BIP-HR),0.010092818919108721,0.006563359,0.002062261,0.080245079,0.009906142,0.006210566,0.000720814,0.11395405496313382,0.006361794,0.004625849,-7.13E-19,0.32494933043065155,641
2011,Marcel,batting,Standard,AVG,0.068773631,0.044482751,0.025347076798351836,0,0.066449017,0.042718461,0.018114463880487694,0.012916152708276174,0.032889853,0.024769077922935694,4.0583192203382466e-17,0.1883270243856643,641
2011,Marcel,batting,Fantasy,AVG,0.026675428420877247,0.020692358105448484,0.003513103,0.096234802,0.026472420417518867,0.020552216,0.001245975,0.1099383072411183,0.026597360626636445,0.020729257,5.0403155647897867e-17,0.12988214558306677,265
2011,ZiPS,batting,Standard,AVG,0.066261257,0.042422789,0.020221365002158643,0.018486509,0.06514863,0.041515779,0.016207817,0.051171982528754656,0.031550090879819526,0.023371017206234152,1.775514658897983e-17,0.2531068915189695,641
2011,ZiPS,batting,Fantasy,AVG,0.025459386,0.019660507,0.00032381,0.17675585974523822,0.025475833262304237,0.019711598812133788,0.000970883,0.1756918330185646,0.025331234,0.019661812565967957,4.032252451831829e-17,0.21075165196641565,265
2011,Marcel,batting,Standard,BABIP,0.079267197,0.050004995,0.018023992601456214,0,0.07820642,0.049357736,0.012562638326148795,0.003135153,0.038356077743666485,0.028796401,1.141402280720132e-16,0.033742258,641
2011,ZiPS,batting,Standard,BABIP,0.078799386,0.049031777,0.017369687399848593,0,0.078089298,0.048658782,0.013794974575315398,0.006118709,0.037007963381028276,0.027535178,5.1997215010583786e-17,0.1004713967702936,641
2011,Marcel,batting,Standard,BB/PA,0.051976805,0.028732086,0.00893815,0.061626472696440615,0.05131412,0.027605673034974198,0.003382485,0.085401757,0.023111841013590973,0.017864310307505443,2.833689689982272e-18,0.4414621185161267,641
2011,ZiPS,batting,Standard,BB/PA,0.051268917,0.027417027159689883,0.003387134,0.087012388,0.051171092,0.027089989410838237,0.001204757,0.090493179,0.022920141,0.017634719,9.333341566305246e-18,0.4506892331862531,641
2011,Marcel,batting,Standard,HBP/PA,0.011745689521108016,0.006754534,0.000663516,0.060027641,0.011749811430834436,0.006771309,0.000732871,0.059367797,0.006388841,0.004599598,4.557682718153305e-19,0.2647742560636418,641
2011,ZiPS,batting,Standard,HBP/PA,0.012053838,0.006765725,0.000825392,0.010060322,0.012045475,0.006738191,0.000692625,0.011433489203731773,0.00633291,0.004573674,-1.19E-19,0.27759096248439963,641
2011,Marcel,batting,Standard,HR/BIP,0.025396185449465168,0.019370292343330226,0.007517606,0.17191860291421768,0.024769456561817966,0.018593673938975378,0.005007409,0.21228519968486337,0.01747429,0.013280799274319013,5.072899025422808e-18,0.48113880525071195,641
2011,Marcel,batting,Fantasy,HR/BIP,0.015102409940807856,0.012010191916100905,0.001646786,0.5767662652696897,0.015033084357097435,0.011879914,0.000789141,0.5806429423076214,0.014997458693135473,0.011776523091772831,-7.14E-18,0.5912831642685623,265
2011,ZiPS,batting,Standard,HR/BIP,0.024615621,0.017388141,0.004925249,0.2220393042194061,0.024368424,0.017094636739087496,0.003485593,0.23758585881486005,0.017187577479284143,0.012573169274011585,1.141402280720132e-17,0.4980257075782768,641
2011,ZiPS,batting,Fantasy,HR/BIP,0.014638362660544588,0.011025400480888311,0.000880119,0.6023758328577917,0.014621044,0.011013498,0.000517553,0.6033161615276001,0.014576644154404432,0.011021652372671038,-8.61E-18,0.6138977946118134,265
2011,Marcel,batting,Standard,OBP,0.08176541,0.049686953,0.030136532,0,0.078473901,0.047006561,0.019513618600306037,0.016583479,0.035798440904234945,0.027382246645396808,-4.69E-17,0.23584161047847207,641
2011,ZiPS,batting,Standard,OBP,0.078009209,0.046647699,0.021409069,0.028195818904168335,0.076727938,0.045659595,0.016127246583128595,0.05985666,0.034382695312735155,0.025754583,-1.40E-17,0.29508784771165253,641
2011,Marcel,batting,Standard,PA,161.85104667703703,129.9266770670827,37.73946957878315,0.4565152474737393,161.85104667703703,129.9266770670827,37.73946957878315,0.4565152474737393,161.85104667703703,129.9266770670827,37.73946957878315,0.4565152474737393,641
2011,Marcel,batting,Fantasy,PA,140.97540264508342,105.2566037735849,-49.11320755,0,140.97540264508342,105.2566037735849,-49.11320755,0,140.97540264508342,105.2566037735849,-49.11320755,0,265
2011,ZiPS,batting,Standard,PA,275.82104069461343,213.57410296411857,179.21216848673947,0,275.82104069461343,213.57410296411857,179.21216848673947,0,275.82104069461343,213.57410296411857,179.21216848673947,0,641
2011,ZiPS,batting,Fantasy,PA,119.46141715499296,91.37735849056604,29,0,119.46141715499296,91.37735849056604,29,0,119.46141715499296,91.37735849056604,29,0,265
2011,Marcel,batting,Standard,R/PA,0.063383112,0.034229168,0.010205100060087227,0.011213215025755119,0.06260941,0.0324726,0.002581352,0.035205639024241675,0.024119147,0.017772681,3.1705618908892555e-18,0.20299101163136302,641
2011,Marcel,batting,Fantasy,R/PA,0.020531394,0.016406329478746193,0.006652683,0.165947232,0.019447910452945163,0.015171818486451827,0.000970191,0.2516538298703296,0.019433389431140403,0.015087289535618205,2.43615252298173e-17,0.26907722126991107,265
2011,ZiPS,batting,Standard,R/PA,0.062825451,0.033591275395971606,0.008522844,0.028535867899772138,0.062258689,0.031975941,0.001321343,0.045984379501589734,0.024157347542733142,0.017684056617590874,1.9023371345335532e-18,0.20046439542931793,641
