"","Name","Position","1B_total","2B_total","3B_total","HR_total","BB_total","SO_total","RBI_total","SB_total","R_total","H_total","FPTS"
"113","Anthony Rendon","3B",4.94517169082903,1.3386841350689,0.00458853846011952,0.374234611925107,7.11144591903628,5.51435531311272,2.60858290172926,0.543512994021322,3.34809197192777,6.66267897628316,23.4444345311796
"114","Anthony Santander","OF",20.0546575636661,7.03691706481224,0.0998092744693252,9.03914173074236,34.8918482029367,40.9445910671899,25.8578453015576,0.385586493635296,21.4771154720967,36.23052563369,149.821493907148
"115","Anthony Scull","CF/LF/RF",12.2019058835471,2.71014135221886,0.156116367579027,1.73576633681444,7.49456020864696,23.6787397945581,9.39326289283655,1.03310178890392,9.04367421583063,16.8039299401595,54.4327620213116
"116","Anthony Seigler","3B/2B/C",8.72427232298858,2.94015060506816,0.340480328769646,1.36581893099822,18.6085981225511,17.6424882939348,7.04583532234386,2.47629637939221,8.61810339965777,13.3707221878246,48.328481426535
"117","Anthony Servideo",NA,6.06196109187598,1.76589087142519,0.313493322647099,0.524218633047463,10.9624479875635,24.8524933391719,3.81832165402985,1.03887588645235,5.05496219997765,8.66556391899573,15.0218915741369
"118","Anthony Sherwin",NA,4.24121391059385,0.641746543606415,0.000521042828804781,0.522322040542184,7.16613979323003,19.7011681418814,2.64591473395077,0.345672143769878,2.18791664759068,5.40580353757125,3.90550074703431
"119","Anthony Stephan","LF/1B/RF",7.49028219453297,2.71030744023528,0.156166791078589,1.21642227924107,9.54250063914297,17.4233097609895,6.76119909951206,0.689435899366969,5.8676073836991,11.5731787050879,37.286376596968
"120","Anthony Vilar","C/2B/SS",7.16365095911167,1.59636091662464,0.312232735158055,1.04203210719552,13.6320363036961,21.9503076005928,5.11378233887307,0.86168477489105,5.69998239117626,10.1142767180899,25.4148947671445
"121","Anthony Volpe","SS",60.2436705895645,21.7479124195569,2.57023674738636,14.1435057967485,72.840201491353,114.298909908083,51.6676011541743,17.4549713508164,57.0294228878693,98.7053255532562,377.287965449121
"122","Antonio Anderson","3B/1B",8.7891412247029,2.55104172484943,0.156183598911776,0.695098445280611,10.5602074259474,24.7304624241051,5.60690100180734,0.172868693904986,6.36724244050108,12.1914649937447,28.9396489518573
"123","Antonis Macias","2B/1B/RF",10.2535750319373,2.55109155125435,0.156166791078589,0.347549222640305,15.6679077780789,17.2452536814862,5.27695253167332,0.345182813469163,6.20077339960852,13.3083825969105,38.4088756553289
"124","Anyelo Encarnación","SS/3B/2B",8.78863354844361,2.07317814348531,0.312047848992995,0.868057854559021,11.2421346777537,26.8165587097318,5.4415249184629,1.54945695123559,6.19956860495161,12.0419173954809,27.8011913565095
"125","Aramis Garcia","C",5.41308155940525,1.28797746365615,0.000924430825298805,1.22345963564224,6.52120438251867,16.1418512989361,4.48627265977315,0.174532416927415,4.55640168976156,7.92544308952893,21.8118899683463
"126","Archer Brookman",NA,4.73010310485228,1.11841429125231,0.00033615666374502,0.521856210804045,4.78032656705499,9.07799345888986,3.30353738396782,0.172966559965129,3.85921714612048,6.37070976357238,20.0545121588726
"127","Ariel Almonte",NA,6.5128761019396,2.5507925928248,0.156116367579027,1.90970731589821,9.54017842807512,30.4716216294115,6.76060060207759,0.172917626935058,6.03350658928097,11.1294923782416,24.4760275992845
"128","Ariel Armas","C",7.49080679333424,2.71025761383035,0.156149983245402,0.695214902715146,8.86070421612924,15.6798319883393,5.60741399960831,0.689664253507302,4.02687470066108,11.0524292931251,32.9096111332794
"129","Arjun Nimmala","SS",9.60004180042309,3.18827067440924,0.623793156988619,2.25565940800776,12.2609535092948,26.8067080214071,10.7098761870066,1.37715914268144,10.8838859065846,15.6677650398287,54.3703435467614
"130","Armando Alvarez",NA,6.89609169136123,2.30479179882333,0.00393303296581673,1.26290543239676,7.74548983276744,12.8039544054976,5.2952980607841,0.358753573808976,5.87070505026232,10.4677219555471,36.2253423079444
